bias,error-frac,errors,expressed-tpms,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded,transcript length
True,0.94044,True,3106.00000,0.94982,-31.54602,0,False,Express,10,100,0.86735,0.83877,True,3
True,0.87986,True,1748.00000,0.87253,-15.66633,10,False,Express,10,100,0.71854,0.78387,True,0
True,0.91240,True,8185.00000,0.87410,-30.95505,10,False,Express,10,100,0.74869,0.73575,True,1
True,0.96193,True,5779.00000,0.87746,-42.09720,10,False,Express,10,100,0.81260,0.63667,True,2
True,0.96127,True,3150.00000,0.88655,-42.12771,10,False,Express,10,100,0.89905,0.47441,True,3
True,0.86348,True,1714.00000,0.91360,13.77601,0,False,Sailfish,10,50,0.84247,0.83087,True,0
True,0.81470,True,8079.00000,0.93325,-14.85070,0,False,Sailfish,10,50,0.81656,0.87378,True,1
True,0.95699,True,5813.00000,0.94137,-36.82022,0,False,Sailfish,10,50,0.81954,0.91193,True,2
True,0.97672,True,3179.00000,0.94937,-41.15924,0,False,Sailfish,10,50,0.85436,0.93986,True,3
True,0.84133,True,1708.00000,0.86856,-1.38361,10,False,Sailfish,10,50,0.88349,0.57533,True,0
True,0.91709,True,7997.00000,0.87791,-27.61645,10,False,Sailfish,10,50,0.85057,0.61852,True,1
True,0.97634,True,5833.00000,0.88122,-48.51847,10,False,Sailfish,10,50,0.82188,0.67803,True,2
True,0.97851,True,3118.00000,0.89701,-50.01974,10,False,Sailfish,10,50,0.85728,0.61861,True,3
True,0.87729,True,1695.00000,0.93027,13.98058,0,False,Sailfish,10,75,0.80118,0.86364,True,0
True,0.80101,True,8136.00000,0.93947,-10.65571,0,False,Sailfish,10,75,0.80101,0.89331,True,1
True,0.92052,True,5813.00000,0.94492,-32.51802,0,False,Sailfish,10,75,0.81215,0.92124,True,2
True,0.96684,True,3197.00000,0.95288,-37.92567,0,False,Sailfish,10,75,0.84079,0.93520,True,3
True,0.84517,True,1718.00000,0.84933,4.97311,10,False,Sailfish,10,75,0.86030,0.61288,True,0
True,0.89824,True,8176.00000,0.87472,-24.03754,10,False,Sailfish,10,75,0.83476,0.63904,True,1
True,0.96976,True,5854.00000,0.89665,-44.53703,10,False,Sailfish,10,75,0.81824,0.67666,True,2
True,0.96984,True,3117.00000,0.90522,-47.38722,10,False,Sailfish,10,75,0.85852,0.62224,True,3
True,0.88515,True,1724.00000,0.91072,13.49548,0,False,Sailfish,10,100,0.76740,0.89780,True,0
True,0.79858,True,8281.00000,0.94206,-8.06622,0,False,Sailfish,10,100,0.78034,0.91374,True,1
True,0.90749,True,5913.00000,0.94639,-28.75968,0,False,Sailfish,10,100,0.80145,0.92666,True,2
True,0.96587,True,3106.00000,0.95249,-34.62878,0,False,Sailfish,10,100,0.82807,0.93427,True,3
True,0.84382,True,1748.00000,0.88208,3.04986,10,False,Sailfish,10,100,0.83238,0.63435,True,0
True,0.89432,True,8185.00000,0.89169,-22.92729,10,False,Sailfish,10,100,0.82920,0.65734,True,1
True,0.96816,True,5779.00000,0.89234,-43.19126,10,False,Sailfish,10,100,0.81589,0.67942,True,2
True,0.97587,True,3150.00000,0.90368,-46.12506,10,False,Sailfish,10,100,0.85619,0.61777,True,3
True,0.86227,True,1728.00000,0.93069,24.53390,0,False,Cufflinks,50,50,0.90972,0.84871,False,0
True,0.84192,True,8129.00000,0.93448,-8.83157,0,False,Cufflinks,50,50,0.90343,0.88271,False,1
True,0.87398,True,5872.00000,0.92878,-31.60992,0,False,Cufflinks,50,50,0.88607,0.91461,False,2
True,0.86742,True,3168.00000,0.95422,-24.86019,0,False,Cufflinks,50,50,0.90309,0.92914,False,3
True,0.86731,True,1756.00000,0.88047,18.73080,10,False,Cufflinks,50,50,0.93508,0.59119,False,0
True,0.85945,True,8125.00000,0.89480,-14.41977,10,False,Cufflinks,50,50,0.91249,0.63223,False,1
True,0.90986,True,5802.00000,0.88620,-38.61447,10,False,Cufflinks,50,50,0.87573,0.72509,False,2
True,0.87972,True,3126.00000,0.91051,-31.60766,10,False,Cufflinks,50,50,0.89891,0.74493,False,3
True,0.85179,True,1734.00000,0.93824,19.92253,0,False,Cufflinks,50,75,0.88985,0.86617,False,0
True,0.83873,True,7999.00000,0.94037,-6.50668,0,False,Cufflinks,50,75,0.89899,0.88769,False,1
True,0.87402,True,5993.00000,0.93250,-29.99563,0,False,Cufflinks,50,75,0.87802,0.91204,False,2
True,0.86461,True,3117.00000,0.95479,-21.00605,0,False,Cufflinks,50,75,0.90375,0.92741,False,3
True,0.85965,True,1767.00000,0.90504,15.40837,10,False,Cufflinks,50,75,0.91681,0.63957,False,0
True,0.86169,True,8177.00000,0.90892,-13.66239,10,False,Cufflinks,50,75,0.90730,0.65653,False,1
True,0.90119,True,5728.00000,0.89260,-36.96775,10,False,Cufflinks,50,75,0.88338,0.73003,False,2
True,0.86822,True,3134.00000,0.92546,-29.20129,10,False,Cufflinks,50,75,0.89917,0.75449,False,3
True,0.87002,True,1731.00000,0.94249,16.80009,0,False,Cufflinks,50,100,0.86308,0.88655,False,0
True,0.85269,True,8058.00000,0.94659,-7.97444,0,False,Cufflinks,50,100,0.88546,0.89974,False,1
True,0.89152,True,5826.00000,0.94517,-32.04928,0,False,Cufflinks,50,100,0.87710,0.91086,False,2
True,0.86524,True,3124.00000,0.95471,-20.61740,0,False,Cufflinks,50,100,0.90557,0.92480,False,3
True,0.86103,True,1727.00000,0.88801,17.03960,10,False,Cufflinks,50,100,0.89577,0.67421,False,0
True,0.85802,True,8276.00000,0.91617,-13.06754,10,False,Cufflinks,50,100,0.89222,0.68731,False,1
True,0.89178,True,5757.00000,0.89901,-34.85940,10,False,Cufflinks,50,100,0.87042,0.74148,False,2
True,0.86127,True,3078.00000,0.92145,-27.54584,10,False,Cufflinks,50,100,0.89766,0.75282,False,3
True,0.87211,True,1728.00000,0.90674,-18.62152,0,False,Salmon,50,50,0.90972,0.78241,False,0
True,0.95387,True,8129.00000,0.92687,-42.27835,0,False,Salmon,50,50,0.89113,0.85347,False,1
True,0.99012,True,5872.00000,0.95128,-60.11172,0,False,Salmon,50,50,0.85899,0.92068,False,2
True,0.99716,True,3168.00000,0.96484,-60.75852,0,False,Salmon,50,50,0.85732,0.90499,False,3
True,0.91913,True,1756.00000,0.82761,-23.26830,10,False,Salmon,50,50,0.93964,0.50256,False,0
True,0.96800,True,8125.00000,0.86353,-50.83009,10,False,Salmon,50,50,0.89440,0.57280,False,1
True,0.98638,True,5802.00000,0.86640,-68.34916,10,False,Salmon,50,50,0.83006,0.67801,False,2
True,0.98496,True,3126.00000,0.89045,-67.56743,10,False,Salmon,50,50,0.86404,0.61159,False,3
True,0.85871,True,1734.00000,0.92128,-18.11489,0,False,Salmon,50,75,0.90715,0.80652,False,0
True,0.94712,True,7999.00000,0.94084,-40.51472,0,False,Salmon,50,75,0.89124,0.86921,False,1
True,0.99082,True,5993.00000,0.95627,-58.06699,0,False,Salmon,50,75,0.85783,0.92097,False,2
True,0.99487,True,3117.00000,0.97030,-58.56557,0,False,Salmon,50,75,0.87360,0.89938,False,3
True,0.90549,True,1767.00000,0.86281,-15.59152,10,False,Salmon,50,75,0.93209,0.51904,False,0
True,0.96502,True,8177.00000,0.89006,-44.52531,10,False,Salmon,50,75,0.90290,0.57545,False,1
True,0.98673,True,5728.00000,0.89132,-63.10342,10,False,Salmon,50,75,0.85841,0.66742,False,2
True,0.98149,True,3134.00000,0.90690,-63.17501,10,False,Salmon,50,75,0.87556,0.60558,False,3
True,0.84460,True,1731.00000,0.93555,-5.62949,0,False,Salmon,50,100,0.88330,0.84515,False,0
True,0.87528,True,8058.00000,0.95336,-28.46166,0,False,Salmon,50,100,0.89327,0.88363,False,1
True,0.98129,True,5826.00000,0.96635,-48.81974,0,False,Salmon,50,100,0.86938,0.91630,False,2
True,0.98944,True,3124.00000,0.97460,-49.86200,0,False,Salmon,50,100,0.88156,0.89569,False,3
True,0.89751,True,1727.00000,0.86473,-14.39761,10,False,Salmon,50,100,0.93283,0.53509,False,0
True,0.96206,True,8276.00000,0.89714,-43.99663,10,False,Salmon,50,100,0.89899,0.58914,False,1
True,0.98419,True,5757.00000,0.89768,-62.11813,10,False,Salmon,50,100,0.85079,0.66932,False,2
True,0.98830,True,3078.00000,0.90736,-62.76894,10,False,Salmon,50,100,0.88272,0.60169,False,3
True,0.83218,True,1728.00000,0.96171,-7.56869,0,False,RSEM,50,50,0.89757,0.92806,False,0
True,0.79776,True,8129.00000,0.96359,-6.62324,0,False,RSEM,50,50,0.90774,0.92070,False,1
True,0.78423,True,5872.00000,0.96258,-13.38862,0,False,RSEM,50,50,0.90855,0.91893,False,2
True,0.81345,True,3168.00000,0.96834,-23.99088,0,False,RSEM,50,50,0.90341,0.93525,False,3
True,0.83998,True,1756.00000,0.89314,-17.74293,10,False,RSEM,50,50,0.92084,0.63127,False,0
True,0.85083,True,8125.00000,0.90232,-21.43313,10,False,RSEM,50,50,0.90265,0.61860,False,1
True,0.88900,True,5802.00000,0.89972,-28.16078,10,False,RSEM,50,50,0.88263,0.65423,False,2
True,0.91395,True,3126.00000,0.90545,-31.47618,10,False,RSEM,50,50,0.89827,0.60003,False,3
True,0.83449,True,1734.00000,0.96579,-8.28166,0,False,RSEM,50,75,0.89158,0.93233,False,0
True,0.80748,True,7999.00000,0.96504,-7.50165,0,False,RSEM,50,75,0.90249,0.92564,False,1
True,0.79176,True,5993.00000,0.96328,-15.80795,0,False,RSEM,50,75,0.89922,0.92236,False,2
True,0.82932,True,3117.00000,0.96577,-27.48480,0,False,RSEM,50,75,0.90472,0.93775,False,3
True,0.83984,True,1767.00000,0.91724,-18.30174,10,False,RSEM,50,75,0.91171,0.65061,False,0
True,0.85569,True,8177.00000,0.91824,-23.12635,10,False,RSEM,50,75,0.90180,0.64282,False,1
True,0.89787,True,5728.00000,0.91126,-29.63573,10,False,RSEM,50,75,0.88792,0.66529,False,2
True,0.93714,True,3134.00000,0.91627,-34.53731,10,False,RSEM,50,75,0.90108,0.61758,False,3
True,0.84460,True,1731.00000,0.96451,-15.89760,0,False,RSEM,50,100,0.87117,0.94143,False,0
True,0.81199,True,8058.00000,0.96762,-18.65105,0,False,RSEM,50,100,0.89402,0.93126,False,1
True,0.82269,True,5826.00000,0.96853,-26.66810,0,False,RSEM,50,100,0.88740,0.92717,False,2
True,0.89405,True,3124.00000,0.96992,-36.82512,0,False,RSEM,50,100,0.88796,0.94153,False,3
True,0.85524,True,1727.00000,0.91416,-20.00169,10,False,RSEM,50,100,0.90156,0.67562,False,0
True,0.88569,True,8276.00000,0.92928,-27.51585,10,False,RSEM,50,100,0.89633,0.66482,False,1
True,0.94876,True,5757.00000,0.92041,-35.20246,10,False,RSEM,50,100,0.87702,0.68466,False,2
True,0.95776,True,3078.00000,0.92061,-38.56120,10,False,RSEM,50,100,0.89669,0.63283,False,3
True,0.85532,True,1728.00000,0.93678,-8.48834,0,False,Kallisto,50,50,0.87269,0.86738,False,0
True,0.78214,True,8129.00000,0.93736,-15.54942,0,False,Kallisto,50,50,0.89974,0.84874,False,1
True,0.88845,True,5872.00000,0.94348,-23.45793,0,False,Kallisto,50,50,0.90565,0.84146,False,2
True,0.93087,True,3168.00000,0.95364,-24.95313,0,False,Kallisto,50,50,0.90941,0.85363,False,3
True,0.85706,True,1756.00000,0.87026,-14.05186,10,False,Kallisto,50,50,0.91629,0.59596,False,0
True,0.92812,True,8125.00000,0.87801,-28.56323,10,False,Kallisto,50,50,0.90080,0.57478,False,1
True,0.96381,True,5802.00000,0.88170,-37.49492,10,False,Kallisto,50,50,0.88073,0.60075,False,2
True,0.96289,True,3126.00000,0.88946,-36.36895,10,False,Kallisto,50,50,0.90531,0.53833,False,3
True,0.86044,True,1734.00000,0.94090,-6.30905,0,False,Kallisto,50,75,0.87197,0.88520,False,0
True,0.78210,True,7999.00000,0.94459,-13.31905,0,False,Kallisto,50,75,0.89386,0.85677,False,1
True,0.85316,True,5993.00000,0.93740,-21.16141,0,False,Kallisto,50,75,0.89705,0.84921,False,2
True,0.89990,True,3117.00000,0.96098,-23.70096,0,False,Kallisto,50,75,0.90985,0.86126,False,3
True,0.83645,True,1767.00000,0.88095,-10.41158,10,False,Kallisto,50,75,0.90266,0.60617,False,0
True,0.91305,True,8177.00000,0.89465,-26.04599,10,False,Kallisto,50,75,0.90314,0.57416,False,1
True,0.95566,True,5728.00000,0.88741,-34.89554,10,False,Kallisto,50,75,0.88809,0.59441,False,2
True,0.96267,True,3134.00000,0.90557,-35.23609,10,False,Kallisto,50,75,0.90555,0.53791,False,3
True,0.84806,True,1731.00000,0.94241,-4.79697,0,False,Kallisto,50,100,0.85211,0.89871,False,0
True,0.76818,True,8058.00000,0.94948,-12.21649,0,False,Kallisto,50,100,0.88682,0.86948,False,1
True,0.85050,True,5826.00000,0.95166,-20.70085,0,False,Kallisto,50,100,0.88809,0.85397,False,2
True,0.90461,True,3124.00000,0.96180,-23.60552,0,False,Kallisto,50,100,0.90525,0.86477,False,3
True,0.83671,True,1727.00000,0.87617,-10.19215,10,False,Kallisto,50,100,0.88651,0.61442,False,0
True,0.90913,True,8276.00000,0.89468,-24.77858,10,False,Kallisto,50,100,0.89754,0.58575,False,1
True,0.95918,True,5757.00000,0.88962,-34.23943,10,False,Kallisto,50,100,0.88223,0.60075,False,2
True,0.96264,True,3078.00000,0.89902,-33.70389,10,False,Kallisto,50,100,0.90611,0.53961,False,3
True,0.87442,True,1728.00000,0.92244,4.38806,0,False,Express,50,50,0.84317,0.92207,False,0
True,0.87465,True,8129.00000,0.94385,-24.03911,0,False,Express,50,50,0.85915,0.92657,False,1
True,0.90106,True,5872.00000,0.95718,-39.21444,0,False,Express,50,50,0.88862,0.88686,False,2
True,0.88731,True,3168.00000,0.96266,-36.64769,0,False,Express,50,50,0.91477,0.86375,False,3
True,0.89522,True,1756.00000,0.84661,-5.55162,10,False,Express,50,50,0.89237,0.58845,False,0
True,0.92972,True,8125.00000,0.86682,-36.75689,10,False,Express,50,50,0.86954,0.59578,False,1
True,0.97053,True,5802.00000,0.87428,-53.31772,10,False,Express,50,50,0.86643,0.58383,False,2
True,0.96129,True,3126.00000,0.88056,-48.25922,10,False,Express,50,50,0.91267,0.45333,False,3
True,0.88812,True,1734.00000,0.93597,5.98349,0,False,Express,50,75,0.83103,0.94379,False,0
True,0.86498,True,7999.00000,0.95067,-20.46029,0,False,Express,50,75,0.84448,0.93710,False,1
True,0.88820,True,5993.00000,0.95995,-34.36973,0,False,Express,50,75,0.88119,0.88815,False,2
True,0.86526,True,3117.00000,0.96391,-29.77001,0,False,Express,50,75,0.91819,0.86331,False,3
True,0.88285,True,1767.00000,0.87558,-5.31940,10,False,Express,50,75,0.87719,0.62508,False,0
True,0.91721,True,8177.00000,0.88574,-32.59025,10,False,Express,50,75,0.85459,0.61727,False,1
True,0.96159,True,5728.00000,0.88702,-48.41635,10,False,Express,50,75,0.87535,0.58437,False,2
True,0.95469,True,3134.00000,0.89283,-41.55693,10,False,Express,50,75,0.92502,0.44467,False,3
True,0.88793,True,1731.00000,0.94640,2.87696,0,False,Express,50,100,0.79492,0.95913,False,0
True,0.85778,True,8058.00000,0.95523,-16.80817,0,False,Express,50,100,0.83718,0.94578,False,1
True,0.87298,True,5826.00000,0.96259,-31.42012,0,False,Express,50,100,0.86663,0.88907,False,2
True,0.84699,True,3124.00000,0.96908,-25.95072,0,False,Express,50,100,0.91709,0.85711,False,3
True,0.87377,True,1727.00000,0.87079,-2.56317,10,False,Express,50,100,0.84250,0.64929,False,0
True,0.90829,True,8276.00000,0.89087,-30.32165,10,False,Express,50,100,0.84836,0.63177,False,1
True,0.95310,True,5757.00000,0.89076,-45.96020,10,False,Express,50,100,0.86382,0.58961,False,2
True,0.95127,True,3078.00000,0.88098,-38.37966,10,False,Express,50,100,0.92917,0.43913,False,3
True,0.84317,True,1728.00000,0.92874,19.54599,0,False,Sailfish,50,50,0.92708,0.78989,False,0
True,0.76086,True,8129.00000,0.94507,-10.03939,0,False,Sailfish,50,50,0.91856,0.85033,False,1
True,0.96134,True,5872.00000,0.96175,-34.67877,0,False,Sailfish,50,50,0.89339,0.91336,False,2
True,0.98832,True,3168.00000,0.96811,-40.03021,0,False,Sailfish,50,50,0.88794,0.93559,False,3
True,0.81891,True,1756.00000,0.85577,1.82959,10,False,Sailfish,50,50,0.94362,0.51262,False,0
True,0.92308,True,8125.00000,0.87826,-27.22249,10,False,Sailfish,50,50,0.91015,0.56293,False,1
True,0.97397,True,5802.00000,0.88030,-48.67410,10,False,Sailfish,50,50,0.86229,0.65667,False,2
True,0.97313,True,3126.00000,0.89969,-50.51234,10,False,Sailfish,50,50,0.88548,0.60817,False,3
True,0.83449,True,1734.00000,0.95042,18.28753,0,False,Sailfish,50,75,0.91580,0.82132,False,0
True,0.75497,True,7999.00000,0.95741,-7.43129,0,False,Sailfish,50,75,0.91749,0.86548,False,1
True,0.94494,True,5993.00000,0.96216,-30.97720,0,False,Sailfish,50,75,0.88970,0.91369,False,2
True,0.97850,True,3117.00000,0.97612,-36.91266,0,False,Sailfish,50,75,0.90151,0.93589,False,3
True,0.81268,True,1767.00000,0.88388,6.68130,10,False,Sailfish,50,75,0.93775,0.53521,False,0
True,0.89996,True,8177.00000,0.89710,-23.68524,10,False,Sailfish,50,75,0.91317,0.57076,False,1
True,0.97469,True,5728.00000,0.89832,-44.60186,10,False,Sailfish,50,75,0.87867,0.65012,False,2
True,0.97798,True,3134.00000,0.90842,-47.59714,10,False,Sailfish,50,75,0.89087,0.60275,False,3
True,0.86251,True,1731.00000,0.95630,21.90206,0,False,Sailfish,50,100,0.88908,0.86286,False,0
True,0.74063,True,8058.00000,0.96525,-3.38582,0,False,Sailfish,50,100,0.90593,0.88486,False,1
True,0.91160,True,5826.00000,0.97093,-26.88362,0,False,Sailfish,50,100,0.88929,0.91554,False,2
True,0.97023,True,3124.00000,0.97611,-33.73362,0,False,Sailfish,50,100,0.89405,0.93617,False,3
True,0.81471,True,1727.00000,0.88054,8.33514,10,False,Sailfish,50,100,0.93341,0.55138,False,0
True,0.88340,True,8276.00000,0.90736,-21.79049,10,False,Sailfish,50,100,0.90611,0.58526,False,1
True,0.96595,True,5757.00000,0.90186,-42.49741,10,False,Sailfish,50,100,0.87129,0.65110,False,2
True,0.97433,True,3078.00000,0.90957,-45.48254,10,False,Sailfish,50,100,0.89376,0.59858,False,3
True,0.84009,True,1726.00000,0.91219,18.64473,0,False,Cufflinks,50,50,0.89919,0.84099,True,0
True,0.77542,True,8202.00000,0.93023,-7.81025,0,False,Cufflinks,50,50,0.89966,0.86712,True,1
True,0.85553,True,5835.00000,0.93147,-22.77076,0,False,Cufflinks,50,50,0.87986,0.89945,True,2
True,0.86582,True,3160.00000,0.95108,-21.27075,0,False,Cufflinks,50,50,0.90411,0.91930,True,3
True,0.84128,True,1720.00000,0.86924,17.33787,10,False,Cufflinks,50,50,0.93023,0.58369,True,0
True,0.84409,True,8088.00000,0.88039,-16.82557,10,False,Cufflinks,50,50,0.90690,0.62439,True,1
True,0.91496,True,5915.00000,0.88203,-35.71115,10,False,Cufflinks,50,50,0.87743,0.71420,True,2
True,0.94774,True,3157.00000,0.91306,-40.80115,10,False,Cufflinks,50,50,0.89230,0.74093,True,3
True,0.84245,True,1701.00000,0.93161,18.59525,0,False,Cufflinks,50,75,0.89594,0.85171,True,0
True,0.84978,True,8068.00000,0.93805,-9.83320,0,False,Cufflinks,50,75,0.88461,0.87705,True,1
True,0.88035,True,5817.00000,0.92846,-30.67457,0,False,Cufflinks,50,75,0.88241,0.90069,True,2
True,0.85610,True,3162.00000,0.95291,-22.51816,0,False,Cufflinks,50,75,0.90228,0.91186,True,3
True,0.82525,True,1774.00000,0.90704,10.24475,10,False,Cufflinks,50,75,0.92108,0.63307,True,0
True,0.86355,True,8069.00000,0.88331,-16.22442,10,False,Cufflinks,50,75,0.90234,0.65580,True,1
True,0.90438,True,5888.00000,0.89538,-35.55416,10,False,Cufflinks,50,75,0.87245,0.72948,True,2
True,0.87188,True,3161.00000,0.92281,-30.04547,10,False,Cufflinks,50,75,0.91522,0.73961,True,3
True,0.86873,True,1714.00000,0.93491,25.68687,0,False,Cufflinks,50,100,0.87923,0.88179,True,0
True,0.73974,True,8111.00000,0.94855,-4.09447,0,False,Cufflinks,50,100,0.88115,0.88707,True,1
True,0.83259,True,5854.00000,0.93359,-19.10537,0,False,Cufflinks,50,100,0.88247,0.89917,True,2
True,0.91103,True,3192.00000,0.96055,-21.09838,0,False,Cufflinks,50,100,0.91165,0.91276,True,3
True,0.85059,True,1767.00000,0.91182,14.22681,10,False,Cufflinks,50,100,0.89983,0.67120,True,0
True,0.87188,True,8164.00000,0.90411,-15.77788,10,False,Cufflinks,50,100,0.90017,0.68138,True,1
True,0.91117,True,5944.00000,0.89432,-36.91999,10,False,Cufflinks,50,100,0.87820,0.73326,True,2
True,0.88442,True,3132.00000,0.91517,-30.72725,10,False,Cufflinks,50,100,0.89974,0.74500,True,3
True,0.86211,True,1726.00000,0.90118,-17.67360,0,False,Salmon,50,50,0.90788,0.79891,True,0
True,0.92477,True,8202.00000,0.93334,-38.62510,0,False,Salmon,50,50,0.89173,0.85514,True,1
True,0.98458,True,5835.00000,0.94115,-59.68700,0,False,Salmon,50,50,0.85261,0.91100,True,2
True,0.99146,True,3160.00000,0.95587,-58.14040,0,False,Salmon,50,50,0.86519,0.90215,True,3
True,0.92384,True,1720.00000,0.83778,-26.48812,10,False,Salmon,50,50,0.93488,0.49754,True,0
True,0.97490,True,8088.00000,0.87509,-52.50358,10,False,Salmon,50,50,0.89454,0.56910,True,1
True,0.98800,True,5915.00000,0.87703,-69.27689,10,False,Salmon,50,50,0.83686,0.67870,True,2
True,0.98258,True,3157.00000,0.89566,-69.61346,10,False,Salmon,50,50,0.85778,0.61530,True,3
True,0.85420,True,1701.00000,0.91758,-13.15713,0,False,Salmon,50,75,0.91593,0.81262,True,0
True,0.92786,True,8068.00000,0.94405,-36.65007,0,False,Salmon,50,75,0.88969,0.86475,True,1
True,0.99003,True,5817.00000,0.95957,-55.79700,0,False,Salmon,50,75,0.86419,0.91699,True,2
True,0.99494,True,3162.00000,0.96973,-58.48959,0,False,Salmon,50,75,0.86528,0.89657,True,3
True,0.88895,True,1774.00000,0.85213,-16.00917,10,False,Salmon,50,75,0.94645,0.50822,True,0
True,0.96319,True,8069.00000,0.88096,-44.84848,10,False,Salmon,50,75,0.90841,0.57286,True,1
True,0.98505,True,5888.00000,0.89636,-63.51111,10,False,Salmon,50,75,0.85292,0.67525,True,2
True,0.98292,True,3161.00000,0.90895,-65.44109,10,False,Salmon,50,75,0.88453,0.60868,True,3
True,0.84714,True,1714.00000,0.92593,0.26763,0,False,Salmon,50,100,0.90373,0.85004,True,0
True,0.86216,True,8111.00000,0.95006,-25.80126,0,False,Salmon,50,100,0.88842,0.88002,True,1
True,0.97967,True,5854.00000,0.95425,-47.55507,0,False,Salmon,50,100,0.87017,0.91038,True,2
True,0.99029,True,3192.00000,0.97339,-50.08334,0,False,Salmon,50,100,0.88534,0.89172,True,3
True,0.89643,True,1767.00000,0.88630,-16.34926,10,False,Salmon,50,100,0.93209,0.52381,True,0
True,0.96497,True,8164.00000,0.89317,-44.58289,10,False,Salmon,50,100,0.90666,0.57732,True,1
True,0.98738,True,5944.00000,0.90173,-63.35433,10,False,Salmon,50,100,0.85633,0.66609,True,2
True,0.98084,True,3132.00000,0.91472,-66.09079,10,False,Salmon,50,100,0.87899,0.60260,True,3
True,0.83256,True,1726.00000,0.96075,-6.20889,0,False,RSEM,50,50,0.90267,0.92657,True,0
True,0.79932,True,8202.00000,0.96639,-7.25370,0,False,RSEM,50,50,0.90563,0.91428,True,1
True,0.78629,True,5835.00000,0.96041,-13.31982,0,False,RSEM,50,50,0.89871,0.91435,True,2
True,0.82247,True,3160.00000,0.96750,-24.09849,0,False,RSEM,50,50,0.91108,0.93483,True,3
True,0.85581,True,1720.00000,0.90889,-22.75929,10,False,RSEM,50,50,0.90116,0.63112,True,0
True,0.87290,True,8088.00000,0.90258,-24.86098,10,False,RSEM,50,50,0.89849,0.62000,True,1
True,0.90110,True,5915.00000,0.89556,-30.09115,10,False,RSEM,50,50,0.88199,0.66095,True,2
True,0.92936,True,3157.00000,0.90339,-32.83898,10,False,RSEM,50,50,0.89800,0.60509,True,3
True,0.82657,True,1701.00000,0.96650,-7.27422,0,False,RSEM,50,75,0.89359,0.93113,True,0
True,0.79871,True,8068.00000,0.96881,-8.78672,0,False,RSEM,50,75,0.89787,0.92280,True,1
True,0.79010,True,5817.00000,0.96536,-16.76692,0,False,RSEM,50,75,0.90218,0.92092,True,2
True,0.83744,True,3162.00000,0.96795,-28.25175,0,False,RSEM,50,75,0.90607,0.93570,True,3
True,0.82413,True,1774.00000,0.92127,-16.84938,10,False,RSEM,50,75,0.90755,0.65889,True,0
True,0.83815,True,8069.00000,0.90822,-19.67197,10,False,RSEM,50,75,0.90333,0.64865,True,1
True,0.88264,True,5888.00000,0.91244,-28.88086,10,False,RSEM,50,75,0.88026,0.67718,True,2
True,0.91490,True,3161.00000,0.91151,-31.85552,10,False,RSEM,50,75,0.90731,0.61928,True,3
True,0.85239,True,1714.00000,0.96065,-3.48027,0,False,RSEM,50,100,0.88098,0.93984,True,0
True,0.80311,True,8111.00000,0.96302,-8.75102,0,False,RSEM,50,100,0.88707,0.92721,True,1
True,0.79604,True,5854.00000,0.95846,-19.01436,0,False,RSEM,50,100,0.89119,0.92246,True,2
True,0.82362,True,3192.00000,0.96763,-29.15011,0,False,RSEM,50,100,0.90351,0.94036,True,3
True,0.81890,True,1767.00000,0.93359,-14.87798,10,False,RSEM,50,100,0.90209,0.68516,True,0
True,0.85105,True,8164.00000,0.92157,-21.19567,10,False,RSEM,50,100,0.90348,0.66161,True,1
True,0.90646,True,5944.00000,0.91707,-30.56252,10,False,RSEM,50,100,0.88240,0.68461,True,2
True,0.94636,True,3132.00000,0.92140,-36.20623,10,False,RSEM,50,100,0.90294,0.63484,True,3
True,0.81112,True,1726.00000,0.91186,-19.88293,0,False,Kallisto,50,50,0.85689,0.87832,True,0
True,0.82614,True,8202.00000,0.93024,-19.16444,0,False,Kallisto,50,50,0.88917,0.85733,True,1
True,0.80480,True,5835.00000,0.93608,-17.66721,0,False,Kallisto,50,50,0.89614,0.84359,True,2
True,0.80918,True,3160.00000,0.95976,-17.44356,0,False,Kallisto,50,50,0.91297,0.85476,True,3
True,0.94709,True,1720.00000,0.86069,-33.98081,10,False,Kallisto,50,50,0.86279,0.61730,True,0
True,0.95265,True,8088.00000,0.86238,-34.56033,10,False,Kallisto,50,50,0.88242,0.59013,True,1
True,0.96314,True,5915.00000,0.86668,-35.22737,10,False,Kallisto,50,50,0.87625,0.59848,True,2
True,0.95312,True,3157.00000,0.89416,-32.08384,10,False,Kallisto,50,50,0.90339,0.53671,True,3
True,0.79365,True,1701.00000,0.92787,-16.15636,0,False,Kallisto,50,75,0.86008,0.88254,True,0
True,0.80974,True,8068.00000,0.93710,-18.04478,0,False,Kallisto,50,75,0.87692,0.86736,True,1
True,0.80402,True,5817.00000,0.94836,-17.74299,0,False,Kallisto,50,75,0.90390,0.85325,True,2
True,0.83903,True,3162.00000,0.95605,-18.46108,0,False,Kallisto,50,75,0.91208,0.85656,True,3
True,0.91883,True,1774.00000,0.87151,-27.25722,10,False,Kallisto,50,75,0.87880,0.62874,True,0
True,0.94894,True,8069.00000,0.85800,-31.35817,10,False,Kallisto,50,75,0.89602,0.59258,True,1
True,0.95499,True,5888.00000,0.88276,-33.47895,10,False,Kallisto,50,75,0.88179,0.60394,True,2
