bias,error-frac,errors,expressed-tpms,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded,unique sequence percentage
True,0.91127,True,2085.00000,0.88435,-27.03313,10,False,Express,50,75,0.91894,0.49637,False,1
True,0.91407,True,1478.00000,0.87692,-18.97461,10,False,Express,50,75,0.94181,0.40165,False,2
True,0.90127,True,1104.00000,0.85473,-5.88750,10,False,Express,50,75,0.95562,0.33281,False,3
True,0.89535,True,1118.00000,0.86246,-14.12019,10,False,Express,50,75,0.97048,0.38407,False,4
True,0.86924,True,13024.00000,0.95180,-27.27466,0,False,Express,50,100,0.84298,0.89444,False,0
True,0.86097,True,2129.00000,0.96133,-14.99173,0,False,Express,50,100,0.86379,0.95117,False,1
True,0.85675,True,1459.00000,0.96889,-12.96347,0,False,Express,50,100,0.89171,0.95975,False,2
True,0.83170,True,1022.00000,0.97204,-8.14258,0,False,Express,50,100,0.89628,0.96686,False,3
True,0.83891,True,1105.00000,0.97729,-8.43014,0,False,Express,50,100,0.90588,0.97534,False,4
True,0.94134,True,13008.00000,0.89241,-42.94426,10,False,Express,50,100,0.83395,0.65475,False,0
True,0.90541,True,2146.00000,0.89419,-26.81679,10,False,Express,50,100,0.90541,0.51070,False,1
True,0.88168,True,1479.00000,0.89089,-16.63920,10,False,Express,50,100,0.94253,0.41810,False,2
True,0.87321,True,1049.00000,0.87096,-4.65141,10,False,Express,50,100,0.96854,0.35159,False,3
True,0.89360,True,1156.00000,0.86569,-6.66643,10,False,Express,50,100,0.95848,0.39956,False,4
True,0.88550,True,13162.00000,0.93572,-29.47873,0,False,Sailfish,50,50,0.89249,0.86540,False,0
True,0.82663,True,2088.00000,0.96578,-16.43470,0,False,Sailfish,50,50,0.93103,0.87911,False,1
True,0.80486,True,1481.00000,0.97766,-19.26846,0,False,Sailfish,50,50,0.93248,0.90575,False,2
True,0.84186,True,1094.00000,0.97451,-22.40783,0,False,Sailfish,50,50,0.94516,0.92593,False,3
True,0.86194,True,1072.00000,0.97998,-25.15810,0,False,Sailfish,50,50,0.95336,0.94995,False,4
True,0.94892,True,13057.00000,0.87425,-44.24624,10,False,Sailfish,50,50,0.86835,0.64330,False,0
True,0.90429,True,2121.00000,0.89389,-25.83325,10,False,Sailfish,50,50,0.94767,0.49950,False,1
True,0.90612,True,1470.00000,0.86281,-22.22972,10,False,Sailfish,50,50,0.95782,0.46954,False,2
True,0.91675,True,1057.00000,0.89245,-23.02192,10,False,Sailfish,50,50,0.95648,0.44481,False,3
True,0.92572,True,1104.00000,0.86506,-29.53309,10,False,Sailfish,50,50,0.95652,0.51529,False,4
True,0.87259,True,13029.00000,0.94931,-25.89878,0,False,Sailfish,50,75,0.89293,0.87497,False,0
True,0.82383,True,2174.00000,0.96493,-14.37023,0,False,Sailfish,50,75,0.92226,0.88661,False,1
True,0.81627,True,1475.00000,0.97560,-16.86190,0,False,Sailfish,50,75,0.93831,0.91862,False,2
True,0.82908,True,1059.00000,0.97937,-17.72968,0,False,Sailfish,50,75,0.95279,0.93735,False,3
True,0.86528,True,1106.00000,0.98261,-22.37347,0,False,Sailfish,50,75,0.93761,0.95756,False,4
True,0.93956,True,13021.00000,0.89469,-40.23089,10,False,Sailfish,50,75,0.87827,0.64859,False,0
True,0.89544,True,2085.00000,0.89526,-24.56527,10,False,Sailfish,50,75,0.94005,0.50235,False,1
True,0.90257,True,1478.00000,0.89134,-22.09346,10,False,Sailfish,50,75,0.95940,0.46041,False,2
True,0.90580,True,1104.00000,0.88267,-18.31332,10,False,Sailfish,50,75,0.95924,0.43381,False,3
True,0.90161,True,1118.00000,0.88966,-25.97126,10,False,Sailfish,50,75,0.96243,0.51228,False,4
True,0.85266,True,13024.00000,0.95696,-21.75587,0,False,Sailfish,50,100,0.88529,0.88791,False,0
True,0.82809,True,2129.00000,0.97377,-11.24982,0,False,Sailfish,50,100,0.92250,0.90585,False,1
True,0.81220,True,1459.00000,0.97966,-13.74067,0,False,Sailfish,50,100,0.92940,0.92985,False,2
True,0.82387,True,1022.00000,0.98483,-17.87747,0,False,Sailfish,50,100,0.92172,0.94515,False,3
True,0.82172,True,1105.00000,0.98497,-18.31278,0,False,Sailfish,50,100,0.92398,0.96377,False,4
True,0.92835,True,13008.00000,0.90078,-38.22813,10,False,Sailfish,50,100,0.86970,0.65715,False,0
True,0.88956,True,2146.00000,0.91203,-21.76011,10,False,Sailfish,50,100,0.94641,0.51070,False,1
True,0.89317,True,1479.00000,0.90195,-19.41822,10,False,Sailfish,50,100,0.95267,0.46226,False,2
True,0.88465,True,1049.00000,0.88025,-19.04288,10,False,Sailfish,50,100,0.96854,0.44076,False,3
True,0.90311,True,1156.00000,0.88900,-23.28343,10,False,Sailfish,50,100,0.95934,0.51041,False,4
True,0.84588,True,13087.00000,0.91886,-19.66014,0,False,Cufflinks,50,50,0.87889,0.86633,True,0
True,0.78538,True,2106.00000,0.94415,-10.71692,0,False,Cufflinks,50,50,0.91500,0.89779,True,1
True,0.74508,True,1475.00000,0.96082,-5.71347,0,False,Cufflinks,50,50,0.92678,0.91724,True,2
True,0.74623,True,1127.00000,0.97178,-3.48844,0,False,Cufflinks,50,50,0.93700,0.93645,True,3
True,0.77482,True,1128.00000,0.95113,-6.76649,0,False,Cufflinks,50,50,0.94858,0.96310,True,4
True,0.89837,True,13195.00000,0.87479,-32.83591,10,False,Cufflinks,50,50,0.87404,0.69567,True,0
True,0.85340,True,2060.00000,0.89741,-15.50884,10,False,Cufflinks,50,50,0.94757,0.58512,True,1
True,0.83840,True,1448.00000,0.91632,-10.86245,10,False,Cufflinks,50,50,0.95511,0.58516,True,2
True,0.85213,True,1055.00000,0.90068,-12.14748,10,False,Cufflinks,50,50,0.95545,0.59031,True,3
True,0.84938,True,1122.00000,0.87556,-12.90609,10,False,Cufflinks,50,50,0.95009,0.68103,True,4
True,0.86366,True,13041.00000,0.92608,-22.48137,0,False,Cufflinks,50,75,0.87378,0.87369,True,0
True,0.84105,True,2139.00000,0.95670,-9.18312,0,False,Cufflinks,50,75,0.90884,0.89798,True,1
True,0.85282,True,1420.00000,0.95690,1.53741,0,False,Cufflinks,50,75,0.92606,0.91551,True,2
True,0.86647,True,1026.00000,0.96119,8.82870,0,False,Cufflinks,50,75,0.93567,0.93242,True,3
True,0.85116,True,1122.00000,0.94908,3.46536,0,False,Cufflinks,50,75,0.92068,0.95609,True,4
True,0.88728,True,13103.00000,0.89336,-30.10667,10,False,Cufflinks,50,75,0.87446,0.71921,True,0
True,0.85394,True,2184.00000,0.90102,-11.34390,10,False,Cufflinks,50,75,0.94002,0.62255,True,1
True,0.84379,True,1434.00000,0.89744,-6.27394,10,False,Cufflinks,50,75,0.94003,0.59726,True,2
True,0.83212,True,1096.00000,0.90402,6.14357,10,False,Cufflinks,50,75,0.97080,0.59390,True,3
True,0.83721,True,1075.00000,0.89632,-1.41068,10,False,Cufflinks,50,75,0.95070,0.69529,True,4
True,0.82243,True,13167.00000,0.93351,-16.68004,0,False,Cufflinks,50,100,0.87385,0.88091,True,0
True,0.77119,True,2041.00000,0.95578,-8.27847,0,False,Cufflinks,50,100,0.90740,0.91049,True,1
True,0.76970,True,1472.00000,0.96620,-4.56871,0,False,Cufflinks,50,100,0.91780,0.91547,True,2
True,0.79444,True,1080.00000,0.97529,-6.86026,0,False,Cufflinks,50,100,0.92130,0.93403,True,3
True,0.78938,True,1111.00000,0.95497,-7.93648,0,False,Cufflinks,50,100,0.92349,0.96029,True,4
True,0.89547,True,13297.00000,0.90011,-30.51221,10,False,Cufflinks,50,100,0.87305,0.73809,True,0
True,0.86264,True,2053.00000,0.92416,-13.79415,10,False,Cufflinks,50,100,0.92353,0.64199,True,1
True,0.85126,True,1432.00000,0.90774,-0.82780,10,False,Cufflinks,50,100,0.95182,0.60725,True,2
True,0.85267,True,1086.00000,0.91111,5.81275,10,False,Cufflinks,50,100,0.95488,0.60430,True,3
True,0.86392,True,1139.00000,0.88616,7.27511,10,False,Cufflinks,50,100,0.94118,0.69675,True,4
True,0.95736,True,13087.00000,0.91694,-53.09927,0,False,Salmon,50,50,0.86093,0.86247,True,0
True,0.93115,True,2106.00000,0.94347,-42.93570,0,False,Salmon,50,50,0.90028,0.87874,True,1
True,0.92746,True,1475.00000,0.96245,-40.98146,0,False,Salmon,50,50,0.91051,0.90369,True,2
True,0.92635,True,1127.00000,0.97447,-40.58325,0,False,Salmon,50,50,0.92192,0.91556,True,3
True,0.92996,True,1128.00000,0.97647,-41.51745,0,False,Salmon,50,50,0.92642,0.94210,True,4
True,0.97946,True,13195.00000,0.86353,-66.04658,10,False,Salmon,50,50,0.84441,0.65400,True,0
True,0.97233,True,2060.00000,0.87543,-53.77763,10,False,Salmon,50,50,0.93738,0.50836,True,1
True,0.97099,True,1448.00000,0.88036,-50.71443,10,False,Salmon,50,50,0.94544,0.47858,True,2
True,0.96398,True,1055.00000,0.88312,-47.66866,10,False,Salmon,50,50,0.95450,0.44496,True,3
True,0.95365,True,1122.00000,0.88250,-52.74383,10,False,Salmon,50,50,0.93761,0.51837,True,4
True,0.96028,True,13041.00000,0.93446,-52.12577,0,False,Salmon,50,75,0.86703,0.86874,True,0
True,0.93361,True,2139.00000,0.95321,-43.06269,0,False,Salmon,50,75,0.90229,0.88274,True,1
True,0.92113,True,1420.00000,0.97071,-42.29053,0,False,Salmon,50,75,0.91127,0.90993,True,2
True,0.93372,True,1026.00000,0.97772,-40.97815,0,False,Salmon,50,75,0.91813,0.92593,True,3
True,0.94296,True,1122.00000,0.98025,-46.11295,0,False,Salmon,50,75,0.91444,0.94891,True,4
True,0.97207,True,13103.00000,0.88191,-60.51515,10,False,Salmon,50,75,0.86461,0.65416,True,0
True,0.95604,True,2184.00000,0.87805,-44.49794,10,False,Salmon,50,75,0.94231,0.50973,True,1
True,0.95049,True,1434.00000,0.88918,-42.53504,10,False,Salmon,50,75,0.94421,0.47903,True,2
True,0.95438,True,1096.00000,0.85989,-40.21343,10,False,Salmon,50,75,0.96350,0.43730,True,3
True,0.95070,True,1075.00000,0.86787,-47.15783,10,False,Salmon,50,75,0.95814,0.52668,True,4
True,0.93134,True,13167.00000,0.93753,-42.70047,0,False,Salmon,50,100,0.87264,0.87516,True,0
True,0.88633,True,2041.00000,0.95886,-32.97375,0,False,Salmon,50,100,0.89956,0.89535,True,1
True,0.88723,True,1472.00000,0.97231,-30.78998,0,False,Salmon,50,100,0.91848,0.91875,True,2
True,0.89259,True,1080.00000,0.97863,-34.58634,0,False,Salmon,50,100,0.90556,0.93574,True,3
True,0.89919,True,1111.00000,0.97535,-34.56067,0,False,Salmon,50,100,0.91719,0.95023,True,4
True,0.97300,True,13297.00000,0.88908,-59.69498,10,False,Salmon,50,100,0.86486,0.65378,True,0
True,0.96347,True,2053.00000,0.89772,-44.65555,10,False,Salmon,50,100,0.93083,0.51145,True,1
True,0.94832,True,1432.00000,0.89067,-41.53017,10,False,Salmon,50,100,0.95251,0.47503,True,2
True,0.94843,True,1086.00000,0.89662,-44.36118,10,False,Salmon,50,100,0.95396,0.44351,True,3
True,0.96488,True,1139.00000,0.89272,-48.58599,10,False,Salmon,50,100,0.94908,0.52097,True,4
True,0.80316,True,13087.00000,0.95597,-11.87943,0,False,RSEM,50,50,0.89241,0.90366,True,0
True,0.78158,True,2106.00000,0.97488,-8.31444,0,False,RSEM,50,50,0.91833,0.93883,True,1
True,0.81898,True,1475.00000,0.98226,-13.00154,0,False,RSEM,50,50,0.92475,0.95174,True,2
True,0.80390,True,1127.00000,0.98668,-17.84459,0,False,RSEM,50,50,0.93789,0.96236,True,3
True,0.80585,True,1128.00000,0.98856,-15.99065,0,False,RSEM,50,50,0.95301,0.97540,True,4
True,0.89473,True,13195.00000,0.90231,-30.75160,10,False,RSEM,50,50,0.86692,0.68375,True,0
True,0.87330,True,2060.00000,0.91358,-21.82805,10,False,RSEM,50,50,0.95340,0.53980,True,1
True,0.88260,True,1448.00000,0.90614,-20.02855,10,False,RSEM,50,50,0.95442,0.50084,True,2
True,0.87773,True,1055.00000,0.88945,-23.33464,10,False,RSEM,50,50,0.96588,0.45729,True,3
True,0.87968,True,1122.00000,0.89716,-20.59398,10,False,RSEM,50,50,0.94920,0.52624,True,4
True,0.80224,True,13041.00000,0.96160,-14.23392,0,False,RSEM,50,75,0.89050,0.91226,True,0
True,0.80084,True,2139.00000,0.97568,-12.63299,0,False,RSEM,50,75,0.91678,0.94191,True,1
True,0.82535,True,1420.00000,0.98075,-16.95102,0,False,RSEM,50,75,0.92465,0.95265,True,2
True,0.81676,True,1026.00000,0.98117,-21.97465,0,False,RSEM,50,75,0.92495,0.96233,True,3
True,0.81016,True,1122.00000,0.98545,-20.85500,0,False,RSEM,50,75,0.92781,0.97294,True,4
True,0.87240,True,13103.00000,0.91711,-27.92521,10,False,RSEM,50,75,0.87201,0.70423,True,0
True,0.83288,True,2184.00000,0.91273,-17.76587,10,False,RSEM,50,75,0.94551,0.57317,True,1
True,0.84170,True,1434.00000,0.91360,-17.12562,10,False,RSEM,50,75,0.94421,0.51949,True,2
True,0.86588,True,1096.00000,0.87436,-17.44387,10,False,RSEM,50,75,0.96898,0.47464,True,3
True,0.84465,True,1075.00000,0.88497,-16.66815,10,False,RSEM,50,75,0.97023,0.55659,True,4
True,0.80611,True,13167.00000,0.95412,-15.10557,0,False,RSEM,50,100,0.88152,0.91670,True,0
True,0.79373,True,2041.00000,0.97405,-11.81964,0,False,RSEM,50,100,0.90299,0.94352,True,1
True,0.82541,True,1472.00000,0.98007,-16.03553,0,False,RSEM,50,100,0.91236,0.95451,True,2
True,0.83333,True,1080.00000,0.98245,-22.51112,0,False,RSEM,50,100,0.90556,0.96943,True,3
True,0.82358,True,1111.00000,0.98011,-20.35788,0,False,RSEM,50,100,0.93159,0.97518,True,4
True,0.88870,True,13297.00000,0.92146,-29.36615,10,False,RSEM,50,100,0.87441,0.71679,True,0
True,0.84364,True,2053.00000,0.93641,-19.23199,10,False,RSEM,50,100,0.92888,0.59009,True,1
True,0.87360,True,1432.00000,0.91666,-19.99028,10,False,RSEM,50,100,0.95740,0.52992,True,2
True,0.88674,True,1086.00000,0.91438,-22.14725,10,False,RSEM,50,100,0.95764,0.49161,True,3
True,0.86392,True,1139.00000,0.91040,-21.12528,10,False,RSEM,50,100,0.96400,0.56692,True,4
True,0.83778,True,13087.00000,0.92083,-19.93896,0,False,Kallisto,50,50,0.87736,0.83617,True,0
True,0.80009,True,2106.00000,0.94933,-16.88148,0,False,Kallisto,50,50,0.91026,0.87281,True,1
True,0.75864,True,1475.00000,0.96693,-15.50822,0,False,Kallisto,50,50,0.91864,0.88930,True,2
True,0.75244,True,1127.00000,0.98490,-15.33996,0,False,Kallisto,50,50,0.93434,0.90454,True,3
True,0.72074,True,1128.00000,0.98343,-13.71577,0,False,Kallisto,50,50,0.95656,0.94417,True,4
True,0.96286,True,13195.00000,0.86496,-37.67371,10,False,Kallisto,50,50,0.85479,0.62832,True,0
True,0.94660,True,2060.00000,0.87797,-30.56354,10,False,Kallisto,50,50,0.93738,0.51576,True,1
True,0.93785,True,1448.00000,0.88961,-28.13955,10,False,Kallisto,50,50,0.94268,0.47805,True,2
True,0.92701,True,1055.00000,0.88821,-26.33303,10,False,Kallisto,50,50,0.96019,0.44071,True,3
True,0.93494,True,1122.00000,0.89817,-26.60510,10,False,Kallisto,50,50,0.95187,0.50967,True,4
True,0.83153,True,13041.00000,0.93119,-19.22800,0,False,Kallisto,50,75,0.87762,0.84358,True,0
True,0.77419,True,2139.00000,0.96265,-15.59589,0,False,Kallisto,50,75,0.90884,0.87931,True,1
True,0.77394,True,1420.00000,0.96511,-14.85777,0,False,Kallisto,50,75,0.91972,0.90004,True,2
True,0.77290,True,1026.00000,0.98003,-15.22963,0,False,Kallisto,50,75,0.92593,0.92029,True,3
True,0.73173,True,1122.00000,0.98767,-14.24094,0,False,Kallisto,50,75,0.92246,0.95057,True,4
True,0.95390,True,13103.00000,0.87493,-34.93645,10,False,Kallisto,50,75,0.87064,0.63281,True,0
True,0.94368,True,2184.00000,0.87834,-28.06326,10,False,Kallisto,50,75,0.93498,0.51748,True,1
True,0.93724,True,1434.00000,0.89851,-25.36262,10,False,Kallisto,50,75,0.93445,0.47798,True,2
True,0.92609,True,1096.00000,0.86535,-22.25922,10,False,Kallisto,50,75,0.96989,0.43616,True,3
True,0.92744,True,1075.00000,0.87165,-23.60173,10,False,Kallisto,50,75,0.96186,0.52312,True,4
True,0.81985,True,13167.00000,0.92876,-18.58045,0,False,Kallisto,50,100,0.87150,0.85138,True,0
True,0.76727,True,2041.00000,0.94947,-14.25574,0,False,Kallisto,50,100,0.89760,0.89379,True,1
True,0.74796,True,1472.00000,0.96426,-13.37677,0,False,Kallisto,50,100,0.91033,0.91018,True,2
True,0.77037,True,1080.00000,0.98219,-15.36919,0,False,Kallisto,50,100,0.91204,0.93219,True,3
True,0.71647,True,1111.00000,0.97550,-13.54334,0,False,Kallisto,50,100,0.92349,0.95960,True,4
True,0.95360,True,13297.00000,0.87746,-34.39524,10,False,Kallisto,50,100,0.86862,0.63290,True,0
True,0.93473,True,2053.00000,0.90286,-26.97360,10,False,Kallisto,50,100,0.92840,0.51422,True,1
True,0.92807,True,1432.00000,0.89503,-24.43792,10,False,Kallisto,50,100,0.95042,0.46818,True,2
True,0.92541,True,1086.00000,0.89875,-24.67772,10,False,Kallisto,50,100,0.95764,0.44166,True,3
True,0.91484,True,1139.00000,0.90486,-23.96031,10,False,Kallisto,50,100,0.95610,0.51433,True,4
True,0.88064,True,13087.00000,0.94919,-26.65619,0,False,Express,50,50,0.86215,0.88127,True,0
True,0.82953,True,2106.00000,0.96314,-16.13943,0,False,Express,50,50,0.87512,0.94140,True,1
True,0.82373,True,1475.00000,0.97431,-17.42462,0,False,Express,50,50,0.89831,0.95343,True,2
True,0.83230,True,1127.00000,0.97692,-19.48413,0,False,Express,50,50,0.91571,0.96393,True,3
True,0.83954,True,1128.00000,0.98223,-18.47863,0,False,Express,50,50,0.93706,0.96697,True,4
True,0.94983,True,13195.00000,0.88509,-45.32823,10,False,Express,50,50,0.84464,0.64599,True,0
True,0.93495,True,2060.00000,0.88587,-29.24440,10,False,Express,50,50,0.93010,0.50644,True,1
True,0.91920,True,1448.00000,0.88631,-23.78048,10,False,Express,50,50,0.94890,0.43352,True,2
True,0.91943,True,1055.00000,0.87343,-20.46355,10,False,Express,50,50,0.96777,0.37314,True,3
True,0.92335,True,1122.00000,0.87434,-26.51609,10,False,Express,50,50,0.95722,0.41867,True,4
True,0.86726,True,13041.00000,0.95354,-23.82855,0,False,Express,50,75,0.85806,0.88904,True,0
True,0.83497,True,2139.00000,0.96846,-16.02709,0,False,Express,50,75,0.87938,0.94599,True,1
True,0.83451,True,1420.00000,0.97195,-16.31793,0,False,Express,50,75,0.89085,0.95539,True,2
True,0.82651,True,1026.00000,0.97703,-15.66545,0,False,Express,50,75,0.91131,0.95584,True,3
True,0.83512,True,1122.00000,0.97470,-18.64308,0,False,Express,50,75,0.91533,0.96631,True,4
True,0.93971,True,13103.00000,0.89605,-41.70274,10,False,Express,50,75,0.84813,0.66007,True,0
True,0.90659,True,2184.00000,0.88563,-25.48572,10,False,Express,50,75,0.92125,0.52501,True,1
True,0.90725,True,1434.00000,0.89089,-21.57073,10,False,Express,50,75,0.93305,0.45058,True,2
True,0.88869,True,1096.00000,0.84821,-13.81658,10,False,Express,50,75,0.96807,0.38230,True,3
True,0.90512,True,1075.00000,0.85881,-20.76450,10,False,Express,50,75,0.96837,0.44396,True,4
True,0.85866,True,13167.00000,0.95260,-22.23688,0,False,Express,50,100,0.85084,0.89401,True,0
True,0.82803,True,2041.00000,0.96323,-14.62190,0,False,Express,50,100,0.86575,0.95063,True,1
True,0.80571,True,1472.00000,0.97313,-12.58665,0,False,Express,50,100,0.88859,0.95377,True,2
True,0.83519,True,1080.00000,0.97319,-15.90632,0,False,Express,50,100,0.89074,0.96488,True,3
True,0.80558,True,1111.00000,0.97126,-13.09573,0,False,Express,50,100,0.92349,0.96829,True,4
True,0.93577,True,13297.00000,0.90014,-39.46831,10,False,Express,50,100,0.84418,0.66390,True,0
True,0.89089,True,2053.00000,0.90768,-23.35449,10,False,Express,50,100,0.91135,0.53235,True,1
True,0.88617,True,1432.00000,0.88611,-17.60183,10,False,Express,50,100,0.94483,0.45407,True,2
True,0.90424,True,1086.00000,0.88351,-18.76138,10,False,Express,50,100,0.95028,0.39286,True,3
True,0.89640,True,1139.00000,0.88103,-16.23284,10,False,Express,50,100,0.96225,0.45135,True,4
True,0.87774,True,13087.00000,0.93971,-27.60533,0,False,Sailfish,50,50,0.89065,0.86405,True,0
True,0.81909,True,2106.00000,0.96180,-14.71549,0,False,Sailfish,50,50,0.93020,0.87945,True,1
True,0.83797,True,1475.00000,0.97546,-18.96681,0,False,Sailfish,50,50,0.93424,0.90623,True,2
True,0.82875,True,1127.00000,0.98286,-20.71069,0,False,Sailfish,50,50,0.93700,0.92085,True,3
True,0.85372,True,1128.00000,0.98240,-21.67480,0,False,Sailfish,50,50,0.95922,0.94555,True,4
True,0.95301,True,13195.00000,0.87742,-44.54856,10,False,Sailfish,50,50,0.86646,0.64108,True,0
True,0.91990,True,2060.00000,0.88753,-28.29024,10,False,Sailfish,50,50,0.95825,0.49662,True,1
True,0.91989,True,1448.00000,0.88858,-25.99783,10,False,Sailfish,50,50,0.95304,0.46475,True,2
True,0.90806,True,1055.00000,0.88658,-23.44461,10,False,Sailfish,50,50,0.96588,0.43321,True,3
True,0.92513,True,1122.00000,0.88938,-29.45722,10,False,Sailfish,50,50,0.95365,0.50400,True,4
True,0.86213,True,13041.00000,0.95187,-24.88930,0,False,Sailfish,50,75,0.89272,0.87641,True,0
True,0.81440,True,2139.00000,0.97065,-14.17491,0,False,Sailfish,50,75,0.92941,0.88875,True,1
True,0.83380,True,1420.00000,0.97737,-16.03939,0,False,Sailfish,50,75,0.93732,0.91656,True,2
True,0.81092,True,1026.00000,0.98161,-16.57941,0,False,Sailfish,50,75,0.93372,0.93270,True,3
True,0.83868,True,1122.00000,0.98380,-21.17825,0,False,Sailfish,50,75,0.93583,0.94932,True,4
True,0.93688,True,13103.00000,0.89473,-39.65527,10,False,Sailfish,50,75,0.88026,0.64843,True,0
True,0.89560,True,2184.00000,0.89049,-21.89997,10,False,Sailfish,50,75,0.95284,0.50513,True,1
True,0.89191,True,1434.00000,0.89591,-20.40833,10,False,Sailfish,50,75,0.94770,0.47260,True,2
True,0.90876,True,1096.00000,0.85955,-18.06179,10,False,Sailfish,50,75,0.97445,0.42947,True,3
True,0.90605,True,1075.00000,0.86940,-23.20577,10,False,Sailfish,50,75,0.97209,0.51434,True,4
True,0.84203,True,13167.00000,0.95246,-20.79958,0,False,Sailfish,50,100,0.88950,0.88719,True,0
True,0.78785,True,2041.00000,0.97354,-9.62684,0,False,Sailfish,50,100,0.91573,0.90921,True,1
True,0.80299,True,1472.00000,0.98128,-10.58491,0,False,Sailfish,50,100,0.92731,0.92869,True,2
True,0.82593,True,1080.00000,0.98440,-16.05666,0,False,Sailfish,50,100,0.92222,0.94726,True,3
True,0.80738,True,1111.00000,0.97838,-16.19518,0,False,Sailfish,50,100,0.93879,0.96043,True,4
True,0.93359,True,13297.00000,0.89962,-38.62881,10,False,Sailfish,50,100,0.87817,0.64897,True,0
True,0.89333,True,2053.00000,0.91199,-21.69526,10,False,Sailfish,50,100,0.94398,0.50327,True,1
True,0.89595,True,1432.00000,0.89609,-18.48034,10,False,Sailfish,50,100,0.96439,0.46334,True,2
True,0.91436,True,1086.00000,0.89754,-20.05952,10,False,Sailfish,50,100,0.96869,0.43142,True,3
True,0.91308,True,1139.00000,0.89372,-24.61823,10,False,Sailfish,50,100,0.96313,0.50602,True,4
True,0.86022,True,13142.00000,0.91996,-20.90120,0,False,Cufflinks,30,50,0.86859,0.88408,False,0
True,0.83654,True,2025.00000,0.94981,-6.62382,0,False,Cufflinks,30,50,0.90420,0.91172,False,1
True,0.84189,True,1442.00000,0.94996,-1.67674,0,False,Cufflinks,30,50,0.91123,0.92681,False,2
True,0.83108,True,1036.00000,0.96543,-0.47447,0,False,Cufflinks,30,50,0.91699,0.94688,False,3
True,0.84201,True,1133.00000,0.93698,-1.54893,0,False,Cufflinks,30,50,0.92056,0.97027,False,4
True,0.89653,True,13231.00000,0.88165,-31.77141,10,False,Cufflinks,30,50,0.86403,0.71091,False,0
True,0.85528,True,2149.00000,0.91140,-11.06253,10,False,Cufflinks,30,50,0.93113,0.61118,False,1
True,0.86231,True,1438.00000,0.89801,-5.37404,10,False,Cufflinks,30,50,0.95410,0.59424,False,2
True,0.85385,True,1129.00000,0.89852,-2.65984,10,False,Cufflinks,30,50,0.95394,0.59485,False,3
True,0.84630,True,1041.00000,0.90193,-6.16432,10,False,Cufflinks,30,50,0.93564,0.70094,False,4
True,0.87635,True,13061.00000,0.92990,-23.88690,0,False,Cufflinks,30,75,0.85353,0.88748,False,0
True,0.84808,True,2159.00000,0.95460,-8.13361,0,False,Cufflinks,30,75,0.89717,0.90765,False,1
True,0.85484,True,1426.00000,0.96076,-4.65574,0,False,Cufflinks,30,75,0.89411,0.93030,False,2
True,0.85714,True,1127.00000,0.97065,5.59171,0,False,Cufflinks,30,75,0.91571,0.94561,False,3
True,0.87258,True,1083.00000,0.95064,-4.26996,0,False,Cufflinks,30,75,0.91320,0.96896,False,4
True,0.87956,True,13102.00000,0.90124,-27.45213,10,False,Cufflinks,30,75,0.86155,0.73101,False,0
True,0.85023,True,2130.00000,0.91038,-10.38743,10,False,Cufflinks,30,75,0.91549,0.63087,False,1
True,0.83778,True,1424.00000,0.91787,1.29576,10,False,Cufflinks,30,75,0.94382,0.60579,False,2
True,0.85117,True,1028.00000,0.91651,3.99774,10,False,Cufflinks,30,75,0.94163,0.61135,False,3
True,0.86278,True,1115.00000,0.87258,-1.20896,10,False,Cufflinks,30,75,0.93363,0.70244,False,4
True,0.87028,True,13013.00000,0.93405,-20.74631,0,False,Cufflinks,30,100,0.84477,0.89887,False,0
True,0.84323,True,2105.00000,0.95705,-8.94478,0,False,Cufflinks,30,100,0.86651,0.92028,False,1
True,0.84903,True,1391.00000,0.95352,-0.85750,0,False,Cufflinks,30,100,0.88138,0.93580,False,2
True,0.84555,True,1023.00000,0.95572,2.86477,0,False,Cufflinks,30,100,0.89345,0.94514,False,3
True,0.85471,True,1115.00000,0.94835,1.90467,0,False,Cufflinks,30,100,0.89507,0.97103,False,4
True,0.88139,True,13237.00000,0.90869,-29.71942,10,False,Cufflinks,30,100,0.84611,0.75616,False,0
True,0.86849,True,2053.00000,0.91820,-10.45251,10,False,Cufflinks,30,100,0.90015,0.66446,False,1
True,0.85468,True,1452.00000,0.91833,-3.54794,10,False,Cufflinks,30,100,0.92769,0.63292,False,2
True,0.85505,True,1090.00000,0.90153,1.17339,10,False,Cufflinks,30,100,0.92202,0.62215,False,3
True,0.85228,True,1117.00000,0.90943,0.98951,10,False,Cufflinks,30,100,0.92569,0.70664,False,4
True,0.97169,True,13142.00000,0.91656,-55.99461,0,False,Salmon,30,50,0.85162,0.86272,False,0
True,0.94716,True,2025.00000,0.94564,-47.02661,0,False,Salmon,30,50,0.88642,0.88206,False,1
True,0.94799,True,1442.00000,0.95019,-45.92599,0,False,Salmon,30,50,0.88974,0.89738,False,2
True,0.94402,True,1036.00000,0.97016,-45.94052,0,False,Salmon,30,50,0.89865,0.91735,False,3
True,0.94175,True,1133.00000,0.97745,-48.33268,0,False,Salmon,30,50,0.91262,0.93818,False,4
True,0.98201,True,13231.00000,0.85718,-65.89397,10,False,Salmon,30,50,0.83463,0.66315,False,0
