bias,error-frac,errors,expressed-tpms,gene transcript number,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded
True,0.93130,True,3450.00000,0,0.91357,-37.15636,10,False,Express,50,75,0.90174,0.58508,False
True,0.93082,True,5377.00000,1,0.89715,-37.90457,10,False,Express,50,75,0.87316,0.58751,False
True,0.93180,True,4340.00000,2,0.88379,-37.17085,10,False,Express,50,75,0.87949,0.58222,False
True,0.93284,True,2546.00000,3,0.86525,-38.31043,10,False,Express,50,75,0.86724,0.57242,False
True,0.94504,True,3093.00000,4,0.83206,-39.89882,10,False,Express,50,75,0.84707,0.55947,False
True,0.85672,True,3364.00000,0,0.97100,-22.99368,0,False,Express,50,100,0.88436,0.94079,False
True,0.85817,True,5422.00000,1,0.96312,-22.76802,0,False,Express,50,100,0.85965,0.92057,False
True,0.85797,True,4309.00000,2,0.95337,-20.76602,0,False,Express,50,100,0.85472,0.91022,False
True,0.87224,True,2536.00000,3,0.94882,-25.10526,0,False,Express,50,100,0.83951,0.90618,False
True,0.88063,True,3108.00000,4,0.93996,-24.17365,0,False,Express,50,100,0.83269,0.88898,False
True,0.92226,True,3486.00000,0,0.90564,-34.51386,10,False,Express,50,100,0.90390,0.58997,False
True,0.92564,True,5406.00000,1,0.89334,-34.04524,10,False,Express,50,100,0.87181,0.59941,False
True,0.92464,True,4286.00000,2,0.88033,-34.98718,10,False,Express,50,100,0.85511,0.58927,False
True,0.92729,True,2627.00000,3,0.88308,-36.64026,10,False,Express,50,100,0.85040,0.58557,False
True,0.93076,True,3033.00000,4,0.84842,-38.55242,10,False,Express,50,100,0.83943,0.56787,False
True,0.87655,True,3459.00000,0,0.97482,-27.27347,0,False,Sailfish,50,50,0.92686,0.92752,False
True,0.86177,True,5469.00000,1,0.96123,-27.24886,0,False,Sailfish,50,50,0.91863,0.88993,False
True,0.86263,True,4273.00000,2,0.93851,-26.55854,0,False,Sailfish,50,50,0.90756,0.86711,False
True,0.86337,True,2591.00000,3,0.93531,-26.04786,0,False,Sailfish,50,50,0.90428,0.85205,False
True,0.88567,True,3105.00000,4,0.91068,-26.91482,0,False,Sailfish,50,50,0.86216,0.84183,False
True,0.94757,True,3414.00000,0,0.91913,-39.94182,10,False,Sailfish,50,50,0.91886,0.66720,False
True,0.93597,True,5419.00000,1,0.89598,-39.71921,10,False,Sailfish,50,50,0.90201,0.61035,False
True,0.92720,True,4231.00000,2,0.87112,-38.42953,10,False,Sailfish,50,50,0.89837,0.58334,False
True,0.93693,True,2616.00000,3,0.85855,-35.40023,10,False,Sailfish,50,50,0.89029,0.55105,False
True,0.94279,True,3129.00000,4,0.79625,-39.07516,10,False,Sailfish,50,50,0.85267,0.54054,False
True,0.87224,True,3491.00000,0,0.97012,-25.23164,0,False,Sailfish,50,75,0.92466,0.92822,False
True,0.85338,True,5436.00000,1,0.96343,-23.61097,0,False,Sailfish,50,75,0.90839,0.89984,False
True,0.86335,True,4237.00000,2,0.96211,-23.12716,0,False,Sailfish,50,75,0.90961,0.88222,False
True,0.84067,True,2611.00000,3,0.94382,-20.99925,0,False,Sailfish,50,75,0.90272,0.86855,False
True,0.86767,True,3068.00000,4,0.93406,-22.74291,0,False,Sailfish,50,75,0.87744,0.84729,False
True,0.93884,True,3450.00000,0,0.92988,-36.67965,10,False,Sailfish,50,75,0.92348,0.65672,False
True,0.93193,True,5377.00000,1,0.90880,-36.34217,10,False,Sailfish,50,75,0.91036,0.61556,False
True,0.91475,True,4340.00000,2,0.89315,-33.70645,10,False,Sailfish,50,75,0.90530,0.58709,False
True,0.91752,True,2546.00000,3,0.87481,-32.18772,10,False,Sailfish,50,75,0.89356,0.56166,False
True,0.93340,True,3093.00000,4,0.82818,-33.89588,10,False,Sailfish,50,75,0.86130,0.54482,False
True,0.84007,True,3364.00000,0,0.97949,-21.51730,0,False,Sailfish,50,100,0.92033,0.93827,False
True,0.84563,True,5422.00000,1,0.97339,-20.50323,0,False,Sailfish,50,100,0.90686,0.90954,False
True,0.83662,True,4309.00000,2,0.95948,-18.47351,0,False,Sailfish,50,100,0.89719,0.89229,False
True,0.84976,True,2536.00000,3,0.95236,-18.13206,0,False,Sailfish,50,100,0.88762,0.88249,False
True,0.84685,True,3108.00000,4,0.94632,-19.30342,0,False,Sailfish,50,100,0.86326,0.87138,False
True,0.92742,True,3486.00000,0,0.92926,-35.13855,10,False,Sailfish,50,100,0.92312,0.65893,False
True,0.92046,True,5406.00000,1,0.91095,-34.32441,10,False,Sailfish,50,100,0.90714,0.62322,False
True,0.90947,True,4286.00000,2,0.89519,-32.57031,10,False,Sailfish,50,100,0.88871,0.59161,False
True,0.90483,True,2627.00000,3,0.88908,-29.77511,10,False,Sailfish,50,100,0.89037,0.57980,False
True,0.92120,True,3033.00000,4,0.85052,-31.83174,10,False,Sailfish,50,100,0.85987,0.55238,False
True,0.79931,True,3458.00000,0,0.94222,-15.79002,0,False,Cufflinks,50,50,0.92337,0.93175,True
True,0.80631,True,5452.00000,1,0.94585,-15.47123,0,False,Cufflinks,50,50,0.90811,0.89223,True
True,0.81843,True,4318.00000,2,0.92414,-15.95630,0,False,Cufflinks,50,50,0.88976,0.87148,True
True,0.84387,True,2562.00000,3,0.93164,-17.14951,0,False,Cufflinks,50,50,0.88993,0.86130,True
True,0.85605,True,3133.00000,4,0.89746,-18.40197,0,False,Cufflinks,50,50,0.84775,0.84944,True
True,0.86444,True,3504.00000,0,0.91611,-27.29458,10,False,Cufflinks,50,50,0.92066,0.78120,True
True,0.87641,True,5421.00000,1,0.89576,-25.43508,10,False,Cufflinks,50,50,0.90832,0.69006,True
True,0.88449,True,4346.00000,2,0.88531,-26.72015,10,False,Cufflinks,50,50,0.90244,0.63976,True
True,0.88836,True,2526.00000,3,0.86619,-26.41639,10,False,Cufflinks,50,50,0.89311,0.61213,True
True,0.91145,True,3083.00000,4,0.81820,-30.20949,10,False,Cufflinks,50,50,0.84788,0.58898,True
True,0.86228,True,3449.00000,0,0.93541,-19.33319,0,False,Cufflinks,50,75,0.90896,0.93435,True
True,0.84793,True,5333.00000,1,0.94582,-12.47793,0,False,Cufflinks,50,75,0.89856,0.89764,True
True,0.86085,True,4312.00000,2,0.93488,-15.04104,0,False,Cufflinks,50,75,0.89286,0.87609,True
True,0.85883,True,2543.00000,3,0.93247,-17.77150,0,False,Cufflinks,50,75,0.86827,0.86630,True
True,0.87592,True,3111.00000,4,0.91624,-21.04704,0,False,Cufflinks,50,75,0.85567,0.85332,True
True,0.86202,True,3457.00000,0,0.91616,-24.10224,10,False,Cufflinks,50,75,0.91929,0.79858,True
True,0.86316,True,5481.00000,1,0.91092,-20.46983,10,False,Cufflinks,50,75,0.91297,0.71156,True
True,0.87712,True,4354.00000,2,0.88933,-22.42002,10,False,Cufflinks,50,75,0.89917,0.66497,True
True,0.88282,True,2543.00000,3,0.89647,-23.18794,10,False,Cufflinks,50,75,0.88400,0.63562,True
True,0.89565,True,3057.00000,4,0.84087,-27.69736,10,False,Cufflinks,50,75,0.85051,0.61520,True
True,0.78485,True,3407.00000,0,0.94423,-14.39223,0,False,Cufflinks,50,100,0.89756,0.94019,True
True,0.80624,True,5512.00000,1,0.94990,-13.95395,0,False,Cufflinks,50,100,0.89913,0.90237,True
True,0.80955,True,4274.00000,2,0.94128,-13.34900,0,False,Cufflinks,50,100,0.89120,0.88721,True
True,0.81312,True,2606.00000,3,0.93996,-14.07973,0,False,Cufflinks,50,100,0.87721,0.87458,True
True,0.83789,True,3072.00000,4,0.92782,-15.29927,0,False,Cufflinks,50,100,0.85319,0.85741,True
True,0.87736,True,3498.00000,0,0.91183,-25.41663,10,False,Cufflinks,50,100,0.91338,0.80444,True
True,0.87707,True,5434.00000,1,0.92044,-21.23037,10,False,Cufflinks,50,100,0.90633,0.72387,True
True,0.88620,True,4332.00000,2,0.90819,-20.53334,10,False,Cufflinks,50,100,0.89428,0.68318,True
True,0.88157,True,2550.00000,3,0.88687,-23.46022,10,False,Cufflinks,50,100,0.88196,0.67077,True
True,0.90354,True,3193.00000,4,0.85862,-26.43394,10,False,Cufflinks,50,100,0.85625,0.63345,True
True,0.95894,True,3458.00000,0,0.96104,-50.06280,0,False,Salmon,50,50,0.90312,0.92495,True
True,0.94773,True,5452.00000,1,0.94541,-48.10807,0,False,Salmon,50,50,0.88646,0.88629,True
True,0.94535,True,4318.00000,2,0.92377,-48.24805,0,False,Salmon,50,50,0.87703,0.86413,True
True,0.94731,True,2562.00000,3,0.92774,-49.72809,0,False,Salmon,50,50,0.86768,0.85314,True
True,0.94446,True,3133.00000,4,0.88249,-50.80448,0,False,Salmon,50,50,0.83754,0.83403,True
True,0.97831,True,3504.00000,0,0.92151,-62.85215,10,False,Salmon,50,50,0.90040,0.67441,True
True,0.97473,True,5421.00000,1,0.88484,-61.70553,10,False,Salmon,50,50,0.88249,0.62346,True
True,0.97400,True,4346.00000,2,0.86562,-61.19703,10,False,Salmon,50,50,0.87713,0.58626,True
True,0.97585,True,2526.00000,3,0.84903,-61.16687,10,False,Salmon,50,50,0.86936,0.56643,True
True,0.97632,True,3083.00000,4,0.77661,-61.25014,10,False,Salmon,50,50,0.82841,0.54919,True
True,0.96492,True,3449.00000,0,0.96497,-51.41278,0,False,Salmon,50,75,0.89185,0.92733,True
True,0.95143,True,5333.00000,1,0.94945,-49.19549,0,False,Salmon,50,75,0.88768,0.89242,True
True,0.94643,True,4312.00000,2,0.94996,-49.19208,0,False,Salmon,50,75,0.88729,0.87218,True
True,0.94573,True,2543.00000,3,0.93439,-49.06311,0,False,Salmon,50,75,0.87023,0.86010,True
True,0.95018,True,3111.00000,4,0.91172,-50.19458,0,False,Salmon,50,75,0.85182,0.84208,True
True,0.96644,True,3457.00000,0,0.91720,-57.16651,10,False,Salmon,50,75,0.91496,0.67691,True
True,0.96771,True,5481.00000,1,0.89933,-55.51138,10,False,Salmon,50,75,0.90421,0.62431,True
True,0.97060,True,4354.00000,2,0.87634,-55.48450,10,False,Salmon,50,75,0.88700,0.59044,True
True,0.96618,True,2543.00000,3,0.85987,-52.63236,10,False,Salmon,50,75,0.88203,0.56026,True
True,0.95780,True,3057.00000,4,0.80838,-54.11082,10,False,Salmon,50,75,0.85149,0.54723,True
True,0.93044,True,3407.00000,0,0.96808,-42.29266,0,False,Salmon,50,100,0.89111,0.93106,True
True,0.91999,True,5512.00000,1,0.95579,-39.39046,0,False,Salmon,50,100,0.89478,0.89957,True
True,0.91413,True,4274.00000,2,0.94107,-39.59724,0,False,Salmon,50,100,0.88325,0.88161,True
True,0.91596,True,2606.00000,3,0.94672,-39.47913,0,False,Salmon,50,100,0.87644,0.86818,True
True,0.91341,True,3072.00000,4,0.91631,-38.76662,0,False,Salmon,50,100,0.86198,0.84936,True
True,0.97313,True,3498.00000,0,0.92527,-57.83096,10,False,Salmon,50,100,0.90966,0.67516,True
True,0.96982,True,5434.00000,1,0.90750,-56.41203,10,False,Salmon,50,100,0.89584,0.61934,True
True,0.96837,True,4332.00000,2,0.89385,-54.07020,10,False,Salmon,50,100,0.89174,0.58867,True
True,0.96353,True,2550.00000,3,0.86140,-52.14532,10,False,Salmon,50,100,0.88039,0.58278,True
True,0.96367,True,3193.00000,4,0.83054,-53.67923,10,False,Salmon,50,100,0.85625,0.53827,True
True,0.77993,True,3458.00000,0,0.97567,-10.00159,0,False,RSEM,50,50,0.93638,0.94294,True
True,0.80191,True,5452.00000,1,0.96897,-12.44638,0,False,RSEM,50,50,0.91269,0.92078,True
True,0.79852,True,4318.00000,2,0.95971,-12.36297,0,False,RSEM,50,50,0.90343,0.91246,True
True,0.81538,True,2562.00000,3,0.96313,-13.25890,0,False,RSEM,50,50,0.89735,0.91036,True
True,0.82158,True,3133.00000,4,0.95009,-13.73096,0,False,RSEM,50,50,0.86020,0.90465,True
True,0.86273,True,3504.00000,0,0.93097,-25.34189,10,False,RSEM,50,50,0.92751,0.69016,True
True,0.88508,True,5421.00000,1,0.90949,-28.52405,10,False,RSEM,50,50,0.89983,0.64107,True
True,0.89784,True,4346.00000,2,0.91239,-27.99505,10,False,RSEM,50,50,0.89462,0.61775,True
True,0.89351,True,2526.00000,3,0.89156,-28.60117,10,False,RSEM,50,50,0.88678,0.60303,True
True,0.91340,True,3083.00000,4,0.84542,-29.84735,10,False,RSEM,50,50,0.84755,0.59138,True
True,0.79878,True,3449.00000,0,0.97776,-14.32974,0,False,RSEM,50,75,0.92259,0.94727,True
True,0.80480,True,5333.00000,1,0.97068,-15.26966,0,False,RSEM,50,75,0.91056,0.92772,True
True,0.80705,True,4312.00000,2,0.96770,-16.21103,0,False,RSEM,50,75,0.90399,0.92054,True
True,0.79827,True,2543.00000,3,0.96353,-12.62347,0,False,RSEM,50,75,0.88557,0.91843,True
True,0.81549,True,3111.00000,4,0.95153,-16.69045,0,False,RSEM,50,75,0.86435,0.90798,True
True,0.83598,True,3457.00000,0,0.93016,-22.85851,10,False,RSEM,50,75,0.92913,0.71052,True
True,0.86517,True,5481.00000,1,0.92340,-24.38596,10,False,RSEM,50,75,0.91078,0.66820,True
True,0.86518,True,4354.00000,2,0.90892,-25.00133,10,False,RSEM,50,75,0.89366,0.64250,True
True,0.86945,True,2543.00000,3,0.89839,-25.26044,10,False,RSEM,50,75,0.88124,0.61924,True
True,0.88453,True,3057.00000,4,0.88281,-25.09132,10,False,RSEM,50,75,0.85509,0.60916,True
True,0.79660,True,3407.00000,0,0.97285,-14.73407,0,False,RSEM,50,100,0.91136,0.94847,True
True,0.80969,True,5512.00000,1,0.96381,-16.43406,0,False,RSEM,50,100,0.90221,0.93081,True
True,0.81259,True,4274.00000,2,0.96065,-16.43959,0,False,RSEM,50,100,0.89003,0.92497,True
True,0.81389,True,2606.00000,3,0.96144,-15.29692,0,False,RSEM,50,100,0.87721,0.92092,True
True,0.81152,True,3072.00000,4,0.94604,-14.59441,0,False,RSEM,50,100,0.85872,0.91699,True
True,0.86278,True,3498.00000,0,0.94055,-25.20821,10,False,RSEM,50,100,0.92510,0.71876,True
True,0.88370,True,5434.00000,1,0.93188,-27.08197,10,False,RSEM,50,100,0.90725,0.67681,True
True,0.88458,True,4332.00000,2,0.92207,-26.65411,10,False,RSEM,50,100,0.89381,0.65724,True
True,0.87137,True,2550.00000,3,0.90376,-24.75223,10,False,RSEM,50,100,0.88353,0.64960,True
True,0.89978,True,3193.00000,4,0.89351,-29.82715,10,False,RSEM,50,100,0.86189,0.61735,True
True,0.74089,True,3458.00000,0,0.96542,-14.13371,0,False,Kallisto,50,50,0.93349,0.89946,True
True,0.81126,True,5452.00000,1,0.94787,-18.05626,0,False,Kallisto,50,50,0.90315,0.86003,True
True,0.83580,True,4318.00000,2,0.92851,-19.66602,0,False,Kallisto,50,50,0.88861,0.84296,True
True,0.84309,True,2562.00000,3,0.92340,-20.50249,0,False,Kallisto,50,50,0.88173,0.84195,True
True,0.85381,True,3133.00000,4,0.90169,-22.56113,0,False,Kallisto,50,50,0.84200,0.82194,True
True,0.95234,True,3504.00000,0,0.91862,-31.47567,10,False,Kallisto,50,50,0.91924,0.64540,True
True,0.95573,True,5421.00000,1,0.88193,-34.06599,10,False,Kallisto,50,50,0.89043,0.59731,True
True,0.95835,True,4346.00000,2,0.87535,-35.15698,10,False,Kallisto,50,50,0.88426,0.57389,True
True,0.95447,True,2526.00000,3,0.85755,-36.16035,10,False,Kallisto,50,50,0.86896,0.55657,True
True,0.95556,True,3083.00000,4,0.79326,-37.26903,10,False,Kallisto,50,50,0.83360,0.54436,True
True,0.75442,True,3449.00000,0,0.96490,-14.97240,0,False,Kallisto,50,75,0.92317,0.90412,True
True,0.81061,True,5333.00000,1,0.95073,-17.55235,0,False,Kallisto,50,75,0.90024,0.86949,True
True,0.82375,True,4312.00000,2,0.94081,-18.57176,0,False,Kallisto,50,75,0.89100,0.85205,True
True,0.82816,True,2543.00000,3,0.93614,-19.26702,0,False,Kallisto,50,75,0.86787,0.84733,True
True,0.84539,True,3111.00000,4,0.91656,-20.94518,0,False,Kallisto,50,75,0.85053,0.83191,True
True,0.94301,True,3457.00000,0,0.91350,-29.45211,10,False,Kallisto,50,75,0.92624,0.65009,True
True,0.95202,True,5481.00000,1,0.89638,-31.92450,10,False,Kallisto,50,75,0.90695,0.60333,True
True,0.94626,True,4354.00000,2,0.87361,-32.24599,10,False,Kallisto,50,75,0.89320,0.58141,True
True,0.95242,True,2543.00000,3,0.84990,-33.99816,10,False,Kallisto,50,75,0.87534,0.55269,True
True,0.94733,True,3057.00000,4,0.81794,-33.67474,10,False,Kallisto,50,75,0.85018,0.54537,True
True,0.74376,True,3407.00000,0,0.96619,-14.03678,0,False,Kallisto,50,100,0.91400,0.91484,True
True,0.79263,True,5512.00000,1,0.94821,-16.92111,0,False,Kallisto,50,100,0.89750,0.87784,True
True,0.81329,True,4274.00000,2,0.93347,-17.82379,0,False,Kallisto,50,100,0.88208,0.86197,True
True,0.82464,True,2606.00000,3,0.92838,-19.14045,0,False,Kallisto,50,100,0.86032,0.85572,True
True,0.83398,True,3072.00000,4,0.91419,-20.00811,0,False,Kallisto,50,100,0.84147,0.83964,True
True,0.93939,True,3498.00000,0,0.92556,-29.73619,10,False,Kallisto,50,100,0.92081,0.64616,True
True,0.94461,True,5434.00000,1,0.90713,-31.68452,10,False,Kallisto,50,100,0.90118,0.59920,True
True,0.94737,True,4332.00000,2,0.88964,-31.60788,10,False,Kallisto,50,100,0.89012,0.57460,True
True,0.95451,True,2550.00000,3,0.84375,-31.56500,10,False,Kallisto,50,100,0.88078,0.57456,True
True,0.94519,True,3193.00000,4,0.81844,-33.83185,10,False,Kallisto,50,100,0.85374,0.53959,True
True,0.87160,True,3458.00000,0,0.97247,-24.93062,0,False,Express,50,50,0.90312,0.93361,True
True,0.86684,True,5452.00000,1,0.96395,-24.25641,0,False,Express,50,50,0.88133,0.91333,True
True,0.85642,True,4318.00000,2,0.95476,-23.51468,0,False,Express,50,50,0.87286,0.89886,True
True,0.85948,True,2562.00000,3,0.94849,-23.66461,0,False,Express,50,50,0.86105,0.88953,True
True,0.87201,True,3133.00000,4,0.93518,-24.53660,0,False,Express,50,50,0.84169,0.86976,True
True,0.94321,True,3504.00000,0,0.91571,-39.74091,10,False,Express,50,50,0.90639,0.61794,True
True,0.94853,True,5421.00000,1,0.89097,-39.95476,10,False,Express,50,50,0.87696,0.59490,True
True,0.94294,True,4346.00000,2,0.88392,-39.55552,10,False,Express,50,50,0.87138,0.57965,True
True,0.93626,True,2526.00000,3,0.87468,-39.05589,10,False,Express,50,50,0.87292,0.56891,True
True,0.93610,True,3083.00000,4,0.81672,-40.16701,10,False,Express,50,50,0.84593,0.55222,True
True,0.85851,True,3449.00000,0,0.97005,-21.74178,0,False,Express,50,75,0.89330,0.93475,True
True,0.85637,True,5333.00000,1,0.96422,-22.09157,0,False,Express,50,75,0.87755,0.91691,True
True,0.85111,True,4312.00000,2,0.96025,-21.62164,0,False,Express,50,75,0.87245,0.90488,True
True,0.84978,True,2543.00000,3,0.95369,-21.05055,0,False,Express,50,75,0.85254,0.90076,True
True,0.87014,True,3111.00000,4,0.94161,-22.47744,0,False,Express,50,75,0.83799,0.87865,True
True,0.93202,True,3457.00000,0,0.90633,-35.80277,10,False,Express,50,75,0.90512,0.62615,True
True,0.93213,True,5481.00000,1,0.90272,-36.50535,10,False,Express,50,75,0.88451,0.61183,True
True,0.92352,True,4354.00000,2,0.88367,-36.12453,10,False,Express,50,75,0.87115,0.60029,True
True,0.91821,True,2543.00000,3,0.87378,-35.35303,10,False,Express,50,75,0.86591,0.58248,True
True,0.93360,True,3057.00000,4,0.84821,-36.12513,10,False,Express,50,75,0.84822,0.56659,True
True,0.85148,True,3407.00000,0,0.97089,-20.21175,0,False,Express,50,100,0.88494,0.93965,True
True,0.84216,True,5512.00000,1,0.96166,-19.69739,0,False,Express,50,100,0.86919,0.92157,True
True,0.84862,True,4274.00000,2,0.95634,-20.57286,0,False,Express,50,100,0.85868,0.91246,True
True,0.83615,True,2606.00000,3,0.95101,-19.31906,0,False,Express,50,100,0.84536,0.90288,True
True,0.85612,True,3072.00000,4,0.94232,-19.91330,0,False,Express,50,100,0.84212,0.88020,True
True,0.92567,True,3498.00000,0,0.92096,-34.30187,10,False,Express,50,100,0.90023,0.62925,True
True,0.92252,True,5434.00000,1,0.90688,-35.09695,10,False,Express,50,100,0.87633,0.61394,True
True,0.92867,True,4332.00000,2,0.89497,-33.75236,10,False,Express,50,100,0.87211,0.60441,True
True,0.90902,True,2550.00000,3,0.87190,-32.64204,10,False,Express,50,100,0.85608,0.60306,True
True,0.92452,True,3193.00000,4,0.86203,-34.60071,10,False,Express,50,100,0.84717,0.56492,True
True,0.86784,True,3458.00000,0,0.97212,-25.77467,0,False,Sailfish,50,50,0.93522,0.92460,True
True,0.86097,True,5452.00000,1,0.96182,-25.29135,0,False,Sailfish,50,50,0.91361,0.88772,True
True,0.85966,True,4318.00000,2,0.94822,-24.38816,0,False,Sailfish,50,50,0.90597,0.86619,True
True,0.86378,True,2562.00000,3,0.94365,-23.99025,0,False,Sailfish,50,50,0.89735,0.85420,True
True,0.86977,True,3133.00000,4,0.91568,-23.92837,0,False,Sailfish,50,50,0.86339,0.83956,True
True,0.94492,True,3504.00000,0,0.92577,-40.03802,10,False,Sailfish,50,50,0.92580,0.66030,True
True,0.94632,True,5421.00000,1,0.89426,-40.38352,10,False,Sailfish,50,50,0.90131,0.61035,True
True,0.94179,True,4346.00000,2,0.88057,-38.29466,10,False,Sailfish,50,50,0.89738,0.57460,True
True,0.93983,True,2526.00000,3,0.86875,-38.63435,10,False,Sailfish,50,50,0.88480,0.55367,True
True,0.93740,True,3083.00000,4,0.79943,-37.91106,10,False,Sailfish,50,50,0.84690,0.53630,True
True,0.85967,True,3449.00000,0,0.97330,-23.85913,0,False,Sailfish,50,75,0.92259,0.92915,True
True,0.84549,True,5333.00000,1,0.96624,-22.42997,0,False,Sailfish,50,75,0.91449,0.89940,True
True,0.84485,True,4312.00000,2,0.96358,-22.14560,0,False,Sailfish,50,75,0.91002,0.87978,True
True,0.84821,True,2543.00000,3,0.95472,-20.46161,0,False,Sailfish,50,75,0.89304,0.87038,True
True,0.85760,True,3111.00000,4,0.93102,-22.53335,0,False,Sailfish,50,75,0.87271,0.85083,True
True,0.93491,True,3457.00000,0,0.92235,-35.65208,10,False,Sailfish,50,75,0.93289,0.66505,True
True,0.92848,True,5481.00000,1,0.90659,-34.72399,10,False,Sailfish,50,75,0.91607,0.61660,True
True,0.91663,True,4354.00000,2,0.88659,-33.90999,10,False,Sailfish,50,75,0.89986,0.58710,True
True,0.91309,True,2543.00000,3,0.87417,-31.62301,10,False,Sailfish,50,75,0.89343,0.55695,True
True,0.93131,True,3057.00000,4,0.83403,-32.54085,10,False,Sailfish,50,75,0.86719,0.54377,True
True,0.82125,True,3407.00000,0,0.97643,-19.92437,0,False,Sailfish,50,100,0.91664,0.93819,True
True,0.82620,True,5512.00000,1,0.96645,-18.85833,0,False,Sailfish,50,100,0.91546,0.90959,True
True,0.82616,True,4274.00000,2,0.95538,-17.85098,0,False,Sailfish,50,100,0.89729,0.89451,True
True,0.84536,True,2606.00000,3,0.96273,-18.11661,0,False,Sailfish,50,100,0.88757,0.88265,True
True,0.83984,True,3072.00000,4,0.93728,-16.68724,0,False,Sailfish,50,100,0.86849,0.86653,True
True,0.92882,True,3498.00000,0,0.92832,-35.42750,10,False,Sailfish,50,100,0.93139,0.66093,True
True,0.92418,True,5434.00000,1,0.91374,-34.63796,10,False,Sailfish,50,100,0.90927,0.61097,True
True,0.92452,True,4332.00000,2,0.90233,-32.72452,10,False,Sailfish,50,100,0.90189,0.58401,True
True,0.91804,True,2550.00000,3,0.87622,-30.07899,10,False,Sailfish,50,100,0.88980,0.57959,True
True,0.92296,True,3193.00000,4,0.85020,-33.15124,10,False,Sailfish,50,100,0.86752,0.53689,True
True,0.84054,True,3468.00000,0,0.92730,-18.76397,0,False,Cufflinks,30,50,0.90571,0.93514,False
True,0.85414,True,5382.00000,1,0.93892,-13.73825,0,False,Cufflinks,30,50,0.88889,0.90771,False
True,0.85451,True,4344.00000,2,0.93118,-13.91843,0,False,Cufflinks,30,50,0.88582,0.88842,False
True,0.85152,True,2539.00000,3,0.93348,-16.03125,0,False,Cufflinks,30,50,0.86688,0.88554,False
True,0.86765,True,3045.00000,4,0.90590,-19.10312,0,False,Cufflinks,30,50,0.84696,0.87051,False
True,0.87482,True,3387.00000,0,0.91341,-27.76549,10,False,Cufflinks,30,50,0.90404,0.78508,False
True,0.87435,True,5539.00000,1,0.90934,-23.29209,10,False,Cufflinks,30,50,0.90450,0.70317,False
True,0.88693,True,4360.00000,2,0.88127,-21.27561,10,False,Cufflinks,30,50,0.89335,0.66262,False
True,0.88613,True,2582.00000,3,0.87579,-24.65916,10,False,Cufflinks,30,50,0.87413,0.63086,False
True,0.90513,True,3120.00000,4,0.83818,-27.40901,10,False,Cufflinks,30,50,0.84359,0.60942,False
True,0.86406,True,3406.00000,0,0.94449,-21.59661,0,False,Cufflinks,30,75,0.89078,0.94085,False
True,0.86646,True,5504.00000,1,0.93876,-14.90002,0,False,Cufflinks,30,75,0.87972,0.90602,False
True,0.87196,True,4280.00000,2,0.94336,-15.21893,0,False,Cufflinks,30,75,0.86939,0.89407,False
True,0.87557,True,2612.00000,3,0.93844,-18.97398,0,False,Cufflinks,30,75,0.85720,0.88475,False
True,0.87623,True,3054.00000,4,0.92558,-21.76326,0,False,Cufflinks,30,75,0.83333,0.87201,False
True,0.85805,True,3473.00000,0,0.90878,-23.98807,10,False,Cufflinks,30,75,0.90383,0.78955,False
True,0.86704,True,5415.00000,1,0.92004,-19.11385,10,False,Cufflinks,30,75,0.89418,0.72312,False
True,0.86430,True,4289.00000,2,0.90483,-18.08229,10,False,Cufflinks,30,75,0.88459,0.68490,False
True,0.88060,True,2521.00000,3,0.90064,-21.26557,10,False,Cufflinks,30,75,0.87188,0.65392,False
True,0.89100,True,3101.00000,4,0.85605,-22.54803,10,False,Cufflinks,30,75,0.84424,0.62962,False
True,0.86170,True,3355.00000,0,0.93960,-18.35019,0,False,Cufflinks,30,100,0.87869,0.94377,False
True,0.86070,True,5427.00000,1,0.94735,-13.54385,0,False,Cufflinks,30,100,0.86770,0.91750,False
True,0.86591,True,4236.00000,2,0.93933,-14.65702,0,False,Cufflinks,30,100,0.84797,0.90287,False
True,0.85607,True,2529.00000,3,0.94755,-14.17893,0,False,Cufflinks,30,100,0.84935,0.89588,False
True,0.87226,True,3100.00000,4,0.92227,-17.98299,0,False,Cufflinks,30,100,0.82516,0.88712,False
True,0.87753,True,3454.00000,0,0.91754,-26.71339,10,False,Cufflinks,30,100,0.88911,0.80504,False
True,0.86435,True,5492.00000,1,0.92683,-19.07085,10,False,Cufflinks,30,100,0.87309,0.74045,False
True,0.87146,True,4380.00000,2,0.91230,-19.92479,10,False,Cufflinks,30,100,0.86986,0.70780,False
True,0.87583,True,2561.00000,3,0.89248,-21.58438,10,False,Cufflinks,30,100,0.86412,0.68795,False
True,0.89386,True,3062.00000,4,0.87609,-26.79303,10,False,Cufflinks,30,100,0.83116,0.66901,False
True,0.96857,True,3468.00000,0,0.96337,-53.71920,0,False,Salmon,30,50,0.89475,0.92025,False
True,0.96600,True,5382.00000,1,0.93971,-53.25513,0,False,Salmon,30,50,0.86975,0.88847,False
True,0.96087,True,4344.00000,2,0.93173,-52.45920,0,False,Salmon,30,50,0.87109,0.86215,False
True,0.96455,True,2539.00000,3,0.91654,-53.58305,0,False,Salmon,30,50,0.85073,0.85387,False
True,0.95862,True,3045.00000,4,0.87597,-54.92034,0,False,Salmon,30,50,0.82332,0.83757,False
