bias,error-frac,errors,expressed-tpms,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded,transcript length
True,0.81130,True,1770.00000,0.86259,-8.61875,10,False,Express,10,100,0.70452,0.85522,True,0
True,0.90835,True,8216.00000,0.85876,-33.23088,10,False,Express,10,100,0.72578,0.80812,True,1
True,0.97276,True,5874.00000,0.87530,-47.17344,10,False,Express,10,100,0.79673,0.69935,True,2
True,0.96178,True,3140.00000,0.85485,-46.99314,10,False,Express,10,100,0.87962,0.53055,True,3
True,0.73115,True,1737.00000,0.87419,11.11761,0,False,Sailfish,10,50,0.86068,0.83934,True,0
True,0.81485,True,8123.00000,0.87187,-18.96859,0,False,Sailfish,10,50,0.82322,0.88925,True,1
True,0.98422,True,5893.00000,0.86085,-48.58879,0,False,Sailfish,10,50,0.78127,0.93889,True,2
True,0.99368,True,3008.00000,0.85277,-48.64771,0,False,Sailfish,10,50,0.78723,0.95805,True,3
True,0.80012,True,1726.00000,0.83319,-6.45566,10,False,Sailfish,10,50,0.83430,0.68181,True,0
True,0.95088,True,8265.00000,0.81695,-32.13935,10,False,Sailfish,10,50,0.81621,0.70807,True,1
True,0.98477,True,5910.00000,0.78441,-57.27470,10,False,Sailfish,10,50,0.76497,0.74623,True,2
True,0.98844,True,3114.00000,0.78412,-56.06873,10,False,Sailfish,10,50,0.78902,0.68464,True,3
True,0.85484,True,1798.00000,0.91567,15.69334,0,False,Sailfish,10,75,0.81034,0.87498,True,0
True,0.73802,True,8245.00000,0.89715,-14.71840,0,False,Sailfish,10,75,0.79236,0.90503,True,1
True,0.98253,True,5895.00000,0.89469,-40.83344,0,False,Sailfish,10,75,0.77897,0.94147,True,2
True,0.99355,True,3100.00000,0.88755,-44.80596,0,False,Sailfish,10,75,0.79387,0.95738,True,3
True,0.74687,True,1758.00000,0.85614,-3.48385,10,False,Sailfish,10,75,0.83390,0.70042,True,0
True,0.94315,True,8250.00000,0.84500,-29.44513,10,False,Sailfish,10,75,0.79721,0.71677,True,1
True,0.97728,True,5854.00000,0.82654,-52.77538,10,False,Sailfish,10,75,0.77280,0.74884,True,2
True,0.98040,True,3113.00000,0.81685,-53.38387,10,False,Sailfish,10,75,0.79505,0.68514,True,3
True,0.94090,True,1726.00000,0.92240,20.62874,0,False,Sailfish,10,100,0.77984,0.89734,True,0
True,0.66895,True,8159.00000,0.92133,-8.72443,0,False,Sailfish,10,100,0.77951,0.91917,True,1
True,0.96666,True,5909.00000,0.89910,-33.96725,0,False,Sailfish,10,100,0.77847,0.94556,True,2
True,0.99041,True,3127.00000,0.87638,-38.49911,0,False,Sailfish,10,100,0.79341,0.95269,True,3
True,0.69718,True,1770.00000,0.88205,1.83953,10,False,Sailfish,10,100,0.82429,0.74297,True,0
True,0.92271,True,8216.00000,0.86971,-24.79916,10,False,Sailfish,10,100,0.79528,0.74378,True,1
True,0.97855,True,5874.00000,0.85189,-47.58046,10,False,Sailfish,10,100,0.77239,0.75749,True,2
True,0.98089,True,3140.00000,0.83156,-48.36473,10,False,Sailfish,10,100,0.79395,0.69937,True,3
True,0.94974,True,1751.00000,0.92905,34.45474,0,False,Cufflinks,50,50,0.94689,0.87047,False,0
True,0.65900,True,8214.00000,0.93518,-0.48623,0,False,Cufflinks,50,50,0.91636,0.91565,False,1
True,0.94326,True,5851.00000,0.89491,-31.16745,0,False,Cufflinks,50,50,0.85712,0.94096,False,2
True,0.98524,True,3116.00000,0.86539,-36.72138,0,False,Cufflinks,50,50,0.84275,0.95130,False,3
True,0.89430,True,1703.00000,0.89371,25.98104,10,False,Cufflinks,50,50,0.94011,0.67832,False,0
True,0.71275,True,8282.00000,0.90709,-8.15432,10,False,Cufflinks,50,50,0.90715,0.72614,False,1
True,0.96913,True,5830.00000,0.86073,-37.57684,10,False,Cufflinks,50,50,0.85094,0.79032,False,2
True,0.98380,True,3087.00000,0.83748,-40.77812,10,False,Cufflinks,50,50,0.83350,0.81366,False,3
True,0.95090,True,1772.00000,0.92807,39.25125,0,False,Cufflinks,50,75,0.94074,0.89719,False,0
True,0.64347,True,8249.00000,0.94242,1.33692,0,False,Cufflinks,50,75,0.90690,0.92309,False,1
True,0.92347,True,5841.00000,0.90261,-26.88353,0,False,Cufflinks,50,75,0.86697,0.94527,False,2
True,0.98305,True,3126.00000,0.89315,-32.76781,0,False,Cufflinks,50,75,0.84421,0.95264,False,3
True,0.88856,True,1687.00000,0.92064,25.96832,10,False,Cufflinks,50,75,0.93242,0.72344,False,0
True,0.69512,True,8272.00000,0.90716,-8.15962,10,False,Cufflinks,50,75,0.90172,0.73632,False,1
True,0.96730,True,5811.00000,0.86673,-35.08728,10,False,Cufflinks,50,75,0.84357,0.79490,False,2
True,0.98151,True,3137.00000,0.84525,-38.80480,10,False,Cufflinks,50,75,0.84093,0.81950,False,3
True,0.96795,True,1716.00000,0.94095,38.56680,0,False,Cufflinks,50,100,0.93124,0.90939,False,0
True,0.64170,True,8105.00000,0.94783,1.90828,0,False,Cufflinks,50,100,0.91092,0.92942,False,1
True,0.92827,True,5953.00000,0.91592,-25.36734,0,False,Cufflinks,50,100,0.86965,0.94388,False,2
True,0.98168,True,3111.00000,0.88579,-31.11135,0,False,Cufflinks,50,100,0.85021,0.95468,False,3
True,0.92415,True,1714.00000,0.92263,28.96372,10,False,Cufflinks,50,100,0.91890,0.76403,False,0
True,0.68302,True,8294.00000,0.92213,-5.13795,10,False,Cufflinks,50,100,0.89510,0.77034,False,1
True,0.94282,True,5964.00000,0.88769,-32.05780,10,False,Cufflinks,50,100,0.84960,0.81117,False,2
True,0.97741,True,3099.00000,0.86267,-37.18560,10,False,Cufflinks,50,100,0.85641,0.82660,False,3
True,0.81725,True,1751.00000,0.90755,-7.76892,0,False,Salmon,50,50,0.94061,0.79996,False,0
True,0.97711,True,8214.00000,0.91054,-42.47872,0,False,Salmon,50,50,0.88057,0.89145,False,1
True,0.99453,True,5851.00000,0.88455,-65.19202,0,False,Salmon,50,50,0.80448,0.93677,False,2
True,0.99872,True,3116.00000,0.88309,-67.86494,0,False,Salmon,50,50,0.79461,0.89076,False,3
True,0.90840,True,1703.00000,0.84402,-19.42050,10,False,Salmon,50,50,0.92425,0.57781,False,0
True,0.97525,True,8282.00000,0.86241,-49.98868,10,False,Salmon,50,50,0.87612,0.66679,False,1
True,0.99142,True,5830.00000,0.83243,-70.68132,10,False,Salmon,50,50,0.79571,0.73678,False,2
True,0.98931,True,3087.00000,0.79963,-70.94389,10,False,Salmon,50,50,0.79819,0.65760,False,3
True,0.68679,True,1772.00000,0.91869,9.09876,0,False,Salmon,50,75,0.95767,0.82885,False,0
True,0.95539,True,8249.00000,0.91651,-32.76624,0,False,Salmon,50,75,0.87877,0.90214,False,1
True,0.99298,True,5841.00000,0.90739,-55.59601,0,False,Salmon,50,75,0.83325,0.94038,False,2
True,0.99616,True,3126.00000,0.89271,-60.01006,0,False,Salmon,50,75,0.80998,0.88948,False,3
True,0.84588,True,1687.00000,0.87351,-6.21640,10,False,Salmon,50,75,0.94606,0.58937,False,0
True,0.97171,True,8272.00000,0.87239,-42.41872,10,False,Salmon,50,75,0.88382,0.65884,False,1
True,0.98623,True,5811.00000,0.84366,-64.72495,10,False,Salmon,50,75,0.80967,0.72968,False,2
True,0.98597,True,3137.00000,0.80244,-65.11137,10,False,Salmon,50,75,0.81256,0.66398,False,3
True,0.69231,True,1716.00000,0.92512,13.36591,0,False,Salmon,50,100,0.94697,0.85055,False,0
True,0.91178,True,8105.00000,0.92754,-28.44802,0,False,Salmon,50,100,0.88649,0.90556,False,1
True,0.99227,True,5953.00000,0.91760,-51.38149,0,False,Salmon,50,100,0.84949,0.93629,False,2
True,0.99518,True,3111.00000,0.88864,-55.43156,0,False,Salmon,50,100,0.82578,0.89064,False,3
True,0.84772,True,1714.00000,0.88987,-5.80216,10,False,Salmon,50,100,0.93407,0.61733,False,0
True,0.96660,True,8294.00000,0.89033,-39.44726,10,False,Salmon,50,100,0.88896,0.67001,False,1
True,0.98759,True,5964.00000,0.86572,-61.23991,10,False,Salmon,50,100,0.82193,0.73445,False,2
True,0.98838,True,3099.00000,0.83674,-63.20432,10,False,Salmon,50,100,0.83672,0.67045,False,3
True,0.39577,True,1751.00000,0.96982,1.68508,0,False,RSEM,50,50,0.92633,0.93815,False,0
True,0.46433,True,8214.00000,0.96430,-3.40533,0,False,RSEM,50,50,0.91794,0.94220,False,1
True,0.65664,True,5851.00000,0.92763,-14.31795,0,False,RSEM,50,50,0.88617,0.94036,False,2
True,0.74872,True,3116.00000,0.88752,-18.64413,0,False,RSEM,50,50,0.87291,0.94989,False,3
True,0.92484,True,1703.00000,0.92134,-17.07345,10,False,RSEM,50,50,0.91309,0.70626,False,0
True,0.93818,True,8282.00000,0.90492,-21.56041,10,False,RSEM,50,50,0.89012,0.70768,False,1
True,0.96295,True,5830.00000,0.87128,-31.76361,10,False,RSEM,50,50,0.84700,0.71691,False,2
True,0.96307,True,3087.00000,0.82196,-30.51500,10,False,RSEM,50,50,0.84095,0.65750,False,3
True,0.49718,True,1772.00000,0.97516,6.08598,0,False,RSEM,50,75,0.93454,0.94961,False,0
True,0.44211,True,8249.00000,0.96610,-2.17541,0,False,RSEM,50,75,0.90641,0.94935,False,1
True,0.65211,True,5841.00000,0.93350,-12.56905,0,False,RSEM,50,75,0.88957,0.94649,False,2
True,0.86628,True,3126.00000,0.89936,-19.66244,0,False,RSEM,50,75,0.86276,0.95162,False,3
True,0.76408,True,1687.00000,0.93837,-11.52710,10,False,RSEM,50,75,0.91523,0.73651,False,0
True,0.92372,True,8272.00000,0.91516,-19.18648,10,False,RSEM,50,75,0.88419,0.72400,False,1
True,0.96025,True,5811.00000,0.87157,-29.73063,10,False,RSEM,50,75,0.84547,0.73004,False,2
True,0.96175,True,3137.00000,0.82684,-28.95861,10,False,RSEM,50,75,0.85400,0.67569,False,3
True,0.40851,True,1716.00000,0.97055,-5.08203,0,False,RSEM,50,100,0.93240,0.95584,False,0
True,0.84565,True,8105.00000,0.96902,-15.00145,0,False,RSEM,50,100,0.90734,0.95431,False,1
True,0.96792,True,5953.00000,0.94239,-25.65344,0,False,RSEM,50,100,0.88191,0.94829,False,2
True,0.98296,True,3111.00000,0.89372,-31.28718,0,False,RSEM,50,100,0.85471,0.95599,False,3
True,0.88565,True,1714.00000,0.94744,-18.42339,10,False,RSEM,50,100,0.91190,0.77397,False,0
True,0.95816,True,8294.00000,0.93262,-27.37502,10,False,RSEM,50,100,0.88510,0.75772,False,1
True,0.97284,True,5964.00000,0.89141,-36.79875,10,False,RSEM,50,100,0.84826,0.75702,False,2
True,0.97677,True,3099.00000,0.85701,-38.33015,10,False,RSEM,50,100,0.86318,0.70133,False,3
True,0.95945,True,1751.00000,0.97399,31.95772,0,False,Kallisto,50,50,0.95031,0.92967,False,0
True,0.54797,True,8214.00000,0.97141,0.39078,0,False,Kallisto,50,50,0.92781,0.93617,False,1
True,0.95488,True,5851.00000,0.93784,-23.72435,0,False,Kallisto,50,50,0.89010,0.93990,False,2
True,0.98845,True,3116.00000,0.89941,-30.69389,0,False,Kallisto,50,50,0.86842,0.94696,False,3
True,0.72695,True,1703.00000,0.93494,12.29103,10,False,Kallisto,50,50,0.93541,0.71224,False,0
True,0.78483,True,8282.00000,0.92085,-15.67682,10,False,Kallisto,50,50,0.90208,0.70627,False,1
True,0.97358,True,5830.00000,0.88306,-36.89222,10,False,Kallisto,50,50,0.85266,0.71504,False,2
True,0.97344,True,3087.00000,0.83039,-40.20172,10,False,Kallisto,50,50,0.84678,0.65638,False,3
True,0.95711,True,1772.00000,0.97859,35.50881,0,False,Kallisto,50,75,0.94526,0.94307,False,0
True,0.57874,True,8249.00000,0.96971,2.16401,0,False,Kallisto,50,75,0.91393,0.93922,False,1
True,0.93357,True,5841.00000,0.94123,-21.87339,0,False,Kallisto,50,75,0.89094,0.94373,False,2
True,0.98401,True,3126.00000,0.91230,-28.80253,0,False,Kallisto,50,75,0.86884,0.95079,False,3
True,0.73977,True,1687.00000,0.94132,14.32101,10,False,Kallisto,50,75,0.92709,0.72133,False,0
True,0.78252,True,8272.00000,0.91772,-15.48028,10,False,Kallisto,50,75,0.89894,0.69476,False,1
True,0.96988,True,5811.00000,0.88071,-36.19053,10,False,Kallisto,50,75,0.85304,0.71060,False,2
True,0.97195,True,3137.00000,0.82894,-38.95970,10,False,Kallisto,50,75,0.86197,0.65793,False,3
True,0.96037,True,1716.00000,0.97696,34.42662,0,False,Kallisto,50,100,0.94114,0.94326,False,0
True,0.56163,True,8105.00000,0.97352,1.48187,0,False,Kallisto,50,100,0.92091,0.93649,False,1
True,0.94709,True,5953.00000,0.94655,-22.45569,0,False,Kallisto,50,100,0.89098,0.94026,False,2
True,0.98329,True,3111.00000,0.90434,-28.75645,0,False,Kallisto,50,100,0.86692,0.95117,False,3
True,0.74562,True,1714.00000,0.93901,13.72787,10,False,Kallisto,50,100,0.91832,0.72885,False,0
True,0.76031,True,8294.00000,0.92744,-13.92172,10,False,Kallisto,50,100,0.90186,0.70422,False,1
True,0.96848,True,5964.00000,0.89330,-34.80209,10,False,Kallisto,50,100,0.85647,0.71947,False,2
True,0.96999,True,3099.00000,0.86171,-38.49887,10,False,Kallisto,50,100,0.87351,0.66577,False,3
True,0.81382,True,1751.00000,0.93536,12.66239,0,False,Express,50,50,0.87379,0.94203,False,0
True,0.77575,True,8214.00000,0.94939,-15.42190,0,False,Express,50,50,0.86060,0.94652,False,1
True,0.95710,True,5851.00000,0.94068,-38.68852,0,False,Express,50,50,0.87882,0.90862,False,2
True,0.98171,True,3116.00000,0.92756,-46.33204,0,False,Express,50,50,0.89827,0.89027,False,3
True,0.80329,True,1703.00000,0.86647,-4.57048,10,False,Express,50,50,0.86671,0.67850,False,0
True,0.93093,True,8282.00000,0.88257,-30.59254,10,False,Express,50,50,0.84315,0.68656,False,1
True,0.97770,True,5830.00000,0.86879,-51.41180,10,False,Express,50,50,0.84700,0.64006,False,2
True,0.97797,True,3087.00000,0.85566,-53.53674,10,False,Express,50,50,0.89278,0.49803,False,3
True,0.87472,True,1772.00000,0.94675,20.07767,0,False,Express,50,75,0.86400,0.95951,False,0
True,0.73633,True,8249.00000,0.95177,-9.90201,0,False,Express,50,75,0.85198,0.95885,False,1
True,0.92638,True,5841.00000,0.94370,-31.90020,0,False,Express,50,75,0.87930,0.91265,False,2
True,0.96705,True,3126.00000,0.93754,-40.57547,0,False,Express,50,75,0.89539,0.89378,False,3
True,0.77949,True,1687.00000,0.89637,-1.30405,10,False,Express,50,75,0.86011,0.70966,False,0
True,0.90957,True,8272.00000,0.88480,-27.78328,10,False,Express,50,75,0.83656,0.69991,False,1
True,0.97556,True,5811.00000,0.85621,-47.75338,10,False,Express,50,75,0.84254,0.63827,False,2
True,0.96844,True,3137.00000,0.83774,-49.08917,10,False,Express,50,75,0.89289,0.49090,False,3
True,0.91492,True,1716.00000,0.94944,22.94539,0,False,Express,50,100,0.85897,0.97194,False,0
True,0.70500,True,8105.00000,0.95755,-7.84911,0,False,Express,50,100,0.85046,0.96595,False,1
True,0.93314,True,5953.00000,0.94990,-29.14612,0,False,Express,50,100,0.88174,0.91479,False,2
True,0.97171,True,3111.00000,0.94171,-37.76135,0,False,Express,50,100,0.91000,0.88737,False,3
True,0.78296,True,1714.00000,0.90667,2.77761,10,False,Express,50,100,0.85531,0.75259,False,0
True,0.88534,True,8294.00000,0.90418,-24.95167,10,False,Express,50,100,0.83374,0.72304,False,1
True,0.96797,True,5964.00000,0.87323,-43.06019,10,False,Express,50,100,0.85396,0.64977,False,2
True,0.96547,True,3099.00000,0.86047,-46.15023,10,False,Express,50,100,0.90481,0.48702,False,3
True,0.77499,True,1751.00000,0.93973,19.76080,0,False,Sailfish,50,50,0.95545,0.82749,False,0
True,0.67495,True,8214.00000,0.94189,-11.80473,0,False,Sailfish,50,50,0.91794,0.89587,False,1
True,0.98581,True,5851.00000,0.90462,-40.53397,0,False,Sailfish,50,50,0.85712,0.93800,False,2
True,0.99551,True,3116.00000,0.88509,-45.40146,0,False,Sailfish,50,50,0.83697,0.94930,False,3
True,0.72695,True,1703.00000,0.87408,-1.44365,10,False,Sailfish,50,50,0.94011,0.60557,False,0
True,0.94470,True,8282.00000,0.88589,-28.33424,10,False,Sailfish,50,50,0.89906,0.66482,False,1
True,0.97993,True,5830.00000,0.84313,-52.87364,10,False,Sailfish,50,50,0.82264,0.72367,False,2
True,0.98639,True,3087.00000,0.80497,-53.60231,10,False,Sailfish,50,50,0.82345,0.67074,False,3
True,0.89955,True,1772.00000,0.94917,27.51103,0,False,Sailfish,50,75,0.95598,0.86448,False,0
True,0.59947,True,8249.00000,0.95083,-6.29327,0,False,Sailfish,50,75,0.91502,0.90604,False,1
True,0.97158,True,5841.00000,0.92006,-32.49334,0,False,Sailfish,50,75,0.87074,0.94215,False,2
True,0.99520,True,3126.00000,0.89672,-39.49371,0,False,Sailfish,50,75,0.84325,0.95108,False,3
True,0.65738,True,1687.00000,0.89844,4.47922,10,False,Sailfish,50,75,0.93954,0.62938,False,0
True,0.93061,True,8272.00000,0.88631,-24.69002,10,False,Sailfish,50,75,0.89700,0.65764,False,1
True,0.97969,True,5811.00000,0.85173,-48.64892,10,False,Sailfish,50,75,0.83015,0.71801,False,2
True,0.97864,True,3137.00000,0.80316,-48.97824,10,False,Sailfish,50,75,0.83456,0.66989,False,3
True,0.93765,True,1716.00000,0.95396,29.06273,0,False,Sailfish,50,100,0.94814,0.88538,False,0
True,0.57384,True,8105.00000,0.95992,-4.20499,0,False,Sailfish,50,100,0.91746,0.91225,False,1
True,0.97195,True,5953.00000,0.93150,-29.46986,0,False,Sailfish,50,100,0.87720,0.93825,False,2
True,0.98971,True,3111.00000,0.89336,-35.66801,0,False,Sailfish,50,100,0.85214,0.95214,False,3
True,0.65053,True,1714.00000,0.91109,6.21459,10,False,Sailfish,50,100,0.92765,0.64723,False,0
True,0.91090,True,8294.00000,0.90186,-21.73961,10,False,Sailfish,50,100,0.89932,0.67024,False,1
True,0.97736,True,5964.00000,0.86906,-44.39237,10,False,Sailfish,50,100,0.83753,0.71921,False,2
True,0.97160,True,3099.00000,0.83569,-46.33984,10,False,Sailfish,50,100,0.85576,0.66529,False,3
True,0.91040,True,1741.00000,0.87037,38.48481,0,False,Cufflinks,50,50,0.91614,0.86970,True,0
True,0.89912,True,8168.00000,0.86680,-15.18412,0,False,Cufflinks,50,50,0.88198,0.91338,True,1
True,0.94118,True,5865.00000,0.83974,-56.09265,0,False,Cufflinks,50,50,0.82882,0.94505,True,2
True,0.96472,True,3118.00000,0.85805,-69.07976,0,False,Cufflinks,50,50,0.81238,0.96002,True,3
True,0.89402,True,1755.00000,0.84083,26.37555,10,False,Cufflinks,50,50,0.90826,0.70765,True,0
True,0.82312,True,8288.00000,0.85502,-8.72050,10,False,Cufflinks,50,50,0.88465,0.73697,True,1
True,0.91169,True,5843.00000,0.82990,-44.32901,10,False,Cufflinks,50,50,0.83502,0.80856,True,2
True,0.95580,True,3190.00000,0.82738,-58.45779,10,False,Cufflinks,50,50,0.81567,0.83190,True,3
True,0.96176,True,1752.00000,0.91383,36.87271,0,False,Cufflinks,50,75,0.92979,0.88819,True,0
True,0.66992,True,8098.00000,0.90359,0.33618,0,False,Cufflinks,50,75,0.89862,0.91424,True,1
True,0.94647,True,5791.00000,0.90681,-29.22607,0,False,Cufflinks,50,75,0.86168,0.94659,True,2
True,0.99025,True,3181.00000,0.90166,-32.79531,0,False,Cufflinks,50,75,0.84816,0.95437,True,3
True,0.87955,True,1677.00000,0.90119,31.79788,10,False,Cufflinks,50,75,0.92546,0.75357,True,0
True,0.83409,True,8155.00000,0.87415,-11.04766,10,False,Cufflinks,50,75,0.89135,0.76040,True,1
True,0.92590,True,5884.00000,0.86156,-44.98754,10,False,Cufflinks,50,75,0.83328,0.81328,True,2
True,0.92401,True,3211.00000,0.84739,-45.39062,10,False,Cufflinks,50,75,0.83899,0.82947,True,3
True,0.95934,True,1746.00000,0.91794,36.42107,0,False,Cufflinks,50,100,0.91466,0.90792,True,0
True,0.65697,True,8116.00000,0.92423,1.66259,0,False,Cufflinks,50,100,0.89588,0.92612,True,1
True,0.93822,True,5795.00000,0.90210,-25.59402,0,False,Cufflinks,50,100,0.86471,0.95009,True,2
True,0.98462,True,3121.00000,0.89924,-29.73256,0,False,Cufflinks,50,100,0.85646,0.95890,True,3
True,0.86410,True,1766.00000,0.90953,18.51908,10,False,Cufflinks,50,100,0.90713,0.78901,True,0
True,0.88571,True,8181.00000,0.87039,-7.54518,10,False,Cufflinks,50,100,0.88119,0.78808,True,1
True,0.92925,True,5965.00000,0.83155,-49.29089,10,False,Cufflinks,50,100,0.82749,0.83267,True,2
True,0.94188,True,3114.00000,0.82710,-59.90468,10,False,Cufflinks,50,100,0.81407,0.84978,True,3
True,0.84951,True,1741.00000,0.83793,-12.50005,0,False,Salmon,50,50,0.91269,0.80111,True,0
True,0.96939,True,8168.00000,0.82928,-44.72753,0,False,Salmon,50,50,0.84990,0.87918,True,1
True,0.99591,True,5865.00000,0.86171,-68.96496,0,False,Salmon,50,50,0.79284,0.93750,True,2
True,0.99679,True,3118.00000,0.87176,-67.94286,0,False,Salmon,50,50,0.79410,0.90484,True,3
True,0.92707,True,1755.00000,0.78426,-30.48361,10,False,Salmon,50,50,0.89630,0.61276,True,0
True,0.97635,True,8288.00000,0.81069,-57.04041,10,False,Salmon,50,50,0.84677,0.67464,True,1
True,0.99127,True,5843.00000,0.79528,-76.21919,10,False,Salmon,50,50,0.77203,0.75370,True,2
True,0.99216,True,3190.00000,0.78918,-75.96597,10,False,Salmon,50,50,0.78370,0.67965,True,3
True,0.75913,True,1752.00000,0.88843,-3.83488,0,False,Salmon,50,75,0.93037,0.83233,True,0
True,0.94369,True,8098.00000,0.85515,-39.07398,0,False,Salmon,50,75,0.85367,0.89019,True,1
True,0.99482,True,5791.00000,0.90069,-62.90875,0,False,Salmon,50,75,0.82248,0.93934,True,2
True,0.99654,True,3181.00000,0.89368,-63.61187,0,False,Salmon,50,75,0.80698,0.89320,True,3
True,0.88074,True,1677.00000,0.86086,-15.54046,10,False,Salmon,50,75,0.92844,0.62874,True,0
True,0.96996,True,8155.00000,0.83237,-44.41767,10,False,Salmon,50,75,0.87357,0.67222,True,1
True,0.98742,True,5884.00000,0.83284,-67.58036,10,False,Salmon,50,75,0.79249,0.74617,True,2
True,0.99003,True,3211.00000,0.82241,-69.20091,10,False,Salmon,50,75,0.80349,0.67241,True,3
True,0.70905,True,1746.00000,0.90708,6.84245,0,False,Salmon,50,100,0.91123,0.85968,True,0
True,0.87937,True,8116.00000,0.88519,-29.46331,0,False,Salmon,50,100,0.86594,0.89823,True,1
True,0.99258,True,5795.00000,0.90345,-55.37337,0,False,Salmon,50,100,0.84435,0.93803,True,2
True,0.99551,True,3121.00000,0.90457,-58.49213,0,False,Salmon,50,100,0.82634,0.89829,True,3
True,0.84655,True,1766.00000,0.85336,-6.97296,10,False,Salmon,50,100,0.92922,0.64296,True,0
True,0.95575,True,8181.00000,0.86150,-38.30934,10,False,Salmon,50,100,0.88363,0.67149,True,1
True,0.98776,True,5965.00000,0.84811,-62.21078,10,False,Salmon,50,100,0.81811,0.74232,True,2
True,0.98908,True,3114.00000,0.84021,-65.35622,10,False,Salmon,50,100,0.81663,0.67796,True,3
True,0.44917,True,1741.00000,0.88696,-0.58112,0,False,RSEM,50,50,0.88742,0.92471,True,0
True,0.54101,True,8168.00000,0.90793,-5.56389,0,False,RSEM,50,50,0.89655,0.92846,True,1
True,0.74510,True,5865.00000,0.90608,-19.06274,0,False,RSEM,50,50,0.87298,0.94047,True,2
True,0.91758,True,3118.00000,0.89643,-19.84888,0,False,RSEM,50,50,0.87364,0.95544,True,3
True,0.93390,True,1755.00000,0.84042,-18.91876,10,False,RSEM,50,50,0.86268,0.73484,True,0
True,0.93750,True,8288.00000,0.86048,-23.26688,10,False,RSEM,50,50,0.86764,0.72037,True,1
True,0.96594,True,5843.00000,0.84000,-35.09413,10,False,RSEM,50,50,0.82612,0.73924,True,2
True,0.96552,True,3190.00000,0.81643,-32.82295,10,False,RSEM,50,50,0.84420,0.67745,True,3
True,0.48345,True,1752.00000,0.93823,3.51793,0,False,RSEM,50,75,0.92352,0.93717,True,0
True,0.52383,True,8098.00000,0.92337,-4.44580,0,False,RSEM,50,75,0.89590,0.93612,True,1
True,0.80919,True,5791.00000,0.93338,-16.97400,0,False,RSEM,50,75,0.88016,0.94742,True,2
True,0.94561,True,3181.00000,0.91331,-20.59420,0,False,RSEM,50,75,0.86105,0.95408,True,3
True,0.74120,True,1677.00000,0.90962,-10.79908,10,False,RSEM,50,75,0.90459,0.76409,True,0
True,0.90901,True,8155.00000,0.88585,-17.90526,10,False,RSEM,50,75,0.88302,0.74164,True,1
True,0.95938,True,5884.00000,0.87355,-29.86347,10,False,RSEM,50,75,0.83719,0.75216,True,2
True,0.95920,True,3211.00000,0.84612,-29.42477,10,False,RSEM,50,75,0.85145,0.68671,True,3
True,0.45819,True,1746.00000,0.93942,-2.58748,0,False,RSEM,50,100,0.90779,0.94858,True,0
True,0.73226,True,8116.00000,0.94526,-12.46996,0,False,RSEM,50,100,0.89625,0.94621,True,1
True,0.96618,True,5795.00000,0.93277,-24.09244,0,False,RSEM,50,100,0.87731,0.95149,True,2
True,0.98814,True,3121.00000,0.91983,-29.09211,0,False,RSEM,50,100,0.86254,0.95919,True,3
True,0.68686,True,1766.00000,0.92056,-9.46191,10,False,RSEM,50,100,0.88675,0.79731,True,0
True,0.91737,True,8181.00000,0.90888,-19.38745,10,False,RSEM,50,100,0.88510,0.76856,True,1
True,0.96580,True,5965.00000,0.88478,-30.74257,10,False,RSEM,50,100,0.84728,0.77056,True,2
True,0.96692,True,3114.00000,0.85305,-31.87250,10,False,RSEM,50,100,0.85100,0.70813,True,3
True,0.96267,True,1741.00000,0.95018,30.22073,0,False,Kallisto,50,50,0.93739,0.91351,True,0
True,0.54836,True,8168.00000,0.95350,-1.96700,0,False,Kallisto,50,50,0.92054,0.93589,True,1
True,0.96266,True,5865.00000,0.93734,-25.20341,0,False,Kallisto,50,50,0.89292,0.94198,True,2
True,0.98749,True,3118.00000,0.91839,-30.49867,0,False,Kallisto,50,50,0.88262,0.95300,True,3
True,0.76011,True,1755.00000,0.89140,11.20811,10,False,Kallisto,50,50,0.89915,0.73784,True,0
True,0.80514,True,8288.00000,0.90491,-17.36954,10,False,Kallisto,50,50,0.88465,0.73108,True,1
True,0.97381,True,5843.00000,0.87918,-37.16461,10,False,Kallisto,50,50,0.85196,0.73115,True,2
True,0.97367,True,3190.00000,0.83985,-40.94784,10,False,Kallisto,50,50,0.85549,0.66879,True,3
True,0.95890,True,1752.00000,0.96435,32.32858,0,False,Kallisto,50,75,0.94863,0.92455,True,0
True,0.55656,True,8098.00000,0.95532,-0.63549,0,False,Kallisto,50,75,0.91529,0.93842,True,1
True,0.95907,True,5791.00000,0.95140,-23.83906,0,False,Kallisto,50,75,0.89294,0.94659,True,2
True,0.98837,True,3181.00000,0.92243,-29.61220,0,False,Kallisto,50,75,0.86419,0.95154,True,3
True,0.72749,True,1677.00000,0.93217,13.68148,10,False,Kallisto,50,75,0.92725,0.74717,True,0
True,0.77793,True,8155.00000,0.90706,-15.88127,10,False,Kallisto,50,75,0.89552,0.72711,True,1
True,0.96482,True,5884.00000,0.88969,-35.73652,10,False,Kallisto,50,75,0.85707,0.73188,True,2
True,0.96948,True,3211.00000,0.86320,-39.60209,10,False,Kallisto,50,75,0.85737,0.66952,True,3
True,0.95762,True,1746.00000,0.97036,32.51005,0,False,Kallisto,50,100,0.92497,0.93006,True,0
