bias,error-frac,errors,expressed-tpms,gene transcript number,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded
True,0.91585,True,4302.00000,2,0.86958,-32.40151,10,False,Sailfish,50,100,0.87006,0.67631,False
True,0.91343,True,2703.00000,3,0.85697,-33.09167,10,False,Sailfish,50,100,0.85720,0.65953,False
True,0.91931,True,3086.00000,4,0.82210,-37.09130,10,False,Sailfish,50,100,0.82728,0.64474,False
True,0.91938,True,3374.00000,0,0.88543,-34.26037,0,False,Cufflinks,50,50,0.88767,0.96169,True
True,0.92329,True,5397.00000,1,0.86972,-37.25974,0,False,Cufflinks,50,50,0.87067,0.93811,True
True,0.92225,True,4296.00000,2,0.85048,-38.31980,0,False,Cufflinks,50,50,0.85591,0.91853,True
True,0.92591,True,2632.00000,3,0.83889,-36.42606,0,False,Cufflinks,50,50,0.85220,0.90814,True
True,0.93110,True,3193.00000,4,0.76638,-39.91920,0,False,Cufflinks,50,50,0.80770,0.89598,True
True,0.84788,True,3517.00000,0,0.87653,-27.97363,10,False,Cufflinks,50,50,0.89252,0.84590,True
True,0.87213,True,5482.00000,1,0.85876,-27.54644,10,False,Cufflinks,50,50,0.87249,0.78730,True
True,0.87719,True,4389.00000,2,0.83123,-27.55897,10,False,Cufflinks,50,50,0.85441,0.76175,True
True,0.90046,True,2612.00000,3,0.81591,-27.88894,10,False,Cufflinks,50,50,0.85681,0.73223,True
True,0.91092,True,3076.00000,4,0.74325,-34.49307,10,False,Cufflinks,50,50,0.81177,0.71271,True
True,0.82989,True,3439.00000,0,0.92144,-20.37577,0,False,Cufflinks,50,75,0.91451,0.96193,True
True,0.81778,True,5466.00000,1,0.92035,-19.59853,0,False,Cufflinks,50,75,0.89791,0.93726,True
True,0.83471,True,4368.00000,2,0.89699,-18.99119,0,False,Cufflinks,50,75,0.87775,0.92380,True
True,0.85012,True,2542.00000,3,0.87250,-20.54840,0,False,Cufflinks,50,75,0.86271,0.91070,True
True,0.86797,True,3007.00000,4,0.85716,-25.05165,0,False,Cufflinks,50,75,0.83605,0.89799,True
True,0.86711,True,3424.00000,0,0.89814,-26.45045,10,False,Cufflinks,50,75,0.90450,0.85811,True
True,0.87111,True,5501.00000,1,0.89088,-23.72252,10,False,Cufflinks,50,75,0.87984,0.80172,True
True,0.88326,True,4386.00000,2,0.86126,-24.03517,10,False,Cufflinks,50,75,0.87597,0.77196,True
True,0.88697,True,2486.00000,3,0.84273,-28.28820,10,False,Cufflinks,50,75,0.83307,0.75548,True
True,0.91118,True,3130.00000,4,0.78315,-32.14705,10,False,Cufflinks,50,75,0.82045,0.73329,True
True,0.82425,True,3448.00000,0,0.92363,-18.62683,0,False,Cufflinks,50,100,0.90748,0.96649,True
True,0.80939,True,5472.00000,1,0.92062,-17.06617,0,False,Cufflinks,50,100,0.89583,0.94507,True
True,0.81842,True,4158.00000,2,0.91220,-16.16518,0,False,Cufflinks,50,100,0.88095,0.93390,True
True,0.83991,True,2561.00000,3,0.89185,-16.64165,0,False,Cufflinks,50,100,0.86294,0.92012,True
True,0.85760,True,3139.00000,4,0.86783,-19.20458,0,False,Cufflinks,50,100,0.84358,0.91065,True
True,0.90234,True,3420.00000,0,0.87306,-25.22736,10,False,Cufflinks,50,100,0.88480,0.87680,True
True,0.90272,True,5561.00000,1,0.86206,-27.98761,10,False,Cufflinks,50,100,0.86549,0.82466,True
True,0.90350,True,4373.00000,2,0.85198,-24.27713,10,False,Cufflinks,50,100,0.86348,0.79885,True
True,0.91380,True,2587.00000,3,0.83992,-30.16277,10,False,Cufflinks,50,100,0.84577,0.77825,True
True,0.91637,True,3085.00000,4,0.79134,-38.91025,10,False,Cufflinks,50,100,0.80357,0.76586,True
True,0.98222,True,3374.00000,0,0.91483,-58.53165,0,False,Salmon,50,50,0.87167,0.94266,True
True,0.97499,True,5397.00000,1,0.85876,-59.45639,0,False,Salmon,50,50,0.83806,0.90742,True
True,0.96718,True,4296.00000,2,0.83371,-60.95049,0,False,Salmon,50,50,0.82821,0.88262,True
True,0.96429,True,2632.00000,3,0.80520,-62.08657,0,False,Salmon,50,50,0.81117,0.86649,True
True,0.96367,True,3193.00000,4,0.74012,-64.12343,0,False,Salmon,50,50,0.78296,0.85730,True
True,0.98635,True,3517.00000,0,0.87864,-67.00907,10,False,Salmon,50,50,0.85897,0.73914,True
True,0.98085,True,5482.00000,1,0.81917,-68.44254,10,False,Salmon,50,50,0.82816,0.70591,True
True,0.97790,True,4389.00000,2,0.77872,-68.86212,10,False,Salmon,50,50,0.81135,0.68752,True
True,0.97320,True,2612.00000,3,0.73267,-68.93456,10,False,Salmon,50,50,0.80015,0.66724,True
True,0.97399,True,3076.00000,4,0.68096,-71.53800,10,False,Salmon,50,50,0.77698,0.65707,True
True,0.95696,True,3439.00000,0,0.92382,-53.18348,0,False,Salmon,50,75,0.88194,0.94525,True
True,0.94987,True,5466.00000,1,0.89194,-53.39531,0,False,Salmon,50,75,0.85236,0.91094,True
True,0.94826,True,4368.00000,2,0.86193,-53.71512,0,False,Salmon,50,75,0.83951,0.89164,True
True,0.95358,True,2542.00000,3,0.82156,-56.23908,0,False,Salmon,50,75,0.82258,0.87725,True
True,0.94912,True,3007.00000,4,0.81333,-58.74204,0,False,Salmon,50,75,0.80579,0.86564,True
True,0.97985,True,3424.00000,0,0.89917,-58.07848,10,False,Salmon,50,75,0.88522,0.73972,True
True,0.97055,True,5501.00000,1,0.84797,-58.63011,10,False,Salmon,50,75,0.84894,0.70233,True
True,0.96648,True,4386.00000,2,0.82120,-58.11032,10,False,Salmon,50,75,0.84428,0.67833,True
True,0.96782,True,2486.00000,3,0.78435,-58.79136,10,False,Salmon,50,75,0.80933,0.67018,True
True,0.97029,True,3130.00000,4,0.72157,-59.00638,10,False,Salmon,50,75,0.80128,0.65337,True
True,0.92575,True,3448.00000,0,0.93172,-47.07161,0,False,Salmon,50,100,0.88428,0.94740,True
True,0.91374,True,5472.00000,1,0.89615,-46.71792,0,False,Salmon,50,100,0.86641,0.91687,True
True,0.91414,True,4158.00000,2,0.89677,-46.51796,0,False,Salmon,50,100,0.85762,0.90243,True
True,0.91722,True,2561.00000,3,0.85532,-47.73641,0,False,Salmon,50,100,0.83913,0.88226,True
True,0.92131,True,3139.00000,4,0.83169,-48.42452,0,False,Salmon,50,100,0.82383,0.87251,True
True,0.96316,True,3420.00000,0,0.89930,-53.13155,10,False,Salmon,50,100,0.89123,0.74828,True
True,0.96332,True,5561.00000,1,0.86435,-53.41595,10,False,Salmon,50,100,0.85848,0.70048,True
True,0.95930,True,4373.00000,2,0.84529,-50.49239,10,False,Salmon,50,100,0.86531,0.67980,True
True,0.95245,True,2587.00000,3,0.81399,-51.45754,10,False,Salmon,50,100,0.85041,0.66127,True
True,0.96467,True,3085.00000,4,0.75172,-54.57131,10,False,Salmon,50,100,0.80616,0.65682,True
True,0.53883,True,3374.00000,0,0.95305,-9.78987,0,False,RSEM,50,50,0.92472,0.96456,True
True,0.61979,True,5397.00000,1,0.92430,-10.00152,0,False,RSEM,50,50,0.90254,0.94469,True
True,0.67155,True,4296.00000,2,0.90174,-12.51758,0,False,RSEM,50,50,0.88152,0.93190,True
True,0.72682,True,2632.00000,3,0.88555,-14.89940,0,False,RSEM,50,50,0.86550,0.92032,True
True,0.77388,True,3193.00000,4,0.83476,-20.58958,0,False,RSEM,50,50,0.83182,0.90963,True
True,0.95707,True,3517.00000,0,0.90687,-25.32053,10,False,RSEM,50,50,0.89281,0.74666,True
True,0.95221,True,5482.00000,1,0.87044,-27.21373,10,False,RSEM,50,50,0.86410,0.72941,True
True,0.94805,True,4389.00000,2,0.83806,-29.49253,10,False,RSEM,50,50,0.84347,0.71842,True
True,0.95214,True,2612.00000,3,0.81229,-31.94912,10,False,RSEM,50,50,0.83576,0.70320,True
True,0.94246,True,3076.00000,4,0.76745,-38.04207,10,False,RSEM,50,50,0.80072,0.69319,True
True,0.62344,True,3439.00000,0,0.95791,-10.60654,0,False,RSEM,50,75,0.92905,0.96623,True
True,0.64782,True,5466.00000,1,0.94090,-11.00156,0,False,RSEM,50,75,0.90377,0.94898,True
True,0.67537,True,4368.00000,2,0.92761,-11.46776,0,False,RSEM,50,75,0.88004,0.93927,True
True,0.71637,True,2542.00000,3,0.90395,-13.66341,0,False,RSEM,50,75,0.87175,0.93097,True
True,0.77386,True,3007.00000,4,0.87596,-18.55069,0,False,RSEM,50,75,0.83605,0.92032,True
True,0.92377,True,3424.00000,0,0.92462,-22.14775,10,False,RSEM,50,75,0.91530,0.76606,True
True,0.92074,True,5501.00000,1,0.89903,-23.34776,10,False,RSEM,50,75,0.87239,0.74473,True
True,0.91040,True,4386.00000,2,0.87662,-23.95113,10,False,RSEM,50,75,0.86525,0.73411,True
True,0.92035,True,2486.00000,3,0.84653,-25.73217,10,False,RSEM,50,75,0.83186,0.72514,True
True,0.91757,True,3130.00000,4,0.81338,-29.11191,10,False,RSEM,50,75,0.82492,0.71078,True
True,0.83179,True,3448.00000,0,0.95770,-20.41771,0,False,RSEM,50,100,0.91734,0.97048,True
True,0.81305,True,5472.00000,1,0.94637,-20.22068,0,False,RSEM,50,100,0.89766,0.95609,True
True,0.81818,True,4158.00000,2,0.93833,-20.40820,0,False,RSEM,50,100,0.88552,0.94957,True
True,0.81335,True,2561.00000,3,0.92430,-21.13595,0,False,RSEM,50,100,0.86607,0.93770,True
True,0.83594,True,3139.00000,4,0.89639,-22.68805,0,False,RSEM,50,100,0.84740,0.92886,True
True,0.92193,True,3420.00000,0,0.92670,-24.93828,10,False,RSEM,50,100,0.90760,0.79137,True
True,0.92250,True,5561.00000,1,0.90558,-25.78726,10,False,RSEM,50,100,0.87736,0.76735,True
True,0.91356,True,4373.00000,2,0.89789,-25.03455,10,False,RSEM,50,100,0.87240,0.75818,True
True,0.91148,True,2587.00000,3,0.88748,-26.48956,10,False,RSEM,50,100,0.85157,0.74501,True
True,0.92512,True,3085.00000,4,0.83235,-30.69984,10,False,RSEM,50,100,0.81361,0.73827,True
True,0.81269,True,3374.00000,0,0.96755,-21.04647,0,False,Kallisto,50,50,0.93687,0.96655,True
True,0.76524,True,5397.00000,1,0.94746,-17.69728,0,False,Kallisto,50,50,0.91921,0.94726,True
True,0.77980,True,4296.00000,2,0.93556,-16.86218,0,False,Kallisto,50,50,0.90829,0.93347,True
True,0.79369,True,2632.00000,3,0.93040,-18.04711,0,False,Kallisto,50,50,0.89628,0.92472,True
True,0.80457,True,3193.00000,4,0.90055,-20.52256,0,False,Kallisto,50,50,0.86345,0.91076,True
True,0.89622,True,3517.00000,0,0.92322,-30.12613,10,False,Kallisto,50,50,0.90503,0.74408,True
True,0.87523,True,5482.00000,1,0.89773,-29.37827,10,False,Kallisto,50,50,0.88398,0.73169,True
True,0.87036,True,4389.00000,2,0.87767,-28.85689,10,False,Kallisto,50,50,0.86603,0.71952,True
True,0.87481,True,2612.00000,3,0.85841,-29.62596,10,False,Kallisto,50,50,0.85337,0.70552,True
True,0.89337,True,3076.00000,4,0.83140,-32.07219,10,False,Kallisto,50,50,0.83160,0.69436,True
True,0.81332,True,3439.00000,0,0.96355,-19.90114,0,False,Kallisto,50,75,0.93516,0.96757,True
True,0.77772,True,5466.00000,1,0.95492,-16.37805,0,False,Kallisto,50,75,0.91603,0.94937,True
True,0.77862,True,4368.00000,2,0.94397,-14.86395,0,False,Kallisto,50,75,0.89698,0.93774,True
True,0.78836,True,2542.00000,3,0.93304,-15.46455,0,False,Kallisto,50,75,0.89300,0.92819,True
True,0.80878,True,3007.00000,4,0.91556,-18.63159,0,False,Kallisto,50,75,0.85900,0.91750,True
True,0.88639,True,3424.00000,0,0.93416,-29.08554,10,False,Kallisto,50,75,0.92319,0.74833,True
True,0.86621,True,5501.00000,1,0.90765,-27.34276,10,False,Kallisto,50,75,0.88966,0.73025,True
True,0.85112,True,4386.00000,2,0.89652,-26.40212,10,False,Kallisto,50,75,0.88144,0.71696,True
True,0.84835,True,2486.00000,3,0.86786,-28.00899,10,False,Kallisto,50,75,0.84835,0.70617,True
True,0.86645,True,3130.00000,4,0.83884,-28.75406,10,False,Kallisto,50,75,0.83834,0.69218,True
True,0.81323,True,3448.00000,0,0.96510,-19.48278,0,False,Kallisto,50,100,0.92401,0.96649,True
True,0.77869,True,5472.00000,1,0.95632,-16.11715,0,False,Kallisto,50,100,0.90917,0.94950,True
True,0.77898,True,4158.00000,2,0.95268,-14.64008,0,False,Kallisto,50,100,0.89634,0.94057,True
True,0.79930,True,2561.00000,3,0.94267,-13.33536,0,False,Kallisto,50,100,0.89106,0.93154,True
True,0.79707,True,3139.00000,4,0.91272,-15.28655,0,False,Kallisto,50,100,0.86970,0.91731,True
True,0.88977,True,3420.00000,0,0.92906,-28.14900,10,False,Kallisto,50,100,0.91491,0.75307,True
True,0.86423,True,5561.00000,1,0.91153,-27.04949,10,False,Kallisto,50,100,0.88401,0.72609,True
True,0.85296,True,4373.00000,2,0.90168,-24.17310,10,False,Kallisto,50,100,0.88886,0.71588,True
True,0.85234,True,2587.00000,3,0.89220,-25.33138,10,False,Kallisto,50,100,0.87051,0.69831,True
True,0.87650,True,3085.00000,4,0.84526,-30.00545,10,False,Kallisto,50,100,0.83015,0.69515,True
True,0.89419,True,3374.00000,0,0.95139,-32.83244,0,False,Express,50,50,0.90516,0.95939,True
True,0.87715,True,5397.00000,1,0.92436,-33.99491,0,False,Express,50,50,0.87771,0.93576,True
True,0.87500,True,4296.00000,2,0.90217,-35.99189,0,False,Express,50,50,0.85940,0.91941,True
True,0.88032,True,2632.00000,3,0.88640,-38.45226,0,False,Express,50,50,0.85182,0.90309,True
True,0.89728,True,3193.00000,4,0.82665,-41.01809,0,False,Express,50,50,0.82336,0.87703,True
True,0.94768,True,3517.00000,0,0.89459,-42.41213,10,False,Express,50,50,0.87831,0.68486,True
True,0.95348,True,5482.00000,1,0.85365,-45.32091,10,False,Express,50,50,0.85097,0.68535,True
True,0.94896,True,4389.00000,2,0.81903,-46.00032,10,False,Express,50,50,0.83231,0.68225,True
True,0.94908,True,2612.00000,3,0.79349,-48.51620,10,False,Express,50,50,0.81662,0.66914,True
True,0.95449,True,3076.00000,4,0.74508,-50.09105,10,False,Express,50,50,0.81664,0.65629,True
True,0.87351,True,3439.00000,0,0.95730,-28.05528,0,False,Express,50,75,0.90317,0.96206,True
True,0.86187,True,5466.00000,1,0.94053,-29.65640,0,False,Express,50,75,0.86919,0.93931,True
True,0.85302,True,4368.00000,2,0.92321,-30.31525,0,False,Express,50,75,0.84684,0.92668,True
True,0.86389,True,2542.00000,3,0.89533,-31.93970,0,False,Express,50,75,0.85681,0.91548,True
True,0.88294,True,3007.00000,4,0.88287,-35.19392,0,False,Express,50,75,0.82840,0.88996,True
True,0.93078,True,3424.00000,0,0.90356,-38.36672,10,False,Express,50,75,0.89428,0.69024,True
True,0.93710,True,5501.00000,1,0.88295,-40.32217,10,False,Express,50,75,0.84875,0.69293,True
True,0.92864,True,4386.00000,2,0.86559,-41.04410,10,False,Express,50,75,0.83972,0.68883,True
True,0.93443,True,2486.00000,3,0.84288,-42.93227,10,False,Express,50,75,0.81899,0.68544,True
True,0.94121,True,3130.00000,4,0.79090,-44.03471,10,False,Express,50,75,0.81470,0.66844,True
True,0.84426,True,3448.00000,0,0.96534,-23.46076,0,False,Express,50,100,0.90023,0.96236,True
True,0.83516,True,5472.00000,1,0.94536,-24.84492,0,False,Express,50,100,0.87061,0.94841,True
True,0.83959,True,4158.00000,2,0.93625,-25.21946,0,False,Express,50,100,0.85329,0.93859,True
True,0.84889,True,2561.00000,3,0.92243,-24.90519,0,False,Express,50,100,0.83366,0.92776,True
True,0.85664,True,3139.00000,4,0.89689,-27.56257,0,False,Express,50,100,0.82574,0.90076,True
True,0.92368,True,3420.00000,0,0.90853,-34.55147,10,False,Express,50,100,0.87953,0.70178,True
True,0.92357,True,5561.00000,1,0.88708,-36.58924,10,False,Express,50,100,0.84841,0.70026,True
True,0.91287,True,4373.00000,2,0.87165,-35.47283,10,False,Express,50,100,0.84153,0.70292,True
True,0.91767,True,2587.00000,3,0.86210,-37.08952,10,False,Express,50,100,0.83494,0.69256,True
True,0.92901,True,3085.00000,4,0.82052,-43.15298,10,False,Express,50,100,0.80032,0.68123,True
True,0.88204,True,3374.00000,0,0.94240,-33.41015,0,False,Sailfish,50,50,0.91434,0.95271,True
True,0.85307,True,5397.00000,1,0.89480,-33.68526,0,False,Sailfish,50,50,0.88938,0.91990,True
True,0.85149,True,4296.00000,2,0.87110,-34.93411,0,False,Sailfish,50,50,0.87430,0.89638,True
True,0.85182,True,2632.00000,3,0.84683,-36.07064,0,False,Sailfish,50,50,0.86170,0.88033,True
True,0.87504,True,3193.00000,4,0.76912,-39.98933,0,False,Sailfish,50,50,0.81929,0.87026,True
True,0.95223,True,3517.00000,0,0.89376,-43.20334,10,False,Sailfish,50,50,0.88797,0.72769,True
True,0.95057,True,5482.00000,1,0.84146,-44.33516,10,False,Sailfish,50,50,0.86118,0.69946,True
True,0.94782,True,4389.00000,2,0.80071,-45.07951,10,False,Sailfish,50,50,0.84188,0.68278,True
True,0.94564,True,2612.00000,3,0.76396,-46.03674,10,False,Sailfish,50,50,0.83270,0.66570,True
True,0.95026,True,3076.00000,4,0.70663,-50.48137,10,False,Sailfish,50,50,0.79844,0.65307,True
True,0.86682,True,3439.00000,0,0.94864,-29.50303,0,False,Sailfish,50,75,0.92411,0.95417,True
True,0.83242,True,5466.00000,1,0.92692,-28.78553,0,False,Sailfish,50,75,0.90157,0.92695,True
True,0.83036,True,4368.00000,2,0.89820,-28.54236,0,False,Sailfish,50,75,0.87752,0.90850,True
True,0.83910,True,2542.00000,3,0.86258,-30.49527,0,False,Sailfish,50,75,0.86900,0.89551,True
True,0.86199,True,3007.00000,4,0.84270,-34.12814,0,False,Sailfish,50,75,0.83971,0.87878,True
True,0.93867,True,3424.00000,0,0.91109,-39.30682,10,False,Sailfish,50,75,0.91238,0.73108,True
True,0.93019,True,5501.00000,1,0.86949,-38.72521,10,False,Sailfish,50,75,0.87130,0.70087,True
True,0.92362,True,4386.00000,2,0.84960,-38.40993,10,False,Sailfish,50,75,0.86617,0.68004,True
True,0.94006,True,2486.00000,3,0.80839,-39.97686,10,False,Sailfish,50,75,0.82824,0.67236,True
True,0.92588,True,3130.00000,4,0.75088,-40.85227,10,False,Sailfish,50,75,0.81534,0.65386,True
True,0.84281,True,3448.00000,0,0.94909,-25.30123,0,False,Sailfish,50,100,0.91937,0.95876,True
True,0.79624,True,5472.00000,1,0.93377,-23.43753,0,False,Sailfish,50,100,0.90296,0.93405,True
True,0.80760,True,4158.00000,2,0.92649,-23.15717,0,False,Sailfish,50,100,0.88937,0.91952,True
True,0.81687,True,2561.00000,3,0.89986,-22.98383,0,False,Sailfish,50,100,0.87114,0.90202,True
True,0.84199,True,3139.00000,4,0.86658,-23.91619,0,False,Sailfish,50,100,0.85186,0.88871,True
True,0.92982,True,3420.00000,0,0.91169,-35.98535,10,False,Sailfish,50,100,0.90936,0.74026,True
True,0.92483,True,5561.00000,1,0.88176,-35.70901,10,False,Sailfish,50,100,0.87448,0.70200,True
True,0.91608,True,4373.00000,2,0.86592,-32.13549,10,False,Sailfish,50,100,0.87972,0.68446,True
True,0.91612,True,2587.00000,3,0.83647,-33.61841,10,False,Sailfish,50,100,0.85891,0.66696,True
True,0.93063,True,3085.00000,4,0.78407,-38.88881,10,False,Sailfish,50,100,0.81686,0.66190,True
True,0.81223,True,3419.00000,0,0.92563,-19.03150,0,False,Cufflinks,30,50,0.90173,0.96019,False
True,0.82334,True,5338.00000,1,0.91591,-18.20677,0,False,Cufflinks,30,50,0.88947,0.93385,False
True,0.83552,True,4268.00000,2,0.90354,-17.63924,0,False,Cufflinks,30,50,0.87231,0.92378,False
True,0.84577,True,2639.00000,3,0.89000,-16.94875,0,False,Cufflinks,30,50,0.85942,0.90804,False
True,0.86453,True,3093.00000,4,0.86156,-21.81732,0,False,Cufflinks,30,50,0.83123,0.89615,False
True,0.87405,True,3422.00000,0,0.90456,-28.08135,10,False,Cufflinks,30,50,0.90123,0.83440,False
True,0.83971,True,5621.00000,1,0.89486,-26.07686,10,False,Cufflinks,30,50,0.88899,0.77875,False
True,0.84098,True,4226.00000,2,0.87191,-26.03536,10,False,Cufflinks,30,50,0.86867,0.74334,False
True,0.85355,True,2622.00000,3,0.85804,-25.51065,10,False,Cufflinks,30,50,0.85317,0.71930,False
True,0.86907,True,3101.00000,4,0.82191,-30.11325,10,False,Cufflinks,30,50,0.81135,0.70845,False
True,0.81627,True,3380.00000,0,0.92018,-19.23475,0,False,Cufflinks,30,75,0.89734,0.96513,False
True,0.83085,True,5433.00000,1,0.92146,-18.15975,0,False,Cufflinks,30,75,0.88239,0.94029,False
True,0.83282,True,4253.00000,2,0.91095,-18.01177,0,False,Cufflinks,30,75,0.85563,0.92691,False
True,0.84498,True,2561.00000,3,0.89987,-17.10081,0,False,Cufflinks,30,75,0.84850,0.91456,False
True,0.84881,True,3122.00000,4,0.88590,-19.78117,0,False,Cufflinks,30,75,0.82127,0.90294,False
True,0.85791,True,3371.00000,0,0.89756,-27.06340,10,False,Cufflinks,30,75,0.89439,0.83730,False
True,0.84027,True,5503.00000,1,0.89838,-24.34619,10,False,Cufflinks,30,75,0.88007,0.79206,False
True,0.84207,True,4236.00000,2,0.85806,-25.60668,10,False,Cufflinks,30,75,0.85104,0.76123,False
True,0.84846,True,2567.00000,3,0.86191,-24.56768,10,False,Cufflinks,30,75,0.83327,0.74128,False
True,0.85534,True,3090.00000,4,0.83053,-28.36465,10,False,Cufflinks,30,75,0.80680,0.72140,False
True,0.80413,True,3390.00000,0,0.92729,-17.58258,0,False,Cufflinks,30,100,0.89794,0.96525,False
True,0.82434,True,5505.00000,1,0.92893,-16.21358,0,False,Cufflinks,30,100,0.87212,0.94561,False
True,0.82208,True,4339.00000,2,0.90767,-15.59308,0,False,Cufflinks,30,100,0.85181,0.93219,False
True,0.83271,True,2678.00000,3,0.91550,-14.99314,0,False,Cufflinks,30,100,0.85325,0.92082,False
True,0.85215,True,3118.00000,4,0.89914,-20.48671,0,False,Cufflinks,30,100,0.79602,0.91275,False
True,0.84745,True,3376.00000,0,0.90614,-23.57820,10,False,Cufflinks,30,100,0.88863,0.85111,False
True,0.83146,True,5518.00000,1,0.90878,-23.04306,10,False,Cufflinks,30,100,0.86825,0.81283,False
True,0.83489,True,4294.00000,2,0.88655,-21.54892,10,False,Cufflinks,30,100,0.85654,0.79094,False
True,0.83379,True,2563.00000,3,0.87173,-21.83289,10,False,Cufflinks,30,100,0.83535,0.76851,False
True,0.85876,True,3087.00000,4,0.83801,-24.55297,10,False,Cufflinks,30,100,0.80564,0.74239,False
True,0.97953,True,3419.00000,0,0.93882,-58.08843,0,False,Salmon,30,50,0.86926,0.94255,False
True,0.97996,True,5338.00000,1,0.90177,-58.67467,0,False,Salmon,30,50,0.85313,0.90888,False
True,0.96884,True,4268.00000,2,0.87195,-58.88295,0,False,Salmon,30,50,0.84396,0.89128,False
True,0.96590,True,2639.00000,3,0.83963,-58.69277,0,False,Salmon,30,50,0.82759,0.87238,False
True,0.97155,True,3093.00000,4,0.80910,-61.47528,0,False,Salmon,30,50,0.80537,0.86566,False
True,0.97575,True,3422.00000,0,0.90066,-61.89551,10,False,Salmon,30,50,0.86616,0.73398,False
True,0.97225,True,5621.00000,1,0.85571,-61.14332,10,False,Salmon,30,50,0.85038,0.69646,False
True,0.97302,True,4226.00000,2,0.82391,-60.97606,10,False,Salmon,30,50,0.83909,0.67541,False
True,0.97025,True,2622.00000,3,0.80445,-60.11287,10,False,Salmon,30,50,0.82876,0.65148,False
True,0.97614,True,3101.00000,4,0.75663,-64.29807,10,False,Salmon,30,50,0.78910,0.65201,False
True,0.96331,True,3380.00000,0,0.93168,-51.88252,0,False,Salmon,30,75,0.87811,0.94782,False
True,0.95214,True,5433.00000,1,0.91269,-52.27980,0,False,Salmon,30,75,0.85386,0.91629,False
True,0.95203,True,4253.00000,2,0.89176,-52.62710,0,False,Salmon,30,75,0.83470,0.89771,False
True,0.95080,True,2561.00000,3,0.87031,-52.22062,0,False,Salmon,30,75,0.82858,0.88237,False
True,0.95163,True,3122.00000,4,0.85326,-53.60844,0,False,Salmon,30,75,0.79981,0.87545,False
True,0.97567,True,3371.00000,0,0.89150,-58.33370,10,False,Salmon,30,75,0.87214,0.72529,False
True,0.97020,True,5503.00000,1,0.86190,-56.95041,10,False,Salmon,30,75,0.85172,0.69589,False
True,0.97450,True,4236.00000,2,0.81358,-58.30112,10,False,Salmon,30,75,0.82696,0.67243,False
True,0.97195,True,2567.00000,3,0.80188,-56.89711,10,False,Salmon,30,75,0.82275,0.65735,False
True,0.97087,True,3090.00000,4,0.77749,-58.58199,10,False,Salmon,30,75,0.79353,0.64355,False
True,0.94749,True,3390.00000,0,0.94316,-46.45312,0,False,Salmon,30,100,0.88319,0.94962,False
True,0.92516,True,5505.00000,1,0.92256,-46.55507,0,False,Salmon,30,100,0.85286,0.92232,False
True,0.93432,True,4339.00000,2,0.89614,-46.86592,0,False,Salmon,30,100,0.82669,0.90031,False
True,0.92420,True,2678.00000,3,0.88952,-47.08001,0,False,Salmon,30,100,0.83271,0.88584,False
True,0.93072,True,3118.00000,4,0.86646,-49.74657,0,False,Salmon,30,100,0.78384,0.88149,False
True,0.97097,True,3376.00000,0,0.91211,-54.27495,10,False,Salmon,30,100,0.88566,0.73099,False
True,0.96231,True,5518.00000,1,0.87485,-54.38048,10,False,Salmon,30,100,0.85339,0.69714,False
True,0.96157,True,4294.00000,2,0.84957,-52.01622,10,False,Salmon,30,100,0.85095,0.68286,False
True,0.95591,True,2563.00000,3,0.81929,-51.05980,10,False,Salmon,30,100,0.83535,0.66217,False
True,0.96534,True,3087.00000,4,0.77964,-53.05390,10,False,Salmon,30,100,0.80790,0.64311,False
True,0.43785,True,3419.00000,0,0.96560,-7.44860,0,False,RSEM,30,50,0.91986,0.96511,False
True,0.53203,True,5338.00000,1,0.95067,-7.78909,0,False,RSEM,30,50,0.89959,0.94788,False
True,0.57896,True,4268.00000,2,0.93555,-8.19147,0,False,RSEM,30,50,0.87933,0.94122,False
True,0.63357,True,2639.00000,3,0.92781,-9.62616,0,False,RSEM,30,50,0.86321,0.93164,False
True,0.70288,True,3093.00000,4,0.91001,-14.61704,0,False,RSEM,30,50,0.83543,0.91964,False
True,0.95091,True,3422.00000,0,0.92345,-22.45630,10,False,RSEM,30,50,0.90298,0.73194,False
True,0.94183,True,5621.00000,1,0.89787,-23.09881,10,False,RSEM,30,50,0.88116,0.71833,False
True,0.93871,True,4226.00000,2,0.88207,-24.53555,10,False,RSEM,30,50,0.86346,0.70369,False
True,0.92677,True,2622.00000,3,0.87536,-25.78985,10,False,RSEM,30,50,0.84973,0.69210,False
True,0.94873,True,3101.00000,4,0.83788,-32.82924,10,False,RSEM,30,50,0.80780,0.69115,False
True,0.54053,True,3380.00000,0,0.96106,-9.15952,0,False,RSEM,30,75,0.91775,0.96946,False
True,0.58310,True,5433.00000,1,0.94907,-9.09254,0,False,RSEM,30,75,0.88791,0.95387,False
True,0.63367,True,4253.00000,2,0.93716,-10.00162,0,False,RSEM,30,75,0.85845,0.94303,False
True,0.65209,True,2561.00000,3,0.92567,-10.37553,0,False,RSEM,30,75,0.85787,0.93746,False
True,0.70660,True,3122.00000,4,0.91640,-13.35945,0,False,RSEM,30,75,0.82191,0.92824,False
True,0.93029,True,3371.00000,0,0.91823,-22.57731,10,False,RSEM,30,75,0.89825,0.74281,False
True,0.92222,True,5503.00000,1,0.90408,-22.93518,10,False,RSEM,30,75,0.87225,0.73417,False
