bias,error-frac,errors,expressed-tpms,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded,unique sequence percentage
True,0.73101,True,2212.00000,0.95893,-11.12082,0,False,Sailfish,50,75,0.92948,0.92708,False,1
True,0.73241,True,1450.00000,0.97238,-9.84456,0,False,Sailfish,50,75,0.94828,0.95197,False,2
True,0.70502,True,1095.00000,0.98472,-8.01561,0,False,Sailfish,50,75,0.96347,0.96039,False,3
True,0.75403,True,1179.00000,0.98708,-16.02547,0,False,Sailfish,50,75,0.96353,0.97843,False,4
True,0.94362,True,13090.00000,0.84320,-43.63675,10,False,Sailfish,50,75,0.83453,0.72612,False,0
True,0.91323,True,2132.00000,0.88954,-26.65529,10,False,Sailfish,50,75,0.93574,0.59385,False,1
True,0.88403,True,1440.00000,0.90703,-23.07415,10,False,Sailfish,50,75,0.94028,0.54618,False,2
True,0.88305,True,1103.00000,0.87990,-17.24982,10,False,Sailfish,50,75,0.96917,0.50635,False,3
True,0.89667,True,1142.00000,0.91339,-22.70593,10,False,Sailfish,50,75,0.96760,0.57062,False,4
True,0.83178,True,13102.00000,0.91445,-25.92096,0,False,Sailfish,50,100,0.87338,0.91182,False,0
True,0.73645,True,2159.00000,0.96822,-9.79950,0,False,Sailfish,50,100,0.93516,0.93158,False,1
True,0.71989,True,1478.00000,0.97799,-9.32337,0,False,Sailfish,50,100,0.94520,0.95437,False,2
True,0.72555,True,1053.00000,0.97618,-7.46880,0,False,Sailfish,50,100,0.96771,0.96941,False,3
True,0.74016,True,1093.00000,0.98152,-12.56370,0,False,Sailfish,50,100,0.96798,0.97758,False,4
True,0.93703,True,13150.00000,0.86609,-41.03252,10,False,Sailfish,50,100,0.84015,0.73111,False,0
True,0.89019,True,2213.00000,0.91497,-20.89308,10,False,Sailfish,50,100,0.94397,0.60522,False,1
True,0.87662,True,1467.00000,0.90512,-17.92090,10,False,Sailfish,50,100,0.95365,0.56212,False,2
True,0.86278,True,1115.00000,0.91032,-15.31881,10,False,Sailfish,50,100,0.95964,0.51364,False,3
True,0.86146,True,1126.00000,0.90056,-18.66538,10,False,Sailfish,50,100,0.96803,0.57405,False,4
True,0.93191,True,13204.00000,0.82195,-45.12374,0,False,Cufflinks,50,50,0.83301,0.91353,True,0
True,0.90261,True,2146.00000,0.88482,-15.85619,0,False,Cufflinks,50,50,0.90261,0.93751,True,1
True,0.90000,True,1400.00000,0.91243,-20.88694,0,False,Cufflinks,50,50,0.90929,0.95989,True,2
True,0.90414,True,1064.00000,0.91852,-23.61223,0,False,Cufflinks,50,50,0.92951,0.97277,True,3
True,0.92115,True,1078.00000,0.92838,-25.39077,0,False,Cufflinks,50,50,0.92301,0.97735,True,4
True,0.89638,True,13212.00000,0.80983,-37.14214,10,False,Cufflinks,50,50,0.82811,0.79247,True,0
True,0.85261,True,2239.00000,0.88150,-9.97158,10,False,Cufflinks,50,50,0.92184,0.72518,True,1
True,0.82698,True,1468.00000,0.89201,-5.66614,10,False,Cufflinks,50,50,0.93256,0.70897,True,2
True,0.82436,True,1059.00000,0.89982,-11.03178,10,False,Cufflinks,50,50,0.95467,0.70928,True,3
True,0.84517,True,1098.00000,0.89067,-15.59202,10,False,Cufflinks,50,50,0.93078,0.76686,True,4
True,0.85917,True,13030.00000,0.88098,-24.54172,0,False,Cufflinks,50,75,0.85733,0.91624,True,0
True,0.79339,True,2149.00000,0.91993,-8.29270,0,False,Cufflinks,50,75,0.91484,0.93213,True,1
True,0.78023,True,1497.00000,0.94397,-4.72134,0,False,Cufflinks,50,75,0.94656,0.95842,True,2
True,0.77062,True,1055.00000,0.96932,-3.72689,0,False,Cufflinks,50,75,0.95640,0.97450,True,3
True,0.78827,True,1091.00000,0.94575,-11.24213,0,False,Cufflinks,50,75,0.94500,0.98391,True,4
True,0.89642,True,13207.00000,0.84550,-35.83225,10,False,Cufflinks,50,75,0.83736,0.80924,True,0
True,0.86212,True,2125.00000,0.90528,-14.91420,10,False,Cufflinks,50,75,0.91953,0.74886,True,1
True,0.84610,True,1449.00000,0.91649,-4.09481,10,False,Cufflinks,50,75,0.93996,0.72274,True,2
True,0.82906,True,1053.00000,0.90270,3.52761,10,False,Cufflinks,50,75,0.96106,0.70627,True,3
True,0.84355,True,1093.00000,0.90449,-0.12336,10,False,Cufflinks,50,75,0.94328,0.76991,True,4
True,0.84775,True,12972.00000,0.88804,-21.82290,0,False,Cufflinks,50,100,0.85939,0.92573,True,0
True,0.78680,True,2167.00000,0.94683,-5.08726,0,False,Cufflinks,50,100,0.90817,0.94409,True,1
True,0.76475,True,1407.00000,0.95586,-3.63300,0,False,Cufflinks,50,100,0.93461,0.96427,True,2
True,0.76827,True,1122.00000,0.96104,-0.43407,0,False,Cufflinks,50,100,0.96346,0.97969,True,3
True,0.79009,True,1110.00000,0.94184,-9.59277,0,False,Cufflinks,50,100,0.93694,0.98594,True,4
True,0.91465,True,13239.00000,0.83378,-39.87319,10,False,Cufflinks,50,100,0.82642,0.83216,True,0
True,0.89152,True,2111.00000,0.88522,-14.47771,10,False,Cufflinks,50,100,0.90952,0.78402,True,1
True,0.88889,True,1449.00000,0.88680,-0.36825,10,False,Cufflinks,50,100,0.92063,0.74744,True,2
True,0.87407,True,1080.00000,0.90094,2.60139,10,False,Cufflinks,50,100,0.93333,0.74083,True,3
True,0.89364,True,1147.00000,0.88028,0.98660,10,False,Cufflinks,50,100,0.94071,0.78454,True,4
True,0.97690,True,13204.00000,0.80798,-64.15766,0,False,Salmon,50,50,0.80248,0.88237,True,0
True,0.95806,True,2146.00000,0.86643,-50.63012,0,False,Salmon,50,50,0.86859,0.89299,True,1
True,0.95571,True,1400.00000,0.90441,-49.85527,0,False,Salmon,50,50,0.88643,0.92493,True,2
True,0.94831,True,1064.00000,0.92391,-44.87080,0,False,Salmon,50,50,0.90789,0.94170,True,3
True,0.96846,True,1078.00000,0.96885,-51.08515,0,False,Salmon,50,50,0.91837,0.95306,True,4
True,0.98380,True,13212.00000,0.76515,-73.08871,10,False,Salmon,50,50,0.77914,0.73739,True,0
True,0.96740,True,2239.00000,0.81954,-58.69845,10,False,Salmon,50,50,0.88790,0.62718,True,1
True,0.96730,True,1468.00000,0.86503,-54.20852,10,False,Salmon,50,50,0.90531,0.58397,True,2
True,0.96601,True,1059.00000,0.88080,-53.74641,10,False,Salmon,50,50,0.93579,0.54344,True,3
True,0.97359,True,1098.00000,0.89735,-57.60513,10,False,Salmon,50,50,0.91075,0.60487,True,4
True,0.96155,True,13030.00000,0.84524,-58.85876,0,False,Salmon,50,75,0.81742,0.89009,True,0
True,0.93997,True,2149.00000,0.88782,-47.19637,0,False,Salmon,50,75,0.88599,0.89741,True,1
True,0.92251,True,1497.00000,0.93865,-41.58896,0,False,Salmon,50,75,0.90848,0.92967,True,2
True,0.91090,True,1055.00000,0.95909,-39.35729,0,False,Salmon,50,75,0.92038,0.93753,True,3
True,0.92759,True,1091.00000,0.95080,-44.57697,0,False,Salmon,50,75,0.90467,0.95889,True,4
True,0.97706,True,13207.00000,0.80510,-64.04132,10,False,Salmon,50,75,0.80578,0.73450,True,0
True,0.95953,True,2125.00000,0.85259,-46.88038,10,False,Salmon,50,75,0.90259,0.62107,True,1
True,0.96273,True,1449.00000,0.88065,-42.49682,10,False,Salmon,50,75,0.93030,0.58195,True,2
True,0.94492,True,1053.00000,0.87439,-39.07159,10,False,Salmon,50,75,0.94397,0.53958,True,3
True,0.95425,True,1093.00000,0.90767,-46.10648,10,False,Salmon,50,75,0.93504,0.60418,True,4
True,0.93532,True,12972.00000,0.86428,-51.26944,0,False,Salmon,50,100,0.83580,0.89570,True,0
True,0.88048,True,2167.00000,0.90980,-37.19848,0,False,Salmon,50,100,0.87725,0.91190,True,1
True,0.87704,True,1407.00000,0.94766,-35.60320,0,False,Salmon,50,100,0.90689,0.93338,True,2
True,0.86364,True,1122.00000,0.96275,-32.62991,0,False,Salmon,50,100,0.93137,0.94522,True,3
True,0.89189,True,1110.00000,0.96878,-40.12433,0,False,Salmon,50,100,0.92523,0.96168,True,4
True,0.97024,True,13239.00000,0.82786,-58.33580,10,False,Salmon,50,100,0.82166,0.73400,True,0
True,0.93842,True,2111.00000,0.87332,-39.53443,10,False,Salmon,50,100,0.92089,0.62745,True,1
True,0.93927,True,1449.00000,0.88713,-37.42383,10,False,Salmon,50,100,0.93237,0.57858,True,2
True,0.94259,True,1080.00000,0.89229,-36.56145,10,False,Salmon,50,100,0.94907,0.54720,True,3
True,0.94246,True,1147.00000,0.89675,-40.47236,10,False,Salmon,50,100,0.95466,0.60621,True,4
True,0.71425,True,13204.00000,0.88001,-15.55202,0,False,RSEM,50,50,0.86383,0.91982,True,0
True,0.58062,True,2146.00000,0.94054,-7.10233,0,False,RSEM,50,50,0.91659,0.95491,True,1
True,0.54214,True,1400.00000,0.95976,-7.40092,0,False,RSEM,50,50,0.93143,0.97911,True,2
True,0.49436,True,1064.00000,0.96349,-6.77285,0,False,RSEM,50,50,0.94361,0.98865,True,3
True,0.43599,True,1078.00000,0.98730,-8.19694,0,False,RSEM,50,50,0.95640,0.98861,True,4
True,0.95852,True,13212.00000,0.82934,-35.54542,10,False,RSEM,50,50,0.81502,0.76483,True,0
True,0.93881,True,2239.00000,0.88691,-23.38960,10,False,RSEM,50,50,0.90621,0.66580,True,1
True,0.92916,True,1468.00000,0.90066,-20.92267,10,False,RSEM,50,50,0.93324,0.60829,True,2
True,0.92257,True,1059.00000,0.89492,-20.52385,10,False,RSEM,50,50,0.95751,0.55819,True,3
True,0.93443,True,1098.00000,0.90847,-21.62832,10,False,RSEM,50,50,0.95082,0.60405,True,4
True,0.72832,True,13030.00000,0.90769,-14.00186,0,False,RSEM,50,75,0.86485,0.92915,True,0
True,0.60772,True,2149.00000,0.95063,-7.74835,0,False,RSEM,50,75,0.92043,0.95647,True,1
True,0.56780,True,1497.00000,0.96989,-6.41438,0,False,RSEM,50,75,0.94188,0.97497,True,2
True,0.52133,True,1055.00000,0.98141,-6.28256,0,False,RSEM,50,75,0.95450,0.98796,True,3
True,0.53804,True,1091.00000,0.97399,-8.50130,0,False,RSEM,50,75,0.95784,0.99079,True,4
True,0.93617,True,13207.00000,0.86619,-28.64492,10,False,RSEM,50,75,0.83274,0.78126,True,0
True,0.89506,True,2125.00000,0.91371,-18.44987,10,False,RSEM,50,75,0.91576,0.68804,True,1
True,0.87923,True,1449.00000,0.91190,-15.70535,10,False,RSEM,50,75,0.94410,0.62586,True,2
True,0.84046,True,1053.00000,0.89900,-13.75168,10,False,RSEM,50,75,0.96296,0.57895,True,3
True,0.87466,True,1093.00000,0.92812,-15.82548,10,False,RSEM,50,75,0.96249,0.62220,True,4
True,0.85530,True,12972.00000,0.91760,-22.20425,0,False,RSEM,50,100,0.86486,0.93814,True,0
True,0.75958,True,2167.00000,0.96232,-16.00142,0,False,RSEM,50,100,0.90586,0.96409,True,1
True,0.74698,True,1407.00000,0.98320,-15.12270,0,False,RSEM,50,100,0.93959,0.97983,True,2
True,0.71123,True,1122.00000,0.98184,-14.30767,0,False,RSEM,50,100,0.95633,0.98913,True,3
True,0.75315,True,1110.00000,0.98950,-17.82398,0,False,RSEM,50,100,0.95315,0.99063,True,4
True,0.93610,True,13239.00000,0.88333,-29.41287,10,False,RSEM,50,100,0.83518,0.80259,True,0
True,0.88773,True,2111.00000,0.92536,-20.19543,10,False,RSEM,50,100,0.92184,0.72626,True,1
True,0.88613,True,1449.00000,0.93107,-17.95216,10,False,RSEM,50,100,0.94065,0.65161,True,2
True,0.86667,True,1080.00000,0.92887,-15.59310,10,False,RSEM,50,100,0.96111,0.60293,True,3
True,0.87446,True,1147.00000,0.91178,-16.72221,10,False,RSEM,50,100,0.96513,0.64473,True,4
True,0.81589,True,13204.00000,0.92310,-22.81718,0,False,Kallisto,50,50,0.88859,0.92633,True,0
True,0.71948,True,2146.00000,0.96679,-5.02980,0,False,Kallisto,50,50,0.94129,0.95405,True,1
True,0.70857,True,1400.00000,0.97516,-5.70277,0,False,Kallisto,50,50,0.94929,0.96955,True,2
True,0.70395,True,1064.00000,0.97792,-4.00865,0,False,Kallisto,50,50,0.96053,0.97333,True,3
True,0.76252,True,1078.00000,0.98668,-12.60209,0,False,Kallisto,50,50,0.96104,0.97900,True,4
True,0.91069,True,13212.00000,0.87174,-35.88453,10,False,Kallisto,50,50,0.83916,0.76122,True,0
True,0.83564,True,2239.00000,0.90831,-18.16762,10,False,Kallisto,50,50,0.92765,0.67784,True,1
True,0.79223,True,1468.00000,0.92191,-12.74531,10,False,Kallisto,50,50,0.93869,0.61813,True,2
True,0.77526,True,1059.00000,0.92240,-10.43755,10,False,Kallisto,50,50,0.96601,0.56967,True,3
True,0.83424,True,1098.00000,0.92338,-15.29475,10,False,Kallisto,50,50,0.95811,0.61588,True,4
True,0.81404,True,13030.00000,0.93289,-21.25922,0,False,Kallisto,50,75,0.88219,0.93115,True,0
True,0.72685,True,2149.00000,0.96577,-6.77035,0,False,Kallisto,50,75,0.93253,0.95060,True,1
True,0.72879,True,1497.00000,0.97447,-4.66050,0,False,Kallisto,50,75,0.95524,0.96616,True,2
True,0.72891,True,1055.00000,0.98248,-4.12286,0,False,Kallisto,50,75,0.96209,0.97946,True,3
True,0.78460,True,1091.00000,0.97397,-11.01912,0,False,Kallisto,50,75,0.96242,0.98378,True,4
True,0.89210,True,13207.00000,0.88570,-34.02409,10,False,Kallisto,50,75,0.85016,0.76181,True,0
True,0.81365,True,2125.00000,0.91371,-17.64630,10,False,Kallisto,50,75,0.92753,0.67496,True,1
True,0.80676,True,1449.00000,0.92276,-11.64155,10,False,Kallisto,50,75,0.95100,0.61214,True,2
True,0.77018,True,1053.00000,0.91267,-7.44733,10,False,Kallisto,50,75,0.96676,0.57187,True,3
True,0.78957,True,1093.00000,0.93607,-11.97519,10,False,Kallisto,50,75,0.96889,0.61312,True,4
True,0.81252,True,12972.00000,0.93460,-20.31353,0,False,Kallisto,50,100,0.88144,0.93193,True,0
True,0.73835,True,2167.00000,0.96997,-5.46400,0,False,Kallisto,50,100,0.91786,0.95455,True,1
True,0.72992,True,1407.00000,0.98346,-4.20037,0,False,Kallisto,50,100,0.94670,0.96806,True,2
True,0.72014,True,1122.00000,0.98485,-2.15752,0,False,Kallisto,50,100,0.96346,0.97755,True,3
True,0.79099,True,1110.00000,0.98789,-11.41885,0,False,Kallisto,50,100,0.95856,0.98249,True,4
True,0.89554,True,13239.00000,0.89089,-33.07070,10,False,Kallisto,50,100,0.84961,0.76072,True,0
True,0.81525,True,2111.00000,0.92899,-16.09467,10,False,Kallisto,50,100,0.93415,0.67221,True,1
True,0.78744,True,1449.00000,0.92609,-11.73466,10,False,Kallisto,50,100,0.94341,0.60802,True,2
True,0.80648,True,1080.00000,0.91975,-9.93202,10,False,Kallisto,50,100,0.96481,0.57421,True,3
True,0.78378,True,1147.00000,0.92765,-9.35087,10,False,Kallisto,50,100,0.97297,0.61355,True,4
True,0.90601,True,13204.00000,0.88439,-40.49365,0,False,Express,50,50,0.85323,0.89921,True,0
True,0.83411,True,2146.00000,0.91834,-25.72451,0,False,Express,50,50,0.87465,0.95827,True,1
True,0.83429,True,1400.00000,0.94449,-24.90985,0,False,Express,50,50,0.88929,0.97806,True,2
True,0.81297,True,1064.00000,0.96049,-20.98985,0,False,Express,50,50,0.91353,0.98624,True,3
True,0.84045,True,1078.00000,0.98058,-26.05525,0,False,Express,50,50,0.92208,0.98971,True,4
True,0.96125,True,13212.00000,0.82204,-53.12133,10,False,Express,50,50,0.81123,0.72659,True,0
True,0.93345,True,2239.00000,0.85113,-34.35062,10,False,Express,50,50,0.87539,0.63446,True,1
True,0.93529,True,1468.00000,0.86502,-27.14746,10,False,Express,50,50,0.91213,0.55668,True,2
True,0.91785,True,1059.00000,0.86063,-25.12381,10,False,Express,50,50,0.94806,0.48462,True,3
True,0.91530,True,1098.00000,0.87617,-27.62656,10,False,Express,50,50,0.93898,0.52436,True,4
True,0.88910,True,13030.00000,0.91123,-34.66096,0,False,Express,50,75,0.84582,0.90734,True,0
True,0.81201,True,2149.00000,0.93395,-21.84867,0,False,Express,50,75,0.87622,0.96585,True,1
True,0.80628,True,1497.00000,0.96218,-18.91597,0,False,Express,50,75,0.90381,0.98016,True,2
True,0.79621,True,1055.00000,0.97388,-18.81081,0,False,Express,50,75,0.91280,0.98966,True,3
True,0.83868,True,1091.00000,0.96373,-20.82019,0,False,Express,50,75,0.92117,0.99161,True,4
True,0.94866,True,13207.00000,0.86008,-47.92918,10,False,Express,50,75,0.81366,0.73482,True,0
True,0.91294,True,2125.00000,0.88183,-30.60124,10,False,Express,50,75,0.88376,0.65101,True,1
True,0.89303,True,1449.00000,0.88340,-22.33224,10,False,Express,50,75,0.91718,0.56348,True,2
True,0.88794,True,1053.00000,0.86949,-18.69985,10,False,Express,50,75,0.95062,0.49497,True,3
True,0.90210,True,1093.00000,0.90092,-21.58159,10,False,Express,50,75,0.95700,0.52923,True,4
True,0.86949,True,12972.00000,0.92325,-28.79894,0,False,Express,50,100,0.84574,0.91819,True,0
True,0.80018,True,2167.00000,0.94948,-17.67934,0,False,Express,50,100,0.86018,0.97477,True,1
True,0.78962,True,1407.00000,0.96984,-15.89681,0,False,Express,50,100,0.89481,0.98413,True,2
True,0.74242,True,1122.00000,0.97214,-13.09931,0,False,Express,50,100,0.90909,0.99156,True,3
True,0.79099,True,1110.00000,0.97668,-17.06684,0,False,Express,50,100,0.92703,0.99076,True,4
True,0.93534,True,13239.00000,0.87195,-43.76366,10,False,Express,50,100,0.81132,0.74420,True,0
True,0.90052,True,2111.00000,0.89602,-25.68878,10,False,Express,50,100,0.88110,0.66936,True,1
True,0.87716,True,1449.00000,0.89449,-19.98297,10,False,Express,50,100,0.91787,0.56813,True,2
True,0.88333,True,1080.00000,0.89170,-16.70395,10,False,Express,50,100,0.94074,0.50583,True,3
True,0.88753,True,1147.00000,0.87489,-18.57417,10,False,Express,50,100,0.94856,0.54358,True,4
True,0.89026,True,13204.00000,0.84072,-39.26506,0,False,Sailfish,50,50,0.84989,0.89371,True,0
True,0.79870,True,2146.00000,0.91107,-18.87346,0,False,Sailfish,50,50,0.91799,0.90573,True,1
True,0.80214,True,1400.00000,0.94055,-20.14855,0,False,Sailfish,50,50,0.92929,0.94278,True,2
True,0.76222,True,1064.00000,0.96364,-18.33933,0,False,Sailfish,50,50,0.94737,0.95929,True,3
True,0.80798,True,1078.00000,0.98308,-25.49210,0,False,Sailfish,50,50,0.94991,0.96843,True,4
True,0.96322,True,13212.00000,0.79000,-51.71256,10,False,Sailfish,50,50,0.80942,0.73380,True,0
True,0.92765,True,2239.00000,0.84268,-31.98066,10,False,Sailfish,50,50,0.91514,0.61702,True,1
True,0.91144,True,1468.00000,0.88433,-26.99793,10,False,Sailfish,50,50,0.93460,0.57456,True,2
True,0.90557,True,1059.00000,0.89023,-24.93088,10,False,Sailfish,50,50,0.96412,0.53225,True,3
True,0.92259,True,1098.00000,0.90384,-30.12575,10,False,Sailfish,50,50,0.94171,0.58960,True,4
True,0.87114,True,13030.00000,0.88001,-33.69482,0,False,Sailfish,50,75,0.86209,0.90346,True,0
True,0.78688,True,2149.00000,0.93115,-16.86475,0,False,Sailfish,50,75,0.92369,0.91144,True,1
True,0.77622,True,1497.00000,0.95747,-14.81167,0,False,Sailfish,50,75,0.94456,0.94590,True,2
True,0.76588,True,1055.00000,0.97628,-14.82683,0,False,Sailfish,50,75,0.95450,0.96572,True,3
True,0.79835,True,1091.00000,0.96738,-21.11687,0,False,Sailfish,50,75,0.94775,0.97621,True,4
True,0.94927,True,13207.00000,0.82990,-45.65181,10,False,Sailfish,50,75,0.82714,0.73556,True,0
True,0.90353,True,2125.00000,0.87671,-26.98750,10,False,Sailfish,50,75,0.92188,0.62050,True,1
True,0.88406,True,1449.00000,0.89796,-21.46250,10,False,Sailfish,50,75,0.94824,0.57361,True,2
True,0.87559,True,1053.00000,0.88698,-17.93375,10,False,Sailfish,50,75,0.96486,0.53392,True,3
True,0.87557,True,1093.00000,0.92335,-23.47269,10,False,Sailfish,50,75,0.96432,0.58823,True,4
True,0.85029,True,12972.00000,0.89861,-28.27494,0,False,Sailfish,50,100,0.86833,0.91151,True,0
True,0.75035,True,2167.00000,0.94809,-11.36125,0,False,Sailfish,50,100,0.91324,0.92581,True,1
True,0.75195,True,1407.00000,0.97314,-11.58681,0,False,Sailfish,50,100,0.94243,0.95293,True,2
True,0.68984,True,1122.00000,0.98199,-8.64920,0,False,Sailfish,50,100,0.96435,0.96882,True,3
True,0.78198,True,1110.00000,0.98525,-17.30437,0,False,Sailfish,50,100,0.95766,0.97698,True,4
True,0.93995,True,13239.00000,0.84984,-41.58305,10,False,Sailfish,50,100,0.83549,0.73944,True,0
True,0.90336,True,2111.00000,0.89857,-22.96301,10,False,Sailfish,50,100,0.93368,0.62580,True,1
True,0.87509,True,1449.00000,0.90196,-18.58848,10,False,Sailfish,50,100,0.94755,0.57277,True,2
True,0.88056,True,1080.00000,0.90295,-17.78871,10,False,Sailfish,50,100,0.96481,0.53711,True,3
True,0.87184,True,1147.00000,0.90492,-18.33979,10,False,Sailfish,50,100,0.97210,0.59041,True,4
True,0.85496,True,13017.00000,0.88362,-23.82878,0,False,Cufflinks,30,50,0.84804,0.91354,False,0
True,0.78497,True,2116.00000,0.93666,-4.81597,0,False,Cufflinks,30,50,0.91635,0.93586,False,1
True,0.78446,True,1429.00000,0.95683,-2.67697,0,False,Cufflinks,30,50,0.94122,0.95714,False,2
True,0.79359,True,1061.00000,0.97193,-5.15495,0,False,Cufflinks,30,50,0.94533,0.97249,False,3
True,0.78571,True,1134.00000,0.94581,-6.19544,0,False,Cufflinks,30,50,0.94092,0.97967,False,4
True,0.88086,True,13119.00000,0.85589,-33.26315,10,False,Cufflinks,30,50,0.83612,0.78433,False,0
True,0.78615,True,2137.00000,0.93603,-13.02653,10,False,Cufflinks,30,50,0.92794,0.70837,False,1
True,0.79153,True,1487.00000,0.90244,-9.99030,10,False,Cufflinks,30,50,0.93948,0.69005,False,2
True,0.78064,True,1126.00000,0.93563,-8.98515,10,False,Cufflinks,30,50,0.95826,0.68517,False,3
True,0.80677,True,1123.00000,0.92179,-13.45023,10,False,Cufflinks,30,50,0.95904,0.75252,False,4
True,0.85501,True,13118.00000,0.89216,-23.37530,0,False,Cufflinks,30,75,0.83946,0.91990,False,0
True,0.78691,True,2093.00000,0.94868,-6.27220,0,False,Cufflinks,30,75,0.89584,0.93639,False,1
True,0.77080,True,1418.00000,0.96714,-3.83754,0,False,Cufflinks,30,75,0.93653,0.96318,False,2
True,0.76960,True,1046.00000,0.96810,-0.66772,0,False,Cufflinks,30,75,0.94933,0.97467,False,3
True,0.80819,True,1074.00000,0.94634,-7.84849,0,False,Cufflinks,30,75,0.92644,0.98587,False,4
True,0.87655,True,13001.00000,0.85504,-32.73719,10,False,Cufflinks,30,75,0.82355,0.79932,False,0
True,0.78581,True,2143.00000,0.92299,-11.88000,10,False,Cufflinks,30,75,0.91974,0.72155,False,1
True,0.75973,True,1465.00000,0.91922,-7.84268,10,False,Cufflinks,30,75,0.94266,0.70293,False,2
True,0.76974,True,1064.00000,0.94640,-7.40958,10,False,Cufflinks,30,75,0.94643,0.69759,False,3
True,0.81536,True,1094.00000,0.89139,-14.74533,10,False,Cufflinks,30,75,0.94059,0.75309,False,4
True,0.84399,True,13185.00000,0.89997,-22.10675,0,False,Cufflinks,30,100,0.82958,0.92574,False,0
True,0.79372,True,2167.00000,0.95276,-4.72864,0,False,Cufflinks,30,100,0.89755,0.94674,False,1
True,0.78430,True,1516.00000,0.97108,-1.57939,0,False,Cufflinks,30,100,0.92480,0.96333,False,2
True,0.77057,True,1094.00000,0.96779,-0.28775,0,False,Cufflinks,30,100,0.93601,0.97521,False,3
True,0.78464,True,1068.00000,0.94564,-6.08556,0,False,Cufflinks,30,100,0.93539,0.98602,False,4
True,0.86482,True,13123.00000,0.87337,-28.69438,10,False,Cufflinks,30,100,0.82542,0.81922,False,0
True,0.79153,True,2101.00000,0.91213,-12.10651,10,False,Cufflinks,30,100,0.89386,0.76284,False,1
True,0.74600,True,1437.00000,0.93035,-4.66865,10,False,Cufflinks,30,100,0.91997,0.73205,False,2
True,0.78063,True,1053.00000,0.93215,-2.47999,10,False,Cufflinks,30,100,0.94112,0.71661,False,3
True,0.81495,True,1124.00000,0.93208,-7.07483,10,False,Cufflinks,30,100,0.95552,0.76506,False,4
True,0.97933,True,13017.00000,0.85304,-61.98836,0,False,Salmon,30,50,0.81340,0.88798,False,0
True,0.96361,True,2116.00000,0.92227,-51.57552,0,False,Salmon,30,50,0.89178,0.90451,False,1
True,0.96011,True,1429.00000,0.93486,-46.86695,0,False,Salmon,30,50,0.91882,0.92206,False,2
True,0.95947,True,1061.00000,0.96817,-48.02867,0,False,Salmon,30,50,0.90858,0.93691,False,3
True,0.96296,True,1134.00000,0.97097,-49.33783,0,False,Salmon,30,50,0.92681,0.95062,False,4
True,0.98087,True,13119.00000,0.81636,-66.82250,10,False,Salmon,30,50,0.79655,0.73105,False,0
True,0.96865,True,2137.00000,0.89519,-50.10242,10,False,Salmon,30,50,0.90969,0.60959,False,1
True,0.95158,True,1487.00000,0.88166,-46.40853,10,False,Salmon,30,50,0.92737,0.57296,False,2
True,0.94050,True,1126.00000,0.89907,-43.28644,10,False,Salmon,30,50,0.95648,0.52132,False,3
True,0.95726,True,1123.00000,0.90186,-46.38457,10,False,Salmon,30,50,0.94390,0.58790,False,4
True,0.96181,True,13118.00000,0.87567,-55.35767,0,False,Salmon,30,75,0.81522,0.89572,False,0
True,0.93884,True,2093.00000,0.92522,-43.61161,0,False,Salmon,30,75,0.88055,0.90973,False,1
True,0.94640,True,1418.00000,0.95581,-41.06882,0,False,Salmon,30,75,0.90762,0.93278,False,2
True,0.91874,True,1046.00000,0.97119,-36.74539,0,False,Salmon,30,75,0.91874,0.93973,False,3
True,0.93017,True,1074.00000,0.96361,-42.52455,0,False,Salmon,30,75,0.92272,0.95995,False,4
True,0.97754,True,13001.00000,0.81795,-63.57271,10,False,Salmon,30,75,0.79502,0.72956,False,0
True,0.95894,True,2143.00000,0.87734,-47.01149,10,False,Salmon,30,75,0.90154,0.59918,False,1
True,0.96587,True,1465.00000,0.89135,-41.50868,10,False,Salmon,30,75,0.93788,0.56306,False,2
True,0.95771,True,1064.00000,0.91052,-39.56582,10,False,Salmon,30,75,0.95207,0.52014,False,3
True,0.96252,True,1094.00000,0.88326,-42.06376,10,False,Salmon,30,75,0.94973,0.58955,False,4
True,0.94653,True,13185.00000,0.88511,-50.15531,0,False,Salmon,30,100,0.81016,0.89964,False,0
True,0.90955,True,2167.00000,0.94128,-37.38805,0,False,Salmon,30,100,0.86664,0.91921,False,1
True,0.89380,True,1516.00000,0.96611,-32.70292,0,False,Salmon,30,100,0.91227,0.93335,False,2
True,0.87660,True,1094.00000,0.96669,-30.50471,0,False,Salmon,30,100,0.91956,0.94402,False,3
True,0.90918,True,1068.00000,0.97765,-36.09651,0,False,Salmon,30,100,0.93727,0.96149,False,4
True,0.97287,True,13123.00000,0.84263,-58.99576,10,False,Salmon,30,100,0.81361,0.73062,False,0
True,0.94669,True,2101.00000,0.87400,-42.53427,10,False,Salmon,30,100,0.91099,0.61680,False,1
True,0.94433,True,1437.00000,0.89728,-36.13884,10,False,Salmon,30,100,0.92554,0.57784,False,2
True,0.93352,True,1053.00000,0.89298,-33.77254,10,False,Salmon,30,100,0.94492,0.53052,False,3
True,0.93505,True,1124.00000,0.90987,-37.10966,10,False,Salmon,30,100,0.95374,0.58950,False,4
True,0.62918,True,13017.00000,0.92140,-10.95411,0,False,RSEM,30,50,0.85772,0.92820,False,0
