bias,error-frac,errors,expressed-tpms,log-tpm-rho,log10 real TPM,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded
True,0.94966,True,2523.00000,0.22135,1,-42.62731,10,False,Express,50,50,0.84146,1.00000,False
True,0.92500,True,2760.00000,0.29645,2,-39.19631,10,False,Express,50,50,0.94167,1.00000,False
True,0.92352,True,3282.00000,0.49058,3,-40.60090,10,False,Express,50,50,0.98263,1.00000,False
True,0.93381,True,5696.00000,0.80199,4,-40.61286,10,False,Express,50,50,0.99737,1.00000,False
True,0.93437,True,4708.00000,0.47386,0,-72.70005,0,False,Express,50,75,0.52719,0.93375,False
True,0.87767,True,2624.00000,0.43808,1,-28.61150,0,False,Express,50,75,0.92607,1.00000,False
True,0.84066,True,2956.00000,0.53940,2,-22.86989,0,False,Express,50,75,0.98139,1.00000,False
True,0.82096,True,3273.00000,0.59108,3,-19.22025,0,False,Express,50,75,0.99419,1.00000,False
True,0.77096,True,5427.00000,0.84474,4,-17.59374,0,False,Express,50,75,1.00000,1.00000,False
True,0.96823,True,4721.00000,0.13660,0,-62.22672,10,False,Express,50,75,0.54607,0.64702,False
True,0.93965,True,2618.00000,0.20296,1,-42.55500,10,False,Express,50,75,0.82353,1.00000,False
True,0.91769,True,2855.00000,0.35179,2,-37.50797,10,False,Express,50,75,0.94326,1.00000,False
True,0.90980,True,3226.00000,0.49552,3,-37.59166,10,False,Express,50,75,0.98264,1.00000,False
True,0.90395,True,5487.00000,0.83753,4,-36.18541,10,False,Express,50,75,0.99708,1.00000,False
True,0.94093,True,4605.00000,0.47256,0,-72.05311,0,False,Express,50,100,0.52986,0.93762,False
True,0.87770,True,2592.00000,0.43316,1,-28.38918,0,False,Express,50,100,0.92554,1.00000,False
True,0.83772,True,2890.00000,0.56733,2,-22.24485,0,False,Express,50,100,0.98028,1.00000,False
True,0.80235,True,3228.00000,0.63543,3,-18.26640,0,False,Express,50,100,0.99411,1.00000,False
True,0.76176,True,5570.00000,0.86820,4,-16.32687,0,False,Express,50,100,0.99928,1.00000,False
True,0.96825,True,4787.00000,0.17200,0,-60.15596,10,False,Express,50,100,0.54878,0.66381,False
True,0.93073,True,2584.00000,0.26080,1,-39.62581,10,False,Express,50,100,0.83437,1.00000,False
True,0.90878,True,2883.00000,0.41417,2,-35.68535,10,False,Express,50,100,0.94866,1.00000,False
True,0.88600,True,3193.00000,0.54256,3,-33.36236,10,False,Express,50,100,0.98591,1.00000,False
True,0.88211,True,5624.00000,0.84661,4,-32.25575,10,False,Express,50,100,0.99787,1.00000,False
True,0.89843,True,4785.00000,0.55517,0,-36.87443,0,False,Sailfish,50,50,0.64848,0.91156,False
True,0.85670,True,2575.00000,0.47228,1,-29.24116,0,False,Sailfish,50,50,0.92311,1.00000,False
True,0.82598,True,2810.00000,0.50544,2,-27.53647,0,False,Sailfish,50,50,0.96335,1.00000,False
True,0.79877,True,3250.00000,0.55952,3,-25.85738,0,False,Sailfish,50,50,0.98462,1.00000,False
True,0.78901,True,5512.00000,0.81252,4,-27.37938,0,False,Sailfish,50,50,0.98857,1.00000,False
True,0.96531,True,4641.00000,0.24496,0,-46.52467,10,False,Sailfish,50,50,0.60741,0.67864,False
True,0.94411,True,2523.00000,0.25859,1,-40.00768,10,False,Sailfish,50,50,0.86722,1.00000,False
True,0.93913,True,2760.00000,0.31723,2,-39.84000,10,False,Sailfish,50,50,0.93913,1.00000,False
True,0.91804,True,3282.00000,0.49392,3,-39.64561,10,False,Sailfish,50,50,0.96953,1.00000,False
True,0.93978,True,5696.00000,0.79249,4,-40.66592,10,False,Sailfish,50,50,0.98385,1.00000,False
True,0.89550,True,4708.00000,0.54706,0,-30.81728,0,False,Sailfish,50,75,0.65378,0.92093,False
True,0.82279,True,2624.00000,0.48724,1,-24.54185,0,False,Sailfish,50,75,0.92492,1.00000,False
True,0.80277,True,2956.00000,0.55783,2,-22.76515,0,False,Sailfish,50,75,0.96820,1.00000,False
True,0.77666,True,3273.00000,0.59223,3,-20.21229,0,False,Sailfish,50,75,0.98045,1.00000,False
True,0.74350,True,5427.00000,0.83153,4,-20.37873,0,False,Sailfish,50,75,0.99281,1.00000,False
True,0.95954,True,4721.00000,0.22068,0,-39.82648,10,False,Sailfish,50,75,0.61512,0.67584,False
True,0.93277,True,2618.00000,0.24926,1,-37.34454,10,False,Sailfish,50,75,0.87701,1.00000,False
True,0.91594,True,2855.00000,0.37775,2,-35.21943,10,False,Sailfish,50,75,0.94011,1.00000,False
True,0.91414,True,3226.00000,0.49345,3,-37.46197,10,False,Sailfish,50,75,0.96993,1.00000,False
True,0.91744,True,5487.00000,0.82361,4,-36.73590,10,False,Sailfish,50,75,0.99034,1.00000,False
True,0.89533,True,4605.00000,0.54996,0,-28.04683,0,False,Sailfish,50,100,0.65711,0.92445,False
True,0.82060,True,2592.00000,0.51279,1,-22.87137,0,False,Sailfish,50,100,0.92438,1.00000,False
True,0.78651,True,2890.00000,0.57493,2,-19.50843,0,False,Sailfish,50,100,0.97093,1.00000,False
True,0.76549,True,3228.00000,0.63541,3,-19.11096,0,False,Sailfish,50,100,0.98358,1.00000,False
True,0.74165,True,5570.00000,0.85369,4,-19.12259,0,False,Sailfish,50,100,0.99336,1.00000,False
True,0.95613,True,4787.00000,0.24516,0,-36.07926,10,False,Sailfish,50,100,0.63150,0.68249,False
True,0.92105,True,2584.00000,0.29855,1,-32.98067,10,False,Sailfish,50,100,0.87268,1.00000,False
True,0.89976,True,2883.00000,0.43586,2,-32.98592,10,False,Sailfish,50,100,0.94658,1.00000,False
True,0.89383,True,3193.00000,0.54746,3,-34.58879,10,False,Sailfish,50,100,0.97369,1.00000,False
True,0.90772,True,5624.00000,0.84071,4,-33.66315,10,False,Sailfish,50,100,0.99218,1.00000,False
True,0.94347,True,4688.00000,0.44723,0,-55.29907,0,False,Cufflinks,50,50,0.59002,0.92694,True
True,0.92317,True,2590.00000,0.31242,1,-34.16976,0,False,Cufflinks,50,50,0.89228,1.00000,True
True,0.92769,True,2821.00000,0.29393,2,-35.14840,0,False,Cufflinks,50,50,0.93371,1.00000,True
True,0.92004,True,3214.00000,0.33391,3,-32.71969,0,False,Cufflinks,50,50,0.95395,1.00000,True
True,0.90859,True,5579.00000,0.63160,4,-32.01124,0,False,Cufflinks,50,50,0.97078,1.00000,True
True,0.92404,True,4792.00000,0.32284,0,-35.20266,10,False,Cufflinks,50,50,0.62792,0.77226,True
True,0.90401,True,2646.00000,0.25518,1,-28.11841,10,False,Cufflinks,50,50,0.86810,1.00000,True
True,0.87561,True,2854.00000,0.35283,2,-27.89209,10,False,Cufflinks,50,50,0.92537,1.00000,True
True,0.86894,True,3197.00000,0.41659,3,-27.94081,10,False,Cufflinks,50,50,0.95183,1.00000,True
True,0.83587,True,5587.00000,0.70009,4,-26.77929,10,False,Cufflinks,50,50,0.96957,1.00000,True
True,0.90058,True,4617.00000,0.53966,0,-26.79221,0,False,Cufflinks,50,75,0.65151,0.92854,True
True,0.84434,True,2589.00000,0.43619,1,-18.75605,0,False,Cufflinks,50,75,0.91078,1.00000,True
True,0.82872,True,2855.00000,0.49091,2,-19.50532,0,False,Cufflinks,50,75,0.93765,1.00000,True
True,0.82191,True,3223.00000,0.53200,3,-20.07646,0,False,Cufflinks,50,75,0.96587,1.00000,True
True,0.79126,True,5538.00000,0.80654,4,-17.83067,0,False,Cufflinks,50,75,0.98194,1.00000,True
True,0.92869,True,4740.00000,0.35774,0,-33.75917,10,False,Cufflinks,50,75,0.62722,0.78759,True
True,0.90070,True,2558.00000,0.33962,1,-24.85160,10,False,Cufflinks,50,75,0.88507,1.00000,True
True,0.88037,True,2909.00000,0.41140,2,-25.59524,10,False,Cufflinks,50,75,0.93228,1.00000,True
True,0.85329,True,3190.00000,0.43914,3,-24.25789,10,False,Cufflinks,50,75,0.96395,1.00000,True
True,0.85045,True,5530.00000,0.74842,4,-24.98047,10,False,Cufflinks,50,75,0.97541,1.00000,True
True,0.88746,True,4656.00000,0.51170,0,-23.75582,0,False,Cufflinks,50,100,0.64970,0.93733,True
True,0.83105,True,2551.00000,0.45837,1,-16.20637,0,False,Cufflinks,50,100,0.90122,1.00000,True
True,0.82267,True,2797.00000,0.53499,2,-16.59841,0,False,Cufflinks,50,100,0.94995,1.00000,True
True,0.80758,True,3191.00000,0.60617,3,-16.81495,0,False,Cufflinks,50,100,0.97086,1.00000,True
True,0.78578,True,5583.00000,0.81563,4,-15.36246,0,False,Cufflinks,50,100,0.98030,1.00000,True
True,0.94702,True,4719.00000,0.33889,0,-47.10382,10,False,Cufflinks,50,100,0.58445,0.81223,True
True,0.91171,True,2605.00000,0.28520,1,-28.01713,10,False,Cufflinks,50,100,0.87063,1.00000,True
True,0.89133,True,2917.00000,0.30546,2,-25.73276,10,False,Cufflinks,50,100,0.93007,1.00000,True
True,0.89059,True,3208.00000,0.34878,3,-25.37928,10,False,Cufflinks,50,100,0.95761,1.00000,True
True,0.88704,True,5577.00000,0.64340,4,-24.75889,10,False,Cufflinks,50,100,0.98099,1.00000,True
True,0.97334,True,4688.00000,0.44728,0,-81.77220,0,False,Salmon,50,50,0.50917,0.89439,True
True,0.96988,True,2590.00000,0.33220,1,-58.52544,0,False,Salmon,50,50,0.87645,1.00000,True
True,0.97129,True,2821.00000,0.34435,2,-59.46518,0,False,Salmon,50,50,0.92343,1.00000,True
True,0.96546,True,3214.00000,0.39107,3,-58.29541,0,False,Salmon,50,50,0.94182,1.00000,True
True,0.97293,True,5579.00000,0.68982,4,-58.00534,0,False,Salmon,50,50,0.96218,1.00000,True
True,0.97976,True,4792.00000,0.20475,0,-77.83114,10,False,Salmon,50,50,0.51920,0.69440,True
True,0.97052,True,2646.00000,0.19206,1,-66.22406,10,False,Salmon,50,50,0.82124,1.00000,True
True,0.97232,True,2854.00000,0.29624,2,-67.62121,10,False,Salmon,50,50,0.89629,1.00000,True
True,0.97717,True,3197.00000,0.36032,3,-67.70860,10,False,Salmon,50,50,0.93807,1.00000,True
True,0.98693,True,5587.00000,0.68018,4,-68.14444,10,False,Salmon,50,50,0.96367,1.00000,True
True,0.95950,True,4617.00000,0.48660,0,-73.54454,0,False,Salmon,50,75,0.52415,0.90068,True
True,0.94593,True,2589.00000,0.35039,1,-52.72777,0,False,Salmon,50,75,0.88953,1.00000,True
True,0.94886,True,2855.00000,0.38824,2,-52.11871,0,False,Salmon,50,75,0.92820,1.00000,True
True,0.94415,True,3223.00000,0.42121,3,-53.43329,0,False,Salmon,50,75,0.95873,1.00000,True
True,0.95197,True,5538.00000,0.73563,4,-51.62320,0,False,Salmon,50,75,0.97689,1.00000,True
True,0.97468,True,4740.00000,0.24967,0,-64.88587,10,False,Salmon,50,75,0.56118,0.69120,True
True,0.96599,True,2558.00000,0.27965,1,-55.69853,10,False,Salmon,50,75,0.84871,1.00000,True
True,0.95978,True,2909.00000,0.33457,2,-57.09118,10,False,Salmon,50,75,0.91337,1.00000,True
True,0.96803,True,3190.00000,0.41888,3,-58.14363,10,False,Salmon,50,75,0.95643,1.00000,True
True,0.97740,True,5530.00000,0.72838,4,-58.29194,10,False,Salmon,50,75,0.97378,1.00000,True
True,0.95103,True,4656.00000,0.47920,0,-58.39719,0,False,Salmon,50,100,0.56486,0.90708,True
True,0.92278,True,2551.00000,0.37821,1,-45.84624,0,False,Salmon,50,100,0.88828,1.00000,True
True,0.91670,True,2797.00000,0.43630,2,-45.80756,0,False,Salmon,50,100,0.94208,1.00000,True
True,0.91194,True,3191.00000,0.50069,3,-45.61004,0,False,Salmon,50,100,0.96929,1.00000,True
True,0.89164,True,5583.00000,0.75573,4,-44.32114,0,False,Salmon,50,100,0.97922,1.00000,True
True,0.96758,True,4719.00000,0.25722,0,-56.41154,10,False,Salmon,50,100,0.59017,0.69191,True
True,0.95317,True,2605.00000,0.26434,1,-50.15480,10,False,Salmon,50,100,0.86142,1.00000,True
True,0.95303,True,2917.00000,0.33447,2,-50.95472,10,False,Salmon,50,100,0.93041,1.00000,True
True,0.95916,True,3208.00000,0.44148,3,-52.52260,10,False,Salmon,50,100,0.95542,1.00000,True
True,0.96468,True,5577.00000,0.75921,4,-53.27422,10,False,Salmon,50,100,0.98350,1.00000,True
True,0.81527,True,4688.00000,0.53869,0,-18.03985,0,False,RSEM,50,50,0.66596,0.93632,True
True,0.68880,True,2590.00000,0.50554,1,-10.85865,0,False,RSEM,50,50,0.90579,1.00000,True
True,0.65261,True,2821.00000,0.52545,2,-11.03599,0,False,RSEM,50,50,0.94470,1.00000,True
True,0.59116,True,3214.00000,0.61170,3,-9.90136,0,False,RSEM,50,50,0.96422,1.00000,True
True,0.55297,True,5579.00000,0.84133,4,-10.02637,0,False,RSEM,50,50,0.98225,1.00000,True
True,0.95931,True,4792.00000,0.25415,0,-36.08813,10,False,RSEM,50,50,0.59725,0.72047,True
True,0.94558,True,2646.00000,0.24823,1,-28.15743,10,False,RSEM,50,50,0.85110,1.00000,True
True,0.93798,True,2854.00000,0.39031,2,-27.34744,10,False,RSEM,50,50,0.91381,1.00000,True
True,0.94088,True,3197.00000,0.51734,3,-28.16097,10,False,RSEM,50,50,0.95183,1.00000,True
True,0.95740,True,5587.00000,0.81693,4,-26.69222,10,False,RSEM,50,50,0.97727,1.00000,True
True,0.83712,True,4617.00000,0.57612,0,-20.00114,0,False,RSEM,50,75,0.65670,0.94270,True
True,0.69255,True,2589.00000,0.51868,1,-10.92434,0,False,RSEM,50,75,0.91232,1.00000,True
True,0.67005,True,2855.00000,0.58349,2,-11.18938,0,False,RSEM,50,75,0.94256,1.00000,True
True,0.64319,True,3223.00000,0.63963,3,-11.52668,0,False,RSEM,50,75,0.97487,1.00000,True
True,0.56681,True,5538.00000,0.87976,4,-10.30874,0,False,RSEM,50,75,0.98989,1.00000,True
True,0.94536,True,4740.00000,0.29033,0,-30.00136,10,False,RSEM,50,75,0.61646,0.73791,True
True,0.91321,True,2558.00000,0.35925,1,-24.04807,10,False,RSEM,50,75,0.86630,1.00000,True
True,0.91200,True,2909.00000,0.45012,2,-23.24825,10,False,RSEM,50,75,0.93262,1.00000,True
True,0.89248,True,3190.00000,0.56259,3,-23.09844,10,False,RSEM,50,75,0.96270,1.00000,True
True,0.91573,True,5530.00000,0.85510,4,-22.88926,10,False,RSEM,50,75,0.98662,1.00000,True
True,0.90077,True,4656.00000,0.55978,0,-27.14409,0,False,RSEM,50,100,0.64132,0.95022,True
True,0.83771,True,2551.00000,0.52816,1,-20.13122,0,False,RSEM,50,100,0.90631,1.00000,True
True,0.81873,True,2797.00000,0.62591,2,-20.29332,0,False,RSEM,50,100,0.96103,1.00000,True
True,0.79380,True,3191.00000,0.71166,3,-19.84199,0,False,RSEM,50,100,0.97838,1.00000,True
True,0.76518,True,5583.00000,0.88744,4,-18.90537,0,False,RSEM,50,100,0.98997,1.00000,True
True,0.94512,True,4719.00000,0.33328,0,-32.80105,10,False,RSEM,50,100,0.61221,0.76178,True
True,0.91900,True,2605.00000,0.35906,1,-26.27234,10,False,RSEM,50,100,0.87409,1.00000,True
True,0.89715,True,2917.00000,0.48622,2,-25.47287,10,False,RSEM,50,100,0.93589,1.00000,True
True,0.89994,True,3208.00000,0.61975,3,-25.12247,10,False,RSEM,50,100,0.96665,1.00000,True
True,0.92021,True,5577.00000,0.87154,4,-25.09816,10,False,RSEM,50,100,0.98870,1.00000,True
True,0.86135,True,4688.00000,0.59845,0,-24.59287,0,False,Kallisto,50,50,0.70478,0.93857,True
True,0.80039,True,2590.00000,0.56072,1,-18.58612,0,False,Kallisto,50,50,0.93127,1.00000,True
True,0.78270,True,2821.00000,0.57624,2,-19.27275,0,False,Kallisto,50,50,0.96703,1.00000,True
True,0.75887,True,3214.00000,0.63617,3,-16.73857,0,False,Kallisto,50,50,0.98102,1.00000,True
True,0.73884,True,5579.00000,0.87088,4,-16.26482,0,False,Kallisto,50,50,0.99355,1.00000,True
True,0.94094,True,4792.00000,0.28486,0,-35.40184,10,False,Kallisto,50,50,0.62583,0.72141,True
True,0.90325,True,2646.00000,0.28397,1,-29.32946,10,False,Kallisto,50,50,0.87377,1.00000,True
True,0.87001,True,2854.00000,0.44560,2,-30.26939,10,False,Kallisto,50,50,0.93728,1.00000,True
True,0.85111,True,3197.00000,0.56814,3,-29.18376,10,False,Kallisto,50,50,0.96810,1.00000,True
True,0.84124,True,5587.00000,0.84662,4,-28.69688,10,False,Kallisto,50,50,0.99087,1.00000,True
True,0.87893,True,4617.00000,0.60414,0,-24.20070,0,False,Kallisto,50,75,0.68096,0.94186,True
True,0.78834,True,2589.00000,0.54335,1,-15.98548,0,False,Kallisto,50,75,0.93550,1.00000,True
True,0.78739,True,2855.00000,0.62033,2,-16.15223,0,False,Kallisto,50,75,0.96182,1.00000,True
True,0.76419,True,3223.00000,0.65411,3,-15.96437,0,False,Kallisto,50,75,0.98449,1.00000,True
True,0.73583,True,5538.00000,0.88709,4,-14.64422,0,False,Kallisto,50,75,0.99476,1.00000,True
True,0.93544,True,4740.00000,0.31027,0,-33.17289,10,False,Kallisto,50,75,0.64219,0.72093,True
True,0.88819,True,2558.00000,0.36582,1,-26.69033,10,False,Kallisto,50,75,0.88741,1.00000,True
True,0.84978,True,2909.00000,0.45513,2,-27.43157,10,False,Kallisto,50,75,0.94465,1.00000,True
True,0.83417,True,3190.00000,0.57376,3,-26.78733,10,False,Kallisto,50,75,0.97429,1.00000,True
True,0.81646,True,5530.00000,0.85868,4,-27.03549,10,False,Kallisto,50,75,0.99168,1.00000,True
True,0.88080,True,4656.00000,0.57939,0,-23.76943,0,False,Kallisto,50,100,0.67096,0.94279,True
True,0.79459,True,2551.00000,0.55497,1,-14.95436,0,False,Kallisto,50,100,0.92787,1.00000,True
True,0.77333,True,2797.00000,0.63575,2,-15.57292,0,False,Kallisto,50,100,0.96925,1.00000,True
True,0.76183,True,3191.00000,0.70441,3,-15.44018,0,False,Kallisto,50,100,0.98590,1.00000,True
True,0.73992,True,5583.00000,0.88658,4,-13.24615,0,False,Kallisto,50,100,0.99445,1.00000,True
True,0.93833,True,4719.00000,0.30563,0,-31.50627,10,False,Kallisto,50,100,0.63721,0.71977,True
True,0.89251,True,2605.00000,0.34308,1,-26.36420,10,False,Kallisto,50,100,0.88292,1.00000,True
True,0.85876,True,2917.00000,0.45641,2,-26.13539,10,False,Kallisto,50,100,0.94618,1.00000,True
True,0.81546,True,3208.00000,0.59557,3,-25.17811,10,False,Kallisto,50,100,0.97537,1.00000,True
True,0.82733,True,5577.00000,0.86494,4,-26.69654,10,False,Kallisto,50,100,0.99498,1.00000,True
True,0.93771,True,4688.00000,0.44895,0,-64.39449,0,False,Express,50,50,0.55183,0.92224,True
True,0.90077,True,2590.00000,0.39277,1,-35.12494,0,False,Express,50,50,0.91158,1.00000,True
True,0.88976,True,2821.00000,0.44774,2,-33.61847,0,False,Express,50,50,0.96172,1.00000,True
True,0.85843,True,3214.00000,0.51171,3,-31.27029,0,False,Express,50,50,0.98071,1.00000,True
True,0.84137,True,5579.00000,0.78140,4,-31.62798,0,False,Express,50,50,0.99319,1.00000,True
True,0.96932,True,4792.00000,0.19031,0,-59.78848,10,False,Express,50,50,0.55447,0.67753,True
True,0.94936,True,2646.00000,0.17480,1,-45.37654,10,False,Express,50,50,0.81444,1.00000,True
True,0.94359,True,2854.00000,0.32008,2,-44.32263,10,False,Express,50,50,0.91486,1.00000,True
True,0.93994,True,3197.00000,0.42629,3,-44.02805,10,False,Express,50,50,0.96716,1.00000,True
True,0.94595,True,5587.00000,0.75224,4,-44.25674,10,False,Express,50,50,0.99105,1.00000,True
True,0.93784,True,4617.00000,0.46317,0,-74.56524,0,False,Express,50,75,0.52328,0.92913,True
True,0.89996,True,2589.00000,0.37899,1,-30.71030,0,False,Express,50,75,0.90691,1.00000,True
True,0.86480,True,2855.00000,0.47773,2,-27.57929,0,False,Express,50,75,0.96322,1.00000,True
True,0.84207,True,3223.00000,0.54066,3,-27.32931,0,False,Express,50,75,0.98914,1.00000,True
True,0.80336,True,5538.00000,0.83055,4,-24.52468,0,False,Express,50,75,0.99729,1.00000,True
True,0.96941,True,4740.00000,0.20103,0,-64.76315,10,False,Express,50,75,0.53755,0.68644,True
True,0.94019,True,2558.00000,0.25587,1,-41.74054,10,False,Express,50,75,0.82643,1.00000,True
True,0.91956,True,2909.00000,0.35070,2,-39.09543,10,False,Express,50,75,0.93125,1.00000,True
True,0.91317,True,3190.00000,0.48211,3,-38.69881,10,False,Express,50,75,0.97931,1.00000,True
True,0.92152,True,5530.00000,0.80322,4,-38.45691,10,False,Express,50,75,0.99548,1.00000,True
True,0.93836,True,4656.00000,0.43638,0,-74.34467,0,False,Express,50,100,0.51847,0.93802,True
True,0.87025,True,2551.00000,0.38882,1,-26.89858,0,False,Express,50,100,0.89455,1.00000,True
True,0.84412,True,2797.00000,0.53593,2,-23.52488,0,False,Express,50,100,0.97211,1.00000,True
True,0.81573,True,3191.00000,0.62061,3,-21.42246,0,False,Express,50,100,0.98935,1.00000,True
True,0.76697,True,5583.00000,0.84664,4,-19.11227,0,False,Express,50,100,0.99785,1.00000,True
True,0.96398,True,4719.00000,0.20868,0,-67.26827,10,False,Express,50,100,0.52914,0.69694,True
True,0.93551,True,2605.00000,0.24076,1,-40.37338,10,False,Express,50,100,0.81420,1.00000,True
True,0.91430,True,2917.00000,0.35743,2,-36.01517,10,False,Express,50,100,0.92835,1.00000,True
True,0.89433,True,3208.00000,0.50837,3,-34.65146,10,False,Express,50,100,0.98223,1.00000,True
True,0.89744,True,5577.00000,0.82732,4,-34.33715,10,False,Express,50,100,0.99659,1.00000,True
True,0.90486,True,4688.00000,0.49593,0,-39.94855,0,False,Sailfish,50,50,0.63823,0.90698,True
True,0.87838,True,2590.00000,0.40725,1,-33.66558,0,False,Sailfish,50,50,0.90347,1.00000,True
True,0.86033,True,2821.00000,0.41133,2,-34.64534,0,False,Sailfish,50,50,0.94435,1.00000,True
True,0.84381,True,3214.00000,0.48648,3,-32.79027,0,False,Sailfish,50,50,0.95986,1.00000,True
True,0.82775,True,5579.00000,0.76175,4,-32.98199,0,False,Sailfish,50,50,0.97580,1.00000,True
True,0.96452,True,4792.00000,0.22637,0,-47.73007,10,False,Sailfish,50,50,0.59745,0.68850,True
True,0.95087,True,2646.00000,0.21877,1,-43.83449,10,False,Sailfish,50,50,0.84694,1.00000,True
True,0.94464,True,2854.00000,0.33905,2,-43.99486,10,False,Sailfish,50,50,0.91030,1.00000,True
True,0.93838,True,3197.00000,0.41570,3,-44.77074,10,False,Sailfish,50,50,0.95120,1.00000,True
True,0.94487,True,5587.00000,0.73535,4,-44.76555,10,False,Sailfish,50,50,0.97136,1.00000,True
True,0.90362,True,4617.00000,0.53749,0,-35.10592,0,False,Sailfish,50,75,0.64826,0.91542,True
True,0.84550,True,2589.00000,0.42462,1,-27.38397,0,False,Sailfish,50,75,0.91580,1.00000,True
True,0.84168,True,2855.00000,0.48215,2,-28.90616,0,False,Sailfish,50,75,0.94641,1.00000,True
True,0.83494,True,3223.00000,0.52053,3,-29.50303,0,False,Sailfish,50,75,0.97177,1.00000,True
True,0.79957,True,5538.00000,0.81406,4,-27.24889,0,False,Sailfish,50,75,0.98862,1.00000,True
True,0.95443,True,4740.00000,0.25875,0,-41.96238,10,False,Sailfish,50,75,0.61646,0.68997,True
True,0.92924,True,2558.00000,0.30508,1,-36.55647,10,False,Sailfish,50,75,0.86552,1.00000,True
True,0.91097,True,2909.00000,0.36752,2,-38.33733,10,False,Sailfish,50,75,0.92300,1.00000,True
True,0.91975,True,3190.00000,0.47526,3,-39.02775,10,False,Sailfish,50,75,0.96207,1.00000,True
True,0.92803,True,5530.00000,0.78674,4,-39.37722,10,False,Sailfish,50,75,0.98318,1.00000,True
True,0.90271,True,4656.00000,0.51491,0,-29.90942,0,False,Sailfish,50,100,0.65464,0.92338,True
True,0.82752,True,2551.00000,0.46336,1,-22.68347,0,False,Sailfish,50,100,0.91298,1.00000,True
True,0.81659,True,2797.00000,0.54241,2,-23.51017,0,False,Sailfish,50,100,0.95996,1.00000,True
True,0.79097,True,3191.00000,0.61125,3,-22.98383,0,False,Sailfish,50,100,0.98088,1.00000,True
True,0.75837,True,5583.00000,0.83656,4,-21.66386,0,False,Sailfish,50,100,0.98907,1.00000,True
True,0.95677,True,4719.00000,0.26700,0,-37.54725,10,False,Sailfish,50,100,0.62873,0.69356,True
True,0.93205,True,2605.00000,0.27981,1,-33.29409,10,False,Sailfish,50,100,0.87447,1.00000,True
True,0.90778,True,2917.00000,0.37534,2,-33.12805,10,False,Sailfish,50,100,0.93178,1.00000,True
True,0.89838,True,3208.00000,0.50772,3,-34.14776,10,False,Sailfish,50,100,0.96041,1.00000,True
True,0.91393,True,5577.00000,0.81042,4,-36.07157,10,False,Sailfish,50,100,0.98942,1.00000,True
True,0.89673,True,4551.00000,0.52165,0,-30.77163,0,False,Cufflinks,30,50,0.60888,0.92662,False
True,0.83769,True,2600.00000,0.47694,1,-18.72570,0,False,Cufflinks,30,50,0.89500,1.00000,False
True,0.82260,True,2858.00000,0.47835,2,-16.81165,0,False,Cufflinks,30,50,0.95101,1.00000,False
True,0.81384,True,3164.00000,0.55237,3,-15.53054,0,False,Cufflinks,30,50,0.97440,1.00000,False
True,0.79853,True,5584.00000,0.78987,4,-15.81196,0,False,Cufflinks,30,50,0.98388,1.00000,False
True,0.93252,True,4742.00000,0.32684,0,-32.65781,10,False,Cufflinks,30,50,0.62547,0.76108,False
True,0.88507,True,2532.00000,0.25894,1,-27.33523,10,False,Cufflinks,30,50,0.87322,1.00000,False
True,0.84350,True,2837.00000,0.41166,2,-25.85516,10,False,Cufflinks,30,50,0.93550,1.00000,False
True,0.82151,True,3227.00000,0.51204,3,-27.24906,10,False,Cufflinks,30,50,0.96436,1.00000,False
True,0.79430,True,5654.00000,0.79250,4,-24.94639,10,False,Cufflinks,30,50,0.98373,1.00000,False
True,0.90793,True,4757.00000,0.50435,0,-31.04341,0,False,Cufflinks,30,75,0.59386,0.93210,False
True,0.83320,True,2560.00000,0.48046,1,-17.88653,0,False,Cufflinks,30,75,0.88242,1.00000,False
True,0.81975,True,2846.00000,0.52912,2,-16.92021,0,False,Cufflinks,30,75,0.94835,1.00000,False
True,0.80382,True,3191.00000,0.58435,3,-14.82021,0,False,Cufflinks,30,75,0.97399,1.00000,False
True,0.79314,True,5395.00000,0.81651,4,-14.56188,0,False,Cufflinks,30,75,0.98462,1.00000,False
True,0.93944,True,4706.00000,0.28471,0,-36.85383,10,False,Cufflinks,30,75,0.59520,0.77468,False
True,0.87509,True,2634.00000,0.30724,1,-25.18974,10,False,Cufflinks,30,75,0.85725,1.00000,False
True,0.83672,True,2903.00000,0.44715,2,-24.17131,10,False,Cufflinks,30,75,0.93765,1.00000,False
True,0.80890,True,3077.00000,0.55651,3,-22.88506,10,False,Cufflinks,30,75,0.96685,1.00000,False
True,0.78208,True,5447.00000,0.80863,4,-23.97470,10,False,Cufflinks,30,75,0.98017,1.00000,False
True,0.91507,True,4698.00000,0.48472,0,-36.37086,0,False,Cufflinks,30,100,0.55917,0.93734,False
True,0.83665,True,2565.00000,0.46192,1,-16.12296,0,False,Cufflinks,30,100,0.87641,1.00000,False
True,0.80499,True,2887.00000,0.56216,2,-14.73250,0,False,Cufflinks,30,100,0.94666,1.00000,False
True,0.79889,True,3242.00000,0.60128,3,-12.84192,0,False,Cufflinks,30,100,0.96792,1.00000,False
True,0.77315,True,5638.00000,0.83142,4,-11.81090,0,False,Cufflinks,30,100,0.98652,1.00000,False
True,0.94317,True,4628.00000,0.34195,0,-37.37350,10,False,Cufflinks,30,100,0.57022,0.79713,False
